,0,1,2,3,4,5,6,7,output
6561,pretentious,improper,incomplete,2,less_conv,1,nonprob,recommended,0
11887,great_pret,critical,foster,1,convenient,0,problematic,priority,0
7260,pretentious,critical,completed,3,less_conv,0,problematic,recommended,0
7821,pretentious,very_crit,complete,1,critical,1,nonprob,recommended,0
5572,pretentious,less_proper,completed,more,convenient,1,nonprob,priority,0
11098,great_pret,improper,foster,2,less_conv,1,nonprob,priority,0
5161,pretentious,proper,foster,more,less_conv,1,slightly_prob,priority,0
7417,pretentious,critical,incomplete,2,less_conv,0,nonprob,priority,0
5739,pretentious,less_proper,incomplete,3,convenient,1,problematic,recommended,0
9697,great_pret,less_proper,complete,more,less_conv,1,slightly_prob,priority,0
823,usual,proper,foster,more,convenient,1,slightly_prob,priority,0
7890,pretentious,very_crit,complete,3,convenient,0,problematic,recommended,0
1146,usual,less_proper,completed,2,convenient,1,slightly_prob,recommended,0
8217,pretentious,very_crit,incomplete,1,convenient,1,nonprob,recommended,0
10572,great_pret,improper,complete,more,critical,0,problematic,recommended,0
3658,usual,very_crit,complete,more,critical,0,slightly_prob,priority,0
5499,pretentious,less_proper,completed,2,critical,1,nonprob,recommended,0
3972,usual,very_crit,incomplete,2,less_conv,1,slightly_prob,recommended,0
2058,usual,improper,completed,3,convenient,0,problematic,recommended,0
8721,great_pret,proper,complete,2,less_conv,1,nonprob,recommended,0
499,usual,proper,incomplete,2,convenient,1,slightly_prob,priority,0
1888,usual,improper,complete,3,critical,1,problematic,priority,0
8787,great_pret,proper,complete,3,critical,0,slightly_prob,recommended,0
6759,pretentious,improper,foster,2,convenient,1,nonprob,recommended,0
8835,great_pret,proper,complete,more,less_conv,1,problematic,recommended,0
1536,usual,less_proper,foster,1,less_conv,0,problematic,recommended,0
9391,great_pret,proper,foster,2,critical,1,slightly_prob,priority,0
1128,usual,less_proper,completed,1,critical,1,slightly_prob,recommended,0
3249,usual,critical,foster,1,convenient,1,nonprob,recommended,0
3994,usual,very_crit,incomplete,2,critical,1,problematic,priority,0
8925,great_pret,proper,completed,2,convenient,1,problematic,recommended,0
9498,great_pret,proper,foster,more,critical,1,slightly_prob,recommended,0
526,usual,proper,incomplete,2,critical,0,slightly_prob,priority,0
2266,usual,improper,incomplete,2,critical,1,problematic,priority,0
4738,pretentious,proper,completed,more,critical,0,slightly_prob,priority,0
8062,pretentious,very_crit,completed,2,convenient,1,problematic,priority,0
4038,usual,very_crit,incomplete,3,critical,0,problematic,recommended,0
3085,usual,critical,incomplete,2,convenient,0,problematic,priority,0
10566,great_pret,improper,complete,more,critical,0,nonprob,recommended,0
1051,usual,less_proper,complete,more,less_conv,0,problematic,priority,0
4345,pretentious,proper,complete,1,less_conv,0,problematic,priority,0
9667,great_pret,less_proper,complete,more,convenient,0,nonprob,priority,0
11152,great_pret,improper,foster,3,less_conv,1,nonprob,priority,0
8092,pretentious,very_crit,completed,2,critical,1,nonprob,priority,0
10186,great_pret,less_proper,foster,1,less_conv,1,problematic,priority,0
841,usual,proper,foster,more,less_conv,1,slightly_prob,priority,0
7173,pretentious,critical,completed,1,critical,1,nonprob,recommended,0
10591,great_pret,improper,completed,1,convenient,0,problematic,priority,0
7039,pretentious,critical,complete,3,less_conv,0,nonprob,priority,0
12880,great_pret,very_crit,foster,3,less_conv,1,nonprob,priority,0
4620,pretentious,proper,completed,2,less_conv,1,slightly_prob,recommended,0
9814,great_pret,less_proper,completed,2,critical,0,slightly_prob,priority,0
4339,pretentious,proper,complete,1,less_conv,0,nonprob,priority,0
12264,great_pret,very_crit,complete,more,convenient,0,problematic,recommended,0
8641,great_pret,proper,complete,1,convenient,0,nonprob,priority,0
9711,great_pret,less_proper,complete,more,critical,1,nonprob,recommended,0
10027,great_pret,less_proper,incomplete,2,critical,0,nonprob,priority,0
10066,great_pret,less_proper,incomplete,3,less_conv,0,slightly_prob,priority,0
1570,usual,less_proper,foster,2,convenient,0,slightly_prob,priority,0
10362,great_pret,less_proper,foster,more,critical,1,slightly_prob,recommended,0
4606,pretentious,proper,completed,2,convenient,1,problematic,priority,0
3171,usual,critical,incomplete,3,critical,0,slightly_prob,recommended,0
621,usual,proper,incomplete,more,less_conv,1,nonprob,recommended,0
8718,great_pret,proper,complete,2,less_conv,0,problematic,recommended,0
11674,great_pret,critical,incomplete,1,convenient,1,nonprob,priority,0
7549,pretentious,critical,incomplete,more,critical,0,problematic,priority,0
8754,great_pret,proper,complete,3,convenient,0,problematic,recommended,0
12291,great_pret,very_crit,complete,more,less_conv,1,problematic,recommended,0
4326,pretentious,proper,complete,1,convenient,0,problematic,recommended,0
11037,great_pret,improper,foster,1,less_conv,0,slightly_prob,recommended,0
12706,great_pret,very_crit,incomplete,more,convenient,1,problematic,priority,0
9631,great_pret,less_proper,complete,3,less_conv,0,nonprob,priority,0
6610,pretentious,improper,incomplete,3,less_conv,0,slightly_prob,priority,0
5959,pretentious,less_proper,foster,3,less_conv,0,nonprob,priority,0
3522,usual,very_crit,complete,2,convenient,1,slightly_prob,recommended,0
2374,usual,improper,incomplete,more,critical,1,problematic,priority,0
2118,usual,improper,completed,more,convenient,1,slightly_prob,recommended,0
10257,great_pret,less_proper,foster,2,critical,1,problematic,recommended,0
7908,pretentious,very_crit,complete,3,less_conv,0,problematic,recommended,0
6850,pretentious,improper,foster,3,critical,1,nonprob,priority,0
3535,usual,very_crit,complete,2,less_conv,0,problematic,priority,0
5707,pretentious,less_proper,incomplete,2,critical,0,nonprob,priority,0
10915,great_pret,improper,incomplete,3,convenient,0,problematic,priority,0
2260,usual,improper,incomplete,2,critical,1,nonprob,priority,0
9951,great_pret,less_proper,incomplete,1,convenient,1,problematic,recommended,0
10474,great_pret,improper,complete,2,critical,1,problematic,priority,0
2928,usual,critical,completed,3,convenient,1,slightly_prob,recommended,0
11394,great_pret,critical,complete,more,convenient,0,nonprob,recommended,0
1981,usual,improper,completed,1,critical,0,nonprob,priority,0
1263,usual,less_proper,completed,more,less_conv,0,slightly_prob,recommended,0
1719,usual,less_proper,foster,more,critical,1,nonprob,recommended,0
10750,great_pret,improper,completed,more,convenient,0,slightly_prob,priority,0
7816,pretentious,very_crit,complete,1,critical,0,slightly_prob,priority,0
3561,usual,very_crit,complete,2,critical,1,problematic,recommended,0
11053,great_pret,improper,foster,1,critical,0,nonprob,priority,0
1879,usual,improper,complete,3,critical,0,problematic,priority,0
694,usual,proper,foster,1,critical,1,nonprob,priority,0
7722,pretentious,critical,foster,more,convenient,0,nonprob,recommended,0
0,usual,proper,complete,1,convenient,0,nonprob,recommended,0
9892,great_pret,less_proper,completed,more,convenient,1,nonprob,priority,0
12219,great_pret,very_crit,complete,3,convenient,1,problematic,recommended,0
3913,usual,very_crit,incomplete,1,less_conv,0,problematic,priority,0
9103,great_pret,proper,incomplete,1,less_conv,1,slightly_prob,priority,0
3147,usual,critical,incomplete,3,convenient,1,problematic,recommended,0
6528,pretentious,improper,incomplete,1,critical,1,slightly_prob,recommended,0
567,usual,proper,incomplete,3,less_conv,1,nonprob,recommended,0
3246,usual,critical,foster,1,convenient,0,problematic,recommended,0
9177,great_pret,proper,incomplete,2,critical,1,problematic,recommended,0
2002,usual,improper,completed,2,convenient,0,slightly_prob,priority,0
1834,usual,improper,complete,2,critical,1,problematic,priority,0
3165,usual,critical,incomplete,3,less_conv,1,problematic,recommended,0
1002,usual,less_proper,complete,3,less_conv,1,slightly_prob,recommended,0
6126,pretentious,improper,complete,2,less_conv,0,problematic,recommended,0
7380,pretentious,critical,incomplete,1,critical,0,nonprob,recommended,0
7740,pretentious,critical,foster,more,less_conv,0,nonprob,recommended,0
5200,pretentious,less_proper,complete,1,convenient,1,problematic,priority,0
5829,pretentious,less_proper,incomplete,more,critical,1,problematic,recommended,0
10231,great_pret,less_proper,foster,2,less_conv,0,problematic,priority,0
8632,pretentious,very_crit,foster,more,critical,1,nonprob,priority,0
9171,great_pret,proper,incomplete,2,critical,1,nonprob,recommended,0
2716,usual,critical,complete,3,convenient,1,problematic,priority,0
8256,pretentious,very_crit,incomplete,1,critical,1,slightly_prob,recommended,0
7149,pretentious,critical,completed,1,less_conv,0,slightly_prob,recommended,0
12928,great_pret,very_crit,foster,more,less_conv,0,slightly_prob,priority,0
10180,great_pret,less_proper,foster,1,less_conv,1,nonprob,priority,0
2841,usual,critical,completed,1,less_conv,1,problematic,recommended,0
7423,pretentious,critical,incomplete,2,less_conv,0,problematic,priority,0
3868,usual,very_crit,completed,more,less_conv,1,problematic,priority,0
9372,great_pret,proper,foster,2,less_conv,1,slightly_prob,recommended,0
6601,pretentious,improper,incomplete,3,convenient,1,slightly_prob,priority,0
4947,pretentious,proper,incomplete,more,less_conv,1,problematic,recommended,0
12054,great_pret,critical,foster,more,convenient,1,slightly_prob,recommended,0
11356,great_pret,critical,complete,3,convenient,1,problematic,priority,0
8770,great_pret,proper,complete,3,less_conv,0,slightly_prob,priority,0
1783,usual,improper,complete,2,convenient,0,nonprob,priority,0
3265,usual,critical,foster,1,less_conv,0,problematic,priority,0
6019,pretentious,less_proper,foster,more,less_conv,0,problematic,priority,0
4476,pretentious,proper,complete,3,critical,1,slightly_prob,recommended,0
3687,usual,very_crit,completed,1,convenient,1,problematic,recommended,0
5977,pretentious,less_proper,foster,3,critical,0,nonprob,priority,0
11431,great_pret,critical,complete,more,critical,0,nonprob,priority,0
10497,great_pret,improper,complete,3,less_conv,0,slightly_prob,recommended,0
6451,pretentious,improper,completed,more,less_conv,0,problematic,priority,0
6469,pretentious,improper,completed,more,critical,0,problematic,priority,0
4375,pretentious,proper,complete,2,convenient,0,nonprob,priority,0
6876,pretentious,improper,foster,more,less_conv,0,nonprob,recommended,0
4540,pretentious,proper,completed,1,convenient,0,slightly_prob,priority,0
2632,usual,critical,complete,1,critical,0,slightly_prob,priority,0
11839,great_pret,critical,incomplete,more,convenient,1,slightly_prob,priority,0
346,usual,proper,completed,3,less_conv,0,slightly_prob,priority,0
8515,pretentious,very_crit,foster,2,critical,0,nonprob,priority,0
9694,great_pret,less_proper,complete,more,less_conv,1,nonprob,priority,0
5437,pretentious,less_proper,completed,1,critical,0,nonprob,priority,0
4524,pretentious,proper,complete,more,critical,0,problematic,recommended,0
5032,pretentious,proper,foster,2,convenient,1,nonprob,priority,0
2272,usual,improper,incomplete,3,convenient,0,slightly_prob,priority,0
324,usual,proper,completed,3,convenient,0,nonprob,recommended,0
4129,usual,very_crit,foster,1,less_conv,0,problematic,priority,0
10678,great_pret,improper,completed,2,critical,0,slightly_prob,priority,0
7836,pretentious,very_crit,complete,2,convenient,0,problematic,recommended,0
1339,usual,less_proper,incomplete,1,critical,0,problematic,priority,0
8254,pretentious,very_crit,incomplete,1,critical,1,nonprob,priority,0
2775,usual,critical,complete,more,less_conv,0,slightly_prob,recommended,0
11799,great_pret,critical,incomplete,3,less_conv,1,nonprob,recommended,0
4389,pretentious,proper,complete,2,convenient,1,problematic,recommended,0
486,usual,proper,incomplete,2,convenient,0,nonprob,recommended,0
1822,usual,improper,complete,2,critical,0,slightly_prob,priority,0
8553,pretentious,very_crit,foster,3,less_conv,0,slightly_prob,recommended,0
7840,pretentious,very_crit,complete,2,convenient,1,nonprob,priority,0
1693,usual,less_proper,foster,more,less_conv,0,nonprob,priority,0
12423,great_pret,very_crit,completed,3,convenient,0,slightly_prob,recommended,0
12402,great_pret,very_crit,completed,2,critical,0,nonprob,recommended,0
11097,great_pret,improper,foster,2,less_conv,1,nonprob,recommended,0
312,usual,proper,completed,2,critical,0,problematic,recommended,0
3654,usual,very_crit,complete,more,critical,0,nonprob,recommended,0
1197,usual,less_proper,completed,3,convenient,1,nonprob,recommended,0
1101,usual,less_proper,completed,1,less_conv,0,slightly_prob,recommended,0
9009,great_pret,proper,completed,3,critical,1,nonprob,recommended,0
1761,usual,improper,complete,1,less_conv,1,problematic,recommended,0
3562,usual,very_crit,complete,2,critical,1,problematic,priority,0
8184,pretentious,very_crit,completed,more,less_conv,1,slightly_prob,recommended,0
10558,great_pret,improper,complete,more,less_conv,1,nonprob,priority,0
8910,great_pret,proper,completed,2,convenient,0,nonprob,recommended,0
3726,usual,very_crit,completed,2,convenient,0,nonprob,recommended,0
11149,great_pret,improper,foster,3,less_conv,0,problematic,priority,0
6772,pretentious,improper,foster,2,less_conv,0,slightly_prob,priority,0
297,usual,proper,completed,2,less_conv,1,nonprob,recommended,0
11046,great_pret,improper,foster,1,less_conv,1,slightly_prob,recommended,0
1645,usual,less_proper,foster,3,less_conv,0,problematic,priority,0
822,usual,proper,foster,more,convenient,1,slightly_prob,recommended,0
4005,usual,very_crit,incomplete,3,convenient,1,nonprob,recommended,0
6198,pretentious,improper,complete,3,critical,0,problematic,recommended,0
4684,pretentious,proper,completed,3,critical,0,slightly_prob,priority,0
10444,great_pret,improper,complete,2,less_conv,0,slightly_prob,priority,0
7441,pretentious,critical,incomplete,2,critical,0,problematic,priority,0
10642,great_pret,improper,completed,2,convenient,0,slightly_prob,priority,0
6631,pretentious,improper,incomplete,3,critical,0,problematic,priority,0
11140,great_pret,improper,foster,3,convenient,1,problematic,priority,0
9160,great_pret,proper,incomplete,2,less_conv,1,problematic,priority,0
10857,great_pret,improper,incomplete,2,convenient,0,slightly_prob,recommended,0
924,usual,less_proper,complete,2,convenient,0,problematic,recommended,0
11404,great_pret,critical,complete,more,convenient,1,nonprob,priority,0
1405,usual,less_proper,incomplete,3,convenient,0,nonprob,priority,0
933,usual,less_proper,complete,2,convenient,1,problematic,recommended,0
9328,great_pret,proper,foster,1,critical,0,slightly_prob,priority,0
6243,pretentious,improper,complete,more,less_conv,1,problematic,recommended,0
12658,great_pret,very_crit,incomplete,3,less_conv,0,slightly_prob,priority,0
10626,great_pret,improper,completed,1,critical,0,problematic,recommended,0
5001,pretentious,proper,foster,1,less_conv,1,problematic,recommended,0
6640,pretentious,improper,incomplete,3,critical,1,problematic,priority,0
12697,great_pret,very_crit,incomplete,more,convenient,0,problematic,priority,0
11529,great_pret,critical,completed,2,less_conv,1,nonprob,recommended,0
10797,great_pret,improper,completed,more,critical,1,problematic,recommended,0
12555,great_pret,very_crit,incomplete,1,less_conv,1,nonprob,recommended,0
6990,pretentious,critical,complete,2,less_conv,0,problematic,recommended,0
3468,usual,very_crit,complete,1,convenient,1,slightly_prob,recommended,0
717,usual,proper,foster,2,convenient,1,problematic,recommended,0
2028,usual,improper,completed,2,less_conv,1,slightly_prob,recommended,0
6801,pretentious,improper,foster,2,critical,1,problematic,recommended,0
6372,pretentious,improper,completed,3,convenient,0,nonprob,recommended,0
9765,great_pret,less_proper,completed,1,critical,1,nonprob,recommended,0
3559,usual,very_crit,complete,2,critical,1,slightly_prob,priority,0
8565,pretentious,very_crit,foster,3,less_conv,1,problematic,recommended,0
1549,usual,less_proper,foster,1,critical,0,nonprob,priority,0
4815,pretentious,proper,incomplete,2,convenient,1,nonprob,recommended,0
3454,usual,critical,foster,more,critical,1,problematic,priority,0
4324,pretentious,proper,complete,1,convenient,0,slightly_prob,priority,0
5307,pretentious,less_proper,complete,3,convenient,1,problematic,recommended,0
4126,usual,very_crit,foster,1,less_conv,0,slightly_prob,priority,0
10666,great_pret,improper,completed,2,less_conv,1,nonprob,priority,0
4192,usual,very_crit,foster,2,less_conv,1,problematic,priority,0
6294,pretentious,improper,completed,1,less_conv,1,slightly_prob,recommended,0
2137,usual,improper,completed,more,less_conv,1,slightly_prob,priority,0
