,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,output
864,A14,A32,A42,A61,A73,A93,A101,A121,A141,A151,A172,1,0,-0.90460431535554,-0.3761558636039741,-0.8701833340815202,-0.7659772668958666,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0
155,A11,A32,A42,A61,A73,A92,A101,A123,A143,A151,A173,1,0,-0.738667542842371,-0.7050793124019931,-0.8701833340815202,1.0469866784197936,-1.3673088482463285,-0.7049259983890862,-0.4282895663715403,0
981,A14,A32,A49,A61,A71,A93,A101,A123,A141,A151,A174,0,0,2.2481943623946683,0.5574479770576445,0.024146916773074168,-0.7659772668958666,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,0
607,A12,A32,A43,A62,A73,A92,A102,A124,A143,A153,A173,1,0,1.2525737273156552,-0.2127574693196134,0.9184771676276684,1.0469866784197936,1.2712647685933636,-0.7049259983890862,-0.4282895663715403,0
569,A11,A32,A43,A61,A73,A92,A101,A123,A143,A152,A173,0,0,2.2481943623946683,1.2358525902035586,0.024146916773074168,-0.7659772668958666,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,0
783,A12,A32,A40,A62,A72,A92,A101,A122,A141,A152,A172,1,0,-0.738667542842371,-0.86316105611311,0.9184771676276684,-0.7659772668958666,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,0
552,A11,A32,A43,A61,A74,A94,A103,A121,A143,A152,A173,0,0,2.2481943623946683,1.3212734427470096,-1.7645135849361149,-1.6724592395536968,-0.13597449372113873,1.0270789116578083,-0.4282895663715403,0
213,A13,A33,A49,A61,A75,A93,A101,A121,A143,A152,A174,0,0,0.7547634097761486,-0.4831977618119501,0.9184771676276684,1.0469866784197936,2.678504030907866,-0.7049259983890862,-0.4282895663715403,0
531,A12,A32,A40,A62,A73,A92,A101,A123,A143,A151,A173,0,0,-0.4897623840726178,-0.22693520418159696,-0.8701833340815202,1.0469866784197936,-0.6636892170890771,1.0270789116578083,-0.4282895663715403,0
953,A14,A32,A42,A61,A71,A92,A101,A123,A143,A152,A174,0,0,1.2525737273156552,2.730185844656628,0.9184771676276684,-0.7659772668958666,-0.8395941248783899,1.0270789116578083,-0.4282895663715403,0
754,A14,A33,A45,A64,A75,A93,A101,A124,A143,A153,A173,1,0,-0.738667542842371,-0.6083162719689552,0.9184771676276684,1.0469866784197936,1.7110270380666457,1.0270789116578083,2.3348689263480744,0
278,A14,A32,A42,A61,A72,A92,A101,A122,A143,A152,A173,1,0,-1.2364778603818776,0.4748626714865901,-1.7645135849361149,1.0469866784197936,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0
639,A11,A33,A43,A61,A74,A93,A101,A122,A141,A152,A173,0,0,1.7503840448551615,0.3894418189431391,0.024146916773074168,-0.7659772668958666,-0.8395941248783899,1.0270789116578083,2.3348689263480744,0
412,A14,A34,A49,A61,A71,A93,A101,A123,A142,A152,A174,0,0,-0.738667542842371,-0.3470915071369078,0.9184771676276684,-0.7659772668958666,0.5676451374361124,1.0270789116578083,-0.4282895663715403,0
249,A14,A32,A43,A61,A71,A92,A102,A121,A143,A151,A173,1,0,-0.2408572253028645,-1.0060017348475945,0.024146916773074168,1.0469866784197936,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0
334,A11,A30,A42,A61,A75,A93,A101,A124,A141,A151,A173,1,0,0.2569530922366421,0.2972865423402458,0.024146916773074168,1.0469866784197936,-1.1034514865623593,1.0270789116578083,2.3348689263480744,0
938,A12,A32,A46,A61,A73,A93,A101,A124,A143,A153,A173,1,0,3.2438149974736814,1.0692642055752517,0.9184771676276684,1.0469866784197936,0.5676451374361124,-0.7049259983890862,-0.4282895663715403,0
129,A11,A34,A40,A61,A73,A92,A102,A121,A143,A152,A173,1,0,-0.738667542842371,0.08072164232344667,0.024146916773074168,-0.7659772668958666,-0.5757367631944207,1.0270789116578083,-0.4282895663715403,0
315,A11,A31,A42,A61,A75,A93,A101,A123,A141,A152,A173,1,0,1.2525737273156552,-0.1861742164533942,0.9184771676276684,1.0469866784197936,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,0
105,A12,A34,A410,A61,A73,A93,A102,A123,A143,A152,A174,0,0,0.2569530922366421,3.071869254830432,-0.8701833340815202,0.1405047057619635,0.3037877757521432,1.0270789116578083,2.3348689263480744,0
621,A14,A34,A40,A61,A73,A93,A101,A122,A141,A152,A173,1,0,-0.2408572253028645,-0.6171773562576949,0.024146916773074168,-0.7659772668958666,-0.3118794015104515,1.0270789116578083,-0.4282895663715403,0
755,A11,A32,A40,A65,A74,A92,A101,A124,A143,A151,A173,1,0,0.2569530922366421,-0.7040159822873443,0.9184771676276684,1.0469866784197936,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0
332,A12,A32,A40,A62,A72,A92,A101,A122,A143,A152,A174,1,0,3.2438149974736814,1.4662407817107916,0.9184771676276684,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0
796,A11,A32,A41,A65,A75,A93,A101,A122,A143,A153,A173,0,0,-0.2408572253028645,1.5027484489803995,-1.7645135849361149,1.0469866784197936,1.3592172224880201,-0.7049259983890862,2.3348689263480744,0
429,A11,A34,A45,A61,A71,A92,A101,A124,A143,A153,A171,1,0,-0.2408572253028645,-0.7376881025845553,-0.8701833340815202,1.0469866784197936,1.7110270380666457,2.759083821704704,2.3348689263480744,0
887,A12,A32,A49,A61,A73,A93,A101,A123,A143,A152,A173,0,0,2.2481943623946683,4.395360804196598,-0.8701833340815202,-0.7659772668958666,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,0
805,A11,A32,A40,A61,A74,A93,A101,A123,A143,A152,A173,0,0,1.2525737273156552,2.1265687829076767,-0.8701833340815202,-1.6724592395536968,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0
416,A11,A32,A40,A61,A72,A93,A101,A121,A143,A152,A172,1,0,-0.738667542842371,-0.2453662595021756,0.9184771676276684,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,2.3348689263480744,0
545,A11,A33,A40,A61,A71,A93,A101,A121,A143,A153,A173,1,0,0.2569530922366421,-0.6870027004529641,0.9184771676276684,-0.7659772668958666,0.6555975913307688,1.0270789116578083,2.3348689263480744,0
832,A11,A30,A49,A61,A75,A93,A101,A123,A143,A151,A173,1,0,1.9992892036249152,3.028627163501382,-0.8701833340815202,1.0469866784197936,-0.5757367631944207,1.0270789116578083,-0.4282895663715403,0
614,A14,A33,A42,A61,A74,A92,A101,A121,A143,A152,A173,1,0,-0.2408572253028645,-0.5186420989669089,0.9184771676276684,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0
240,A11,A32,A40,A65,A75,A92,A101,A123,A141,A152,A173,1,0,0.2569530922366421,-0.8351600297606924,0.9184771676276684,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0
265,A12,A32,A43,A61,A75,A93,A101,A123,A143,A152,A173,1,0,-0.4897623840726178,-0.8752121307457961,0.9184771676276684,0.1405047057619635,0.12788286796283044,-0.7049259983890862,2.3348689263480744,0
610,A11,A32,A44,A62,A71,A92,A101,A122,A143,A152,A173,1,0,-0.738667542842371,-0.896833176410321,0.9184771676276684,0.1405047057619635,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0
472,A11,A32,A40,A61,A73,A93,A101,A123,A143,A152,A172,1,0,-0.9875727016121244,-0.9276697497351352,0.9184771676276684,0.1405047057619635,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0
435,A12,A32,A43,A65,A73,A94,A101,A121,A143,A152,A173,0,0,-0.738667542842371,-0.633481751348976,-0.8701833340815202,-1.6724592395536968,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0
76,A11,A32,A43,A61,A72,A93,A101,A123,A143,A152,A173,1,0,1.7503840448551615,0.2458922534655553,0.9184771676276684,0.1405047057619635,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0
677,A12,A32,A43,A62,A73,A94,A101,A123,A143,A152,A173,1,0,4.239435632552695,0.8236349490913861,-0.8701833340815202,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0
291,A12,A32,A41,A61,A72,A94,A101,A123,A143,A151,A174,0,0,1.2525737273156552,2.1715830910944747,-1.7645135849361149,1.0469866784197936,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0
775,A11,A32,A40,A65,A73,A92,A101,A121,A143,A151,A173,1,0,0.2569530922366421,-0.6735338523340796,0.9184771676276684,1.0469866784197936,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0
466,A11,A33,A43,A61,A72,A92,A101,A123,A143,A151,A172,0,0,0.2569530922366421,-0.5714541613277979,0.9184771676276684,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0
507,A12,A31,A40,A62,A71,A93,A101,A122,A143,A152,A174,0,0,-0.4897623840726178,1.2684613803861209,-1.7645135849361149,-0.7659772668958666,-0.13597449372113873,-0.7049259983890862,2.3348689263480744,0
611,A13,A32,A40,A62,A75,A92,A101,A124,A143,A153,A172,1,0,-0.90460431535554,-0.7199659340070759,-1.7645135849361149,1.0469866784197936,1.095359860804051,-0.7049259983890862,2.3348689263480744,0
242,A11,A30,A41,A61,A75,A93,A101,A124,A143,A153,A173,1,0,2.2481943623946683,0.4727360112572926,0.024146916773074168,1.0469866784197936,-1.0154990326677027,1.0270789116578083,2.3348689263480744,0
522,A11,A30,A42,A61,A73,A93,A101,A124,A143,A153,A173,1,0,2.2481943623946683,1.3638066473329604,0.024146916773074168,1.0469866784197936,1.5351221302773328,1.0270789116578083,2.3348689263480744,0
124,A12,A32,A42,A65,A72,A92,A101,A121,A143,A151,A173,1,0,-0.2408572253028645,-0.4775266678671567,0.9184771676276684,0.1405047057619635,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0
289,A11,A33,A43,A61,A72,A94,A101,A121,A142,A152,A173,1,0,0.2569530922366421,-0.7965257022617872,0.9184771676276684,1.0469866784197936,1.095359860804051,-0.7049259983890862,-0.4282895663715403,0
595,A12,A31,A40,A62,A72,A92,A101,A122,A142,A152,A172,1,0,-1.2364778603818776,-0.8294889358158991,-1.7645135849361149,-1.6724592395536968,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0
68,A14,A32,A46,A61,A73,A93,A101,A124,A142,A153,A173,0,0,1.2525737273156552,-0.5147432218798635,0.9184771676276684,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,0
419,A12,A32,A40,A65,A73,A92,A101,A122,A143,A152,A173,1,0,-0.2408572253028645,-0.7901457215738945,0.9184771676276684,-0.7659772668958666,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,0
18,A12,A32,A41,A61,A75,A92,A101,A124,A143,A153,A174,0,0,0.2569530922366421,3.2990674559937188,0.9184771676276684,-0.7659772668958666,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,0
722,A11,A32,A40,A61,A73,A92,A101,A121,A143,A152,A172,1,0,-0.738667542842371,-0.7242192544656709,0.9184771676276684,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,0
603,A14,A32,A42,A61,A73,A92,A101,A123,A143,A152,A174,0,0,1.2525737273156552,0.027555136591008247,0.9184771676276684,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0
199,A12,A33,A42,A61,A75,A91,A101,A124,A143,A152,A174,0,0,-0.2408572253028645,0.36356745282001895,0.9184771676276684,0.1405047057619635,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,0
203,A11,A32,A48,A61,A74,A94,A101,A122,A143,A151,A173,1,0,-0.738667542842371,-0.8397677935908371,0.9184771676276684,1.0469866784197936,-1.2793563943516721,-0.7049259983890862,-0.4282895663715403,0
226,A12,A32,A43,A64,A74,A93,A102,A124,A141,A152,A173,0,0,2.2481943623946683,2.725578080826483,-1.7645135849361149,-0.7659772668958666,-0.7516416709837335,1.0270789116578083,-0.4282895663715403,0
757,A13,A34,A43,A65,A73,A93,A101,A124,A143,A153,A173,0,0,-0.4897623840726178,-0.7089781894890386,0.024146916773074168,1.0469866784197936,0.3037877757521432,1.0270789116578083,-0.4282895663715403,0
771,A11,A34,A46,A61,A73,A92,A101,A124,A143,A152,A174,0,0,1.2525737273156552,1.6991100768188718,0.024146916773074168,-0.7659772668958666,-0.9275465787730462,1.0270789116578083,-0.4282895663715403,0
237,A12,A32,A49,A62,A75,A91,A101,A123,A141,A151,A172,1,0,0.008047933466888799,-0.1787309056508528,0.9184771676276684,-0.7659772668958666,2.238741761434584,1.0270789116578083,-0.4282895663715403,0
927,A11,A32,A41,A61,A74,A93,A101,A124,A142,A153,A173,0,0,2.2481943623946683,2.490227682117556,0.9184771676276684,1.0469866784197936,0.3037877757521432,2.759083821704704,2.3348689263480744,0
958,A11,A32,A40,A61,A73,A93,A101,A123,A143,A152,A172,1,0,0.5888266372629798,0.2604244316990885,0.024146916773074168,-0.7659772668958666,0.8315024991200816,-0.7049259983890862,-0.4282895663715403,0
661,A11,A32,A40,A65,A73,A94,A101,A123,A143,A152,A173,1,0,-0.738667542842371,-0.8404766803339363,0.9184771676276684,-0.7659772668958666,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,0
335,A11,A34,A42,A61,A73,A91,A101,A121,A143,A151,A174,0,0,-1.2364778603818776,0.03996065459524388,-1.7645135849361149,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,0
640,A11,A32,A46,A61,A71,A92,A101,A121,A143,A152,A171,1,0,-0.2408572253028645,-0.8936431860663747,0.9184771676276684,-1.6724592395536968,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,0
95,A12,A30,A49,A61,A72,A93,A101,A124,A143,A151,A173,0,0,2.746004679934175,4.492123844629637,0.024146916773074168,1.0469866784197936,1.9748843997506147,-0.7049259983890862,-0.4282895663715403,0
936,A13,A32,A43,A61,A73,A92,A101,A121,A143,A152,A172,1,0,-0.9875727016121244,-0.8954154029241226,0.024146916773074168,-0.7659772668958666,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,0
557,A14,A30,A40,A65,A73,A92,A101,A122,A141,A152,A173,0,0,0.008047933466888799,0.6138044731340292,-1.7645135849361149,1.0469866784197936,-0.5757367631944207,1.0270789116578083,-0.4282895663715403,0
885,A11,A32,A46,A61,A72,A92,A101,A122,A143,A152,A173,1,0,-0.738667542842371,-0.8776932343466431,0.9184771676276684,1.0469866784197936,1.5351221302773328,-0.7049259983890862,-0.4282895663715403,0
353,A11,A30,A43,A61,A73,A93,A101,A122,A143,A151,A173,0,0,-0.738667542842371,1.037718745507338,0.9184771676276684,-0.7659772668958666,-0.6636892170890771,1.0270789116578083,-0.4282895663715403,0
766,A11,A32,A42,A61,A72,A91,A101,A122,A143,A152,A172,1,0,0.7547634097761486,-0.0578657159524428,-0.8701833340815202,1.0469866784197936,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,0
728,A12,A31,A49,A61,A75,A92,A101,A124,A143,A151,A173,1,0,2.2481943623946683,1.1146329571335991,0.9184771676276684,0.1405047057619635,2.0628368536452717,-0.7049259983890862,-0.4282895663715403,0
405,A12,A32,A43,A61,A72,A94,A101,A122,A143,A152,A173,0,0,0.2569530922366421,-0.4367656801389539,-1.7645135849361149,-1.6724592395536968,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,0
364,A11,A32,A42,A61,A71,A93,A101,A123,A143,A152,A171,1,0,-0.2408572253028645,-0.2829372568864321,0.9184771676276684,-1.6724592395536968,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,0
822,A11,A32,A42,A61,A75,A93,A101,A122,A141,A152,A173,1,0,1.2525737273156552,-0.19822529108608025,-0.8701833340815202,-0.7659772668958666,0.479692683541456,-0.7049259983890862,2.3348689263480744,0
74,A11,A32,A46,A65,A75,A93,A101,A124,A143,A152,A174,0,0,1.2525737273156552,-0.4587411691750285,0.9184771676276684,1.0469866784197936,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,0
375,A11,A31,A49,A61,A74,A92,A103,A123,A143,A151,A173,1,0,2.2481943623946683,1.564421595630028,-0.8701833340815202,1.0469866784197936,0.12788286796283044,-0.7049259983890862,-0.4282895663715403,0
739,A12,A30,A49,A62,A73,A92,A101,A123,A143,A151,A172,1,0,0.7547634097761486,0.35754191550367603,0.9184771676276684,1.0469866784197936,-0.8395941248783899,1.0270789116578083,-0.4282895663715403,0
351,A12,A32,A42,A61,A73,A92,A101,A123,A143,A152,A173,1,1,-0.9875727016121244,-0.8195645214125105,-1.7645135849361149,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,0
951,A11,A33,A49,A61,A74,A93,A101,A123,A143,A152,A173,0,0,1.2525737273156552,-0.39919468275469744,-0.8701833340815202,-1.6724592395536968,-1.0154990326677027,1.0270789116578083,-0.4282895663715403,0
828,A11,A32,A41,A65,A75,A93,A101,A124,A143,A153,A173,1,0,1.2525737273156552,1.794809787137261,0.024146916773074168,1.0469866784197936,1.0074074069093943,-0.7049259983890862,-0.4282895663715403,0
15,A11,A32,A43,A62,A73,A92,A101,A123,A143,A152,A172,1,0,0.2569530922366421,-0.7050793124019931,0.9184771676276684,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0
831,A11,A32,A40,A61,A72,A92,A101,A123,A143,A151,A173,0,0,-0.2408572253028645,-0.7284725749242661,0.9184771676276684,0.1405047057619635,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,0
89,A11,A30,A45,A61,A74,A93,A101,A121,A143,A152,A173,1,0,-0.738667542842371,-0.7667524590516217,0.9184771676276684,0.1405047057619635,-0.6636892170890771,1.0270789116578083,-0.4282895663715403,0
174,A11,A33,A46,A61,A72,A93,A101,A122,A143,A152,A173,1,0,0.008047933466888799,0.05059395574173156,-0.8701833340815202,-1.6724592395536968,-0.8395941248783899,1.0270789116578083,-0.4282895663715403,0
274,A11,A32,A45,A61,A72,A91,A101,A124,A143,A152,A172,0,0,0.7547634097761486,3.0931358571234067,-1.7645135849361149,-1.6724592395536968,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,0
535,A13,A34,A46,A61,A72,A91,A101,A123,A143,A151,A173,1,0,0.008047933466888799,-0.33752153610506885,-0.8701833340815202,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,0
