,0,1,2,3,4,5,output
2063,d,2,b,7,c,6,0
1088,c,1,h,1,g,2,0
480,b,1,g,1,f,1,0
1376,c,2,g,2,h,2,0
99,a,1,f,4,f,5,0
1820,d,1,e,6,e,5,0
1025,c,1,f,8,f,7,0
485,b,1,g,2,f,1,0
2404,d,3,c,1,b,1,0
387,b,1,e,4,d,5,0
794,c,1,b,4,b,3,0
1247,c,2,d,7,d,6,0
1882,d,1,f,7,f,8,0
351,b,1,d,7,c,6,0
649,b,2,f,4,e,4,0
2672,d,4,e,2,d,1,0
2341,d,3,a,5,b,6,0
1378,c,2,g,3,f,2,0
2539,d,3,f,8,g,7,0
93,a,1,f,3,g,3,0
845,c,1,c,5,c,4,0
2631,d,3,h,7,h,8,0
1501,c,3,f,2,e,2,0
25,a,1,d,2,e,2,0
1350,c,2,f,6,g,6,0
1640,d,1,a,5,a,6,0
2354,d,3,a,8,b,8,0
2424,d,3,c,7,c,6,0
1569,c,3,g,5,g,4,0
530,b,1,g,7,h,6,0
1236,c,2,d,6,c,5,0
1739,d,1,c,6,d,7,0
407,b,1,e,6,f,6,0
1924,d,1,g,5,g,6,0
1911,d,1,g,3,h,4,0
278,b,1,c,4,c,5,0
2282,d,2,g,8,h,8,0
529,b,1,g,7,g,8,0
2736,d,4,g,4,g,3,0
1370,c,2,g,2,f,1,0
1505,c,3,f,2,g,1,0
96,a,1,f,4,e,4,0
1951,d,1,h,1,h,2,0
1099,c,1,h,3,h,2,0
781,c,1,a,8,a,7,0
2705,d,4,f,5,g,5,0
1005,c,1,f,5,g,5,0
2395,d,3,b,7,b,8,0
1307,c,2,f,1,e,1,0
2128,d,2,d,7,c,7,0
2365,d,3,b,3,a,2,0
2418,d,3,c,6,d,5,0
2024,d,2,b,2,a,1,0
290,b,1,c,6,b,5,0
1498,c,3,f,1,g,1,0
1265,c,2,e,3,d,4,0
1812,d,1,e,5,e,4,0
8,a,1,c,2,d,3,0
788,c,1,b,3,b,4,0
1317,c,2,f,2,g,1,0
1576,c,3,g,6,g,5,0
63,a,1,e,4,e,3,0
2748,d,4,g,5,h,6,0
2787,d,4,h,6,g,7,0
478,b,1,f,8,g,7,0
1407,c,2,g,6,h,5,0
30,a,1,d,3,d,4,0
1221,c,2,c,8,d,8,0
266,b,1,b,8,c,7,0
866,c,1,c,8,b,7,0
741,b,2,h,5,h,6,0
1468,c,3,d,1,e,2,0
2260,d,2,g,5,h,5,0
678,b,2,g,2,g,3,0
12556,d,3,d,2,h,8,1
19250,c,3,b,2,f,6,1
10404,a,1,g,5,h,1,1
21414,b,1,a,7,b,4,1
19967,d,2,a,1,e,6,1
17507,b,1,h,5,c,6,1
4143,d,2,b,5,g,1,1
10027,d,3,h,2,b,7,1
14046,c,1,f,1,b,8,1
18771,c,2,d,3,e,8,1
7700,d,3,d,2,h,3,1
15873,d,2,g,5,b,7,1
3507,d,1,e,4,a,2,1
11523,c,3,e,6,g,2,1
16516,d,3,g,3,b,6,1
27623,d,1,g,4,g,6,1
3609,d,2,d,8,b,2,1
23537,c,1,h,2,g,7,1
23872,c,2,d,7,d,5,1
16776,a,1,b,2,f,2,1
20693,d,2,g,8,c,8,1
9290,d,1,a,6,a,1,1
8160,d,4,e,1,g,2,1
18519,c,2,a,8,e,5,1
19035,c,2,g,5,d,8,1
10541,b,1,d,3,c,7,1
6429,d,4,e,8,h,2,1
9709,d,3,a,4,h,8,1
17462,b,1,g,6,e,7,1
14562,c,2,e,7,h,7,1
22334,b,2,c,7,f,3,1
8989,c,2,f,1,g,5,1
17321,b,1,e,7,h,4,1
8841,c,2,a,5,g,3,1
3759,d,3,d,4,c,1,1
20157,d,2,b,3,e,5,1
27762,a,1,d,2,f,2,1
23423,c,1,g,5,e,4,1
11105,c,2,b,3,b,7,1
17024,b,1,a,5,h,8,1
4672,c,2,g,7,h,1,1
23670,c,1,h,8,g,5,1
9389,d,1,g,5,a,3,1
16003,d,3,a,1,g,5,1
22053,b,1,h,1,e,8,1
19801,d,1,f,1,a,5,1
5007,d,3,g,5,h,3,1
11309,c,2,f,7,h,4,1
25932,a,1,h,1,g,6,1
22620,c,1,a,1,d,7,1
27455,d,1,c,7,f,6,1
14185,c,2,a,1,f,8,1
15366,d,1,e,8,a,3,1
23965,c,2,g,1,e,3,1
11843,d,1,f,5,h,7,1
27810,a,1,f,6,e,4,1
13261,a,1,g,7,d,1,1
18869,c,2,e,8,c,7,1
19845,d,1,g,3,a,5,1
18032,c,1,d,4,f,7,1
25012,d,1,g,7,b,5,1
23754,c,2,b,7,f,3,1
5689,c,3,g,7,h,5,1
15718,d,2,e,1,c,6,1
25525,a,1,a,4,f,4,1
4739,d,1,g,1,h,4,1
8788,c,1,f,5,a,4,1
8631,b,2,c,6,f,1,1
8147,d,4,d,8,c,1,1
6827,b,2,e,3,d,1,1
5436,c,2,b,2,g,1,1
25723,a,1,d,3,h,4,1
4261,d,3,a,7,h,1,1
3899,b,1,a,2,h,1,1
4940,d,3,e,6,e,1,1
27044,c,1,d,6,g,3,1
11440,c,3,c,1,h,5,1
27082,c,1,e,6,d,3,1
22932,c,1,b,6,g,4,1
17272,b,1,e,3,h,6,1
26219,b,1,c,7,f,5,1
20049,d,2,a,6,e,6,1
25397,d,2,f,1,d,5,1
24504,d,1,c,2,c,6,1
10910,c,1,d,8,a,2,1
19684,d,1,e,1,e,7,1
13753,b,2,f,8,h,7,1
27820,a,1,f,7,f,3,1
24354,d,1,b,1,h,6,1
14293,c,2,b,5,f,7,1
4282,d,3,b,5,h,1,1
27579,d,1,f,8,c,4,1
14536,c,2,e,6,g,3,1
11016,c,1,f,8,g,4,1
7305,c,3,e,7,f,1,1
19003,c,2,g,3,f,7,1
27095,c,1,f,1,d,3,1
13611,b,2,b,8,f,2,1
7437,d,2,a,4,a,8,1
15149,d,1,a,5,g,3,1
13112,d,4,g,8,g,5,1
15890,d,2,g,6,d,7,1
6576,d,4,h,4,d,1,1
14825,c,3,a,7,h,7,1
19237,c,3,a,7,e,4,1
12417,d,3,b,2,h,5,1
10129,d,4,c,1,g,3,1
3944,c,2,b,6,a,2,1
12551,d,3,d,2,g,8,1
21805,b,1,e,6,a,5,1
14524,c,2,e,6,b,6,1
22957,c,1,b,8,f,6,1
10617,b,1,f,8,a,5,1
16389,d,3,f,1,e,8,1
25364,d,2,c,8,e,8,1
26158,b,1,c,2,d,6,1
14083,c,1,f,7,g,5,1
14790,c,3,a,2,h,5,1
13739,b,2,f,6,h,7,1
8696,b,2,h,8,e,1,1
4798,d,2,e,5,a,3,1
20683,d,2,g,7,g,2,1
11035,c,1,g,4,d,3,1
18058,c,1,d,6,d,8,1
6255,d,4,a,5,c,2,1
15796,d,2,e,6,e,8,1
25924,a,1,h,1,e,5,1
11468,c,3,d,2,h,7,1
24990,d,1,g,5,f,7,1
8252,d,4,f,7,g,3,1
16965,a,1,h,8,e,2,1
19714,d,1,e,2,f,5,1
27920,a,1,h,6,f,6,1
15453,d,1,h,2,a,4,1
13057,d,4,e,1,g,6,1
20785,d,2,h,4,b,6,1
27275,c,1,g,8,d,5,1
6774,b,2,a,6,g,1,1
23451,c,1,g,7,g,2,1
15520,d,2,a,3,f,8,1
15753,d,2,e,3,b,4,1
22831,c,1,b,1,d,8,1
11494,c,3,e,1,h,8,1
3346,d,2,g,8,a,1,1
5060,d,4,b,3,h,2,1
25345,d,2,c,7,d,5,1
22338,b,2,c,7,h,5,1
13729,b,2,f,5,h,7,1
12859,d,3,h,5,f,7,1
9324,d,1,c,3,b,5,1
18095,c,1,e,1,g,4,1
8538,b,1,g,6,d,1,1
4066,d,1,d,8,h,1,1
15104,c,3,h,7,e,3,1
17093,b,1,c,3,h,8,1
3449,c,2,d,2,h,1,1
23695,c,2,a,7,d,5,1
10684,b,2,b,5,h,3,1
6706,b,1,d,7,h,1,1
22231,b,2,a,7,e,4,1
9278,c,3,h,8,e,2,1
22731,c,1,a,5,b,7,1
17699,b,2,d,7,h,4,1
26677,b,1,h,8,c,6,1
21835,b,1,e,7,g,5,1
20835,d,2,h,7,e,6,1
10080,d,4,a,6,e,2,1
11991,d,2,c,1,h,5,1
19712,d,1,e,2,f,3,1
19633,d,1,d,5,b,7,1
14628,c,2,f,6,f,8,1
7961,d,4,a,8,h,6,1
21743,b,1,e,1,d,4,1
9949,d,3,f,3,h,6,1
25501,a,1,a,2,d,3,1
18617,c,2,b,5,d,5,1
16423,d,3,f,3,d,8,1
20610,d,2,g,2,g,7,1
22884,c,1,b,3,f,8,1
12214,d,2,f,4,a,5,1
17112,b,1,d,1,f,1,1
15535,d,2,a,5,d,8,1
13031,d,4,d,2,g,5,1
8329,a,1,b,3,e,1,1
4151,d,2,b,7,g,1,1
13983,c,1,d,8,g,2,1
9240,c,3,f,4,g,7,1
25765,a,1,d,8,f,4,1
11994,d,2,c,1,h,8,1
3209,d,3,b,6,a,1,1
21655,b,1,c,8,g,3,1
23337,c,1,g,1,c,7,1
20119,d,2,b,2,b,6,1
4949,d,3,e,8,a,3,1
14508,c,2,e,4,c,6,1
27370,d,1,b,7,d,3,1
14229,c,2,a,5,e,5,1
24086,c,2,h,8,d,4,1
21828,b,1,e,7,b,5,1
9897,d,3,e,7,h,4,1
24619,d,1,d,3,e,6,1
15041,c,3,f,7,e,2,1
14717,c,2,h,2,h,8,1
16616,d,3,h,2,g,4,1
22530,b,2,g,6,e,2,1
19986,d,2,a,2,d,7,1
14983,c,3,d,7,g,6,1
6153,d,3,e,6,f,2,1
3534,d,1,f,8,a,1,1
15696,d,2,d,6,f,8,1
19214,c,2,h,8,g,6,1
7855,d,3,g,4,b,8,1
10509,b,1,c,6,b,4,1
25448,d,2,f,8,d,6,1
13757,b,2,g,5,d,2,1
11678,d,1,c,2,a,3,1
15572,d,2,a,8,h,8,1
22281,b,2,b,6,g,6,1
13543,b,1,h,5,h,1,1
17388,b,1,f,5,h,8,1
26183,b,1,c,3,g,3,1
23535,c,1,h,2,g,5,1
17465,b,1,g,6,g,8,1
4501,b,1,a,2,e,1,1
17665,b,2,c,7,h,4,1
5182,a,1,f,2,d,1,1
11002,c,1,f,7,a,2,1
25066,d,1,h,1,f,7,1
16679,d,3,h,7,g,4,1
8159,d,4,e,1,c,2,1
6007,d,3,b,6,g,2,1
4874,d,3,b,4,g,3,1
26815,b,2,h,3,h,5,1
17353,b,1,f,2,b,5,1
5283,c,1,a,7,h,1,1
13316,b,1,c,4,e,1,1
8172,d,4,e,3,e,1,1
15471,d,1,h,5,a,8,1
8848,c,2,a,7,a,3,1
9357,d,1,e,4,f,2,1
14482,c,2,e,3,d,6,1
13678,b,2,e,7,g,1,1
14400,c,2,d,5,h,6,1
5234,b,1,f,2,d,1,1
20388,d,2,d,7,g,3,1
15057,c,3,g,5,f,3,1
4062,d,1,d,7,g,1,1
20289,d,2,c,3,c,6,1
27467,d,1,c,8,e,5,1
26169,b,1,c,3,c,7,1
24681,d,1,d,8,g,6,1
15889,d,2,g,6,c,8,1
21127,a,1,e,2,h,5,1
14889,c,3,b,8,f,3,1
2907,c,1,c,8,a,1,1
4804,d,2,f,5,g,1,1
10122,d,4,b,8,f,3,1
13617,b,2,c,1,h,6,1
26256,b,1,d,1,e,5,1
4687,c,3,d,3,g,2,1
14489,c,2,e,3,f,7,1
14634,c,2,f,6,h,6,1
25623,a,1,b,6,g,6,1
20229,d,2,b,8,e,7,1
14757,c,2,h,6,h,8,1
25020,d,1,g,8,b,5,1
2879,c,3,a,5,b,1,1
18039,c,1,d,4,h,5,1
17207,b,1,e,1,d,8,1
15219,d,1,c,5,h,8,1
24597,d,1,c,8,g,7,1
4885,d,3,c,4,g,2,1
18920,c,2,f,4,c,4,1
