,0,1,2,3,4,5,output
685,b,2,g,3,g,2,0
785,c,1,b,3,a,2,0
1110,c,1,h,5,h,6,0
188,a,1,h,5,h,6,0
170,a,1,h,2,g,2,0
321,b,1,d,3,c,4,0
43,a,1,e,1,f,1,0
87,a,1,f,3,e,2,0
1760,d,1,d,4,c,5,0
2103,d,2,c,8,c,7,0
282,b,1,c,5,b,4,0
2315,d,2,h,7,h,8,0
1133,c,2,a,4,b,5,0
1674,d,1,b,4,a,4,0
2371,d,3,b,4,a,4,0
2283,d,2,h,1,g,1,0
1073,c,1,g,6,h,7,0
2287,d,2,h,2,g,2,0
149,a,1,g,5,g,6,0
2170,d,2,e,8,d,7,0
644,b,2,f,3,f,4,0
1011,c,1,f,6,f,7,0
1271,c,2,e,4,d,4,0
1911,d,1,g,3,h,4,0
2192,d,2,f,4,f,5,0
134,a,1,g,3,h,2,0
2583,d,3,g,6,h,5,0
2548,d,3,g,2,f,3,0
2359,d,3,b,2,a,1,0
436,b,1,f,3,e,3,0
2626,d,3,h,6,h,7,0
1662,d,1,b,2,a,3,0
969,c,1,f,1,e,1,0
2186,d,2,f,3,g,2,0
727,b,2,h,3,g,2,0
2131,d,2,d,7,d,8,0
221,b,1,a,7,b,7,0
1672,d,1,b,3,c,4,0
2487,d,3,e,8,d,7,0
794,c,1,b,4,b,3,0
173,a,1,h,2,h,3,0
2303,d,2,h,5,g,6,0
2004,d,2,a,5,a,6,0
744,b,2,h,6,g,7,0
2057,d,2,b,6,c,7,0
700,b,2,g,5,f,6,0
535,b,1,g,8,g,7,0
2016,d,2,a,7,b,7,0
152,a,1,g,5,h,6,0
2282,d,2,g,8,h,8,0
1613,c,3,h,6,h,5,0
270,b,1,c,3,c,4,0
2618,d,3,h,5,g,5,0
2397,d,3,b,7,c,7,0
679,b,2,g,2,h,1,0
1962,d,1,h,4,g,3,0
2757,d,4,g,7,g,6,0
1997,d,2,a,3,b,4,0
2587,d,3,g,7,f,7,0
2420,d,3,c,6,d,7,0
257,b,1,b,7,a,8,0
1951,d,1,h,1,h,2,0
2337,d,3,a,5,a,4,0
2578,d,3,g,6,f,5,0
2495,d,3,f,1,g,2,0
254,b,1,b,6,c,7,0
1857,d,1,f,4,f,3,0
859,c,1,c,7,b,7,0
1071,c,1,g,6,h,5,0
168,a,1,h,1,h,2,0
415,b,1,e,7,f,7,0
1883,d,1,f,7,g,6,0
755,c,1,a,2,a,3,0
291,b,1,c,6,b,6,0
2310,d,2,h,6,h,7,0
2243,d,2,g,3,h,2,0
1380,c,2,g,3,f,4,0
135,a,1,g,3,h,3,0
889,c,1,d,5,d,4,0
2083,d,2,c,5,d,5,0
2609,d,3,h,3,g,4,0
1080,c,1,g,7,h,7,0
2523,d,3,f,6,f,5,0
2404,d,3,c,1,b,1,0
662,b,2,f,5,g,6,0
463,b,1,f,6,f,7,0
2161,d,2,e,6,f,7,0
2480,d,3,e,7,d,7,0
2533,d,3,f,7,g,6,0
2447,d,3,d,6,e,6,0
1651,d,1,a,7,b,6,0
1620,c,3,h,8,h,7,0
210,b,1,a,5,b,4,0
1942,d,1,g,7,h,7,0
2472,d,3,e,6,d,6,0
365,b,1,e,1,d,2,0
402,b,1,e,6,d,6,0
1411,c,2,g,7,f,7,0
1567,c,3,g,5,f,5,0
2245,d,2,g,3,h,4,0
2648,d,4,c,1,b,2,0
976,c,1,f,2,e,2,0
1229,c,2,d,5,c,5,0
2039,d,2,b,4,b,5,0
2292,d,2,h,3,g,3,0
387,b,1,e,4,d,5,0
393,b,1,e,5,d,4,0
332,b,1,d,4,e,3,0
1068,c,1,g,6,f,7,0
565,b,1,h,6,h,7,0
1374,c,2,g,2,g,3,0
838,c,1,c,4,c,5,0
443,b,1,f,4,e,3,0
2304,d,2,h,5,h,4,0
2782,d,4,h,5,g,6,0
457,b,1,f,5,g,5,0
199,a,1,h,8,h,7,0
1114,c,1,h,6,h,5,0
617,b,2,e,4,e,5,0
289,b,1,c,5,d,6,0
246,b,1,b,5,c,6,0
2228,d,2,g,1,h,1,0
941,c,1,e,5,d,5,0
1339,c,2,f,5,f,4,0
1241,c,2,d,6,e,5,0
1608,c,3,h,5,h,4,0
1228,c,2,d,5,c,4,0
705,b,2,g,5,h,6,0
495,b,1,g,3,f,4,0
1190,c,2,c,4,c,5,0
2084,d,2,c,5,d,6,0
2209,d,2,f,6,g,5,0
521,b,1,g,6,g,7,0
1791,d,1,d,8,c,8,0
507,b,1,g,4,h,4,0
2413,d,3,c,6,b,5,0
1557,c,3,g,3,h,4,0
1211,c,2,c,7,b,8,0
104,a,1,f,5,e,5,0
1952,d,1,h,2,g,1,0
2559,d,3,g,3,h,2,0
420,b,1,e,8,f,7,0
764,c,1,a,4,b,4,0
677,b,2,g,2,g,1,0
2333,d,3,a,4,a,5,0
485,b,1,g,2,f,1,0
2040,d,2,b,4,c,4,0
226,b,1,b,3,a,3,0
231,b,1,b,4,a,3,0
2289,d,2,h,2,h,1,0
1789,d,1,d,7,e,8,0
111,a,1,f,6,f,5,0
51,a,1,e,2,f,2,0
2059,d,2,b,7,a,7,0
1357,c,2,f,7,g,6,0
916,c,1,e,1,f,1,0
533,b,1,g,8,f,7,0
464,b,1,f,6,g,5,0
1718,d,1,c,4,b,5,0
1657,d,1,b,1,a,1,0
460,b,1,f,6,e,6,0
986,c,1,f,3,f,2,0
961,c,1,e,7,f,6,0
2650,d,4,c,1,d,1,0
1990,d,2,a,2,b,1,0
1509,c,3,f,3,e,3,0
2402,d,3,b,8,c,7,0
1808,d,1,e,4,f,5,0
2484,d,3,e,7,f,6,0
650,b,2,f,4,e,5,0
2645,d,4,b,2,c,2,0
212,b,1,a,5,b,6,0
1929,d,1,g,6,f,6,0
845,c,1,c,5,c,4,0
2124,d,2,d,6,e,5,0
422,b,1,f,1,e,1,0
2252,d,2,g,4,h,4,0
313,b,1,d,1,e,2,0
2119,d,2,d,6,c,5,0
1322,c,2,f,3,e,4,0
651,b,2,f,4,f,3,0
1340,c,2,f,5,f,6,0
1017,c,1,f,7,e,8,0
2375,d,3,b,4,c,5,0
218,b,1,a,7,a,6,0
1684,d,1,b,5,b,4,0
1762,d,1,d,4,d,5,0
1397,c,2,g,5,g,4,0
2792,d,4,h,7,h,6,0
2318,d,2,h,8,h,7,0
2722,d,4,g,2,h,1,0
1468,c,3,d,1,e,2,0
1398,c,2,g,5,g,6,0
2254,d,2,g,5,f,4,0
2639,d,4,b,1,b,2,0
2465,d,3,e,5,d,5,0
554,b,1,h,4,h,3,0
2194,d,2,f,4,g,4,0
1882,d,1,f,7,f,8,0
1251,c,2,d,7,e,8,0
1195,c,2,c,5,b,6,0
2226,d,2,g,1,f,2,0
942,c,1,e,5,d,6,0
1621,d,1,a,1,a,2,0
1491,c,3,e,5,f,4,0
759,c,1,a,3,b,3,0
741,b,2,h,5,h,6,0
486,b,1,g,2,f,2,0
2687,d,4,f,2,f,3,0
2530,d,3,f,7,e,8,0
2712,d,4,g,1,f,1,0
358,b,1,d,7,e,8,0
567,b,1,h,7,g,7,0
272,b,1,c,3,d,3,0
1265,c,2,e,3,d,4,0
102,a,1,f,4,g,5,0
1027,c,1,f,8,g,8,0
259,b,1,b,7,b,8,0
96,a,1,f,4,e,4,0
251,b,1,b,6,b,7,0
605,b,2,e,2,f,3,0
2229,d,2,g,1,h,2,0
2736,d,4,g,4,g,3,0
1507,c,3,f,2,g,3,0
2657,d,4,d,1,c,1,0
2244,d,2,g,3,h,3,0
746,b,2,h,6,h,7,0
1302,c,2,e,8,d,7,0
811,c,1,b,6,b,7,0
2534,d,3,f,7,g,7,0
2672,d,4,e,2,d,1,0
2163,d,2,e,7,d,7,0
1361,c,2,f,8,e,8,0
456,b,1,f,5,g,4,0
462,b,1,f,6,f,5,0
2073,d,2,c,4,b,5,0
544,b,1,h,2,h,1,0
381,b,1,e,3,e,4,0
1606,c,3,h,5,g,5,0
1005,c,1,f,5,g,5,0
1001,c,1,f,5,e,6,0
2024,d,2,b,2,a,1,0
2599,d,3,h,1,g,1,0
2780,d,4,h,5,g,4,0
2647,d,4,c,1,b,1,0
693,b,2,g,4,g,3,0
2145,d,2,e,4,f,5,0
2196,d,2,f,5,e,4,0
2129,d,2,d,7,c,8,0
1263,c,2,e,2,f,2,0
1536,c,3,f,7,g,6,0
564,b,1,h,6,h,5,0
1963,d,1,h,4,g,4,0
1186,c,2,b,8,c,7,0
2698,d,4,f,4,f,5,0
1187,c,2,b,8,c,8,0
1244,c,2,d,7,c,6,0
1834,d,1,e,8,d,8,0
1510,c,3,f,3,e,4,0
435,b,1,f,3,e,2,0
2219,d,2,f,7,g,8,0
237,b,1,b,4,c,4,0
761,c,1,a,4,a,3,0
109,a,1,f,5,g,6,0
1801,d,1,e,4,d,3,0
163,a,1,g,7,h,7,0
2560,d,3,g,3,h,3,0
252,b,1,b,6,c,5,0
1723,d,1,c,4,d,5,0
1362,c,2,f,8,f,7,0
1575,c,3,g,6,f,6,0
1913,d,1,g,4,f,4,0
2079,d,2,c,5,b,6,0
2171,d,2,e,8,d,8,0
1377,c,2,g,2,h,3,0
1295,c,2,e,7,d,7,0
998,c,1,f,4,g,5,0
1628,d,1,a,2,b,3,0
958,c,1,e,7,d,8,0
2236,d,2,g,2,h,2,0
461,b,1,f,6,e,7,0
1582,c,3,g,7,g,6,0
157,a,1,g,6,h,5,0
21930,b,1,f,8,c,8,1
14122,c,1,h,1,a,8,1
3332,d,2,g,2,a,1,1
18714,c,2,c,5,e,6,1
8366,a,1,g,1,h,7,1
13108,d,4,g,7,g,4,1
21889,b,1,f,4,a,5,1
9478,d,2,c,6,a,4,1
24375,d,1,b,2,g,6,1
15092,c,3,h,4,h,6,1
5860,d,2,c,4,b,8,1
3193,d,2,b,6,b,1,1
18312,c,1,h,3,b,6,1
17149,b,1,d,5,b,6,1
4604,c,2,b,1,a,8,1
23117,c,1,d,7,h,6,1
21308,b,1,a,1,f,7,1
6767,b,2,a,3,e,2,1
22988,c,1,c,3,e,3,1
26307,b,1,d,7,d,3,1
14590,c,2,f,1,a,3,1
15935,d,2,h,5,a,7,1
24216,d,1,a,4,d,6,1
3070,c,3,g,3,b,1,1
5357,c,1,e,4,h,3,1
6114,d,3,d,5,h,4,1
22914,c,1,b,5,b,8,1
18099,c,1,e,2,b,6,1
20073,d,2,a,7,g,7,1
11137,c,2,d,1,a,5,1
25162,d,1,h,5,g,7,1
21805,b,1,e,6,a,5,1
12622,d,3,e,1,g,7,1
27762,a,1,d,2,f,2,1
12281,d,2,h,3,h,7,1
14524,c,2,e,6,b,6,1
18004,c,1,d,1,c,4,1
12255,d,2,h,1,a,4,1
2992,c,2,g,8,a,2,1
11994,d,2,c,1,h,8,1
14832,c,3,a,8,h,5,1
12605,d,3,e,1,b,6,1
15806,d,2,e,7,f,3,1
12962,d,4,b,4,g,5,1
6198,d,3,g,6,a,4,1
5854,d,2,c,4,a,5,1
23718,c,2,b,3,c,4,1
26204,b,1,c,6,g,5,1
26963,c,1,c,7,c,4,1
11789,d,1,e,6,g,1,1
5864,d,2,c,5,b,8,1
23635,c,1,h,7,d,7,1
3904,b,1,c,2,f,1,1
4539,c,1,a,3,h,1,1
13510,b,1,g,6,a,7,1
26711,b,2,c,3,e,4,1
9395,d,1,h,4,a,8,1
27850,a,1,g,3,g,5,1
18171,c,1,e,6,f,2,1
14733,c,2,h,5,b,7,1
19607,d,1,d,3,h,3,1
23327,c,1,f,7,a,7,1
19933,d,1,h,5,f,8,1
20938,d,3,g,7,e,7,1
17628,b,2,b,8,g,3,1
3789,d,3,e,6,b,1,1
27011,c,1,d,1,f,3,1
5383,c,1,g,7,h,1,1
23591,c,1,h,4,f,7,1
24594,d,1,c,8,g,4,1
20554,d,2,f,8,b,7,1
12790,d,3,g,7,b,6,1
6902,c,1,b,1,f,1,1
7140,c,2,e,7,h,8,1
26536,b,1,g,6,e,3,1
18107,c,1,e,2,f,4,1
14111,c,1,g,7,a,4,1
4630,c,2,c,1,a,2,1
5909,d,2,g,5,f,1,1
20716,d,2,h,1,c,6,1
15453,d,1,h,2,a,4,1
3436,c,1,d,4,a,3,1
24810,d,1,f,3,c,3,1
10296,d,4,h,8,f,3,1
27236,c,1,g,6,b,5,1
7911,d,4,a,2,h,4,1
8279,d,4,h,1,h,8,1
6738,b,1,g,4,h,8,1
18239,c,1,f,7,e,1,1
19853,d,1,g,5,b,5,1
18734,c,2,c,8,g,6,1
18865,c,2,e,7,e,5,1
18944,c,2,f,5,f,8,1
13185,a,1,b,4,f,3,1
14600,c,2,f,2,b,5,1
15815,d,2,e,8,a,8,1
17272,b,1,e,3,h,6,1
20614,d,2,g,3,c,7,1
16942,a,1,g,4,f,2,1
20111,d,2,b,1,f,7,1
27479,d,1,d,4,f,6,1
15309,d,1,e,1,f,8,1
7830,d,3,f,6,a,8,1
24695,d,1,e,1,d,6,1
14649,c,2,g,1,a,4,1
24202,d,1,a,3,f,7,1
21619,b,1,c,4,h,5,1
18032,c,1,d,4,f,7,1
10760,b,2,f,1,g,7,1
8733,c,1,c,3,a,3,1
27160,c,1,f,7,c,5,1
6866,b,2,g,8,h,3,1
25039,d,1,g,8,g,5,1
17760,b,2,e,7,h,3,1
12480,d,3,c,1,h,4,1
4962,d,3,f,5,a,4,1
16496,d,3,g,2,d,5,1
11981,d,2,b,5,f,4,1
12305,d,2,h,7,g,2,1
27467,d,1,c,8,e,5,1
18636,c,2,b,7,g,7,1
5301,c,1,b,4,h,1,1
26216,b,1,c,7,e,4,1
24133,d,1,a,1,e,5,1
3852,d,3,h,4,a,1,1
22360,b,2,d,1,g,4,1
18309,c,1,h,3,a,3,1
15360,d,1,e,7,f,3,1
15247,d,1,d,3,a,4,1
5062,d,4,b,5,c,2,1
11733,d,1,d,2,c,8,1
7201,c,2,h,4,f,3,1
15440,d,1,g,8,a,4,1
6158,d,3,e,7,b,8,1
22805,c,1,a,8,d,7,1
3422,d,4,f,2,b,1,1
15315,d,1,e,2,a,3,1
6853,b,2,g,3,h,7,1
10742,b,2,e,4,e,2,1
21483,b,1,b,3,d,8,1
15660,d,2,d,1,e,7,1
19364,c,3,f,3,f,6,1
10928,c,1,e,4,h,5,1
13164,a,1,a,5,c,1,1
18542,c,2,b,1,e,8,1
4941,d,3,e,6,f,1,1
6760,b,2,a,1,g,1,1
17366,b,1,f,3,g,6,1
18579,c,2,b,3,e,7,1
15080,c,3,h,2,g,5,1
15661,d,2,d,1,e,8,1
18140,c,1,e,3,h,4,1
9774,d,3,d,2,a,5,1
8660,b,2,g,1,h,4,1
7324,c,3,f,7,f,1,1
23427,c,1,g,5,e,8,1
19543,d,1,b,5,g,7,1
25088,d,1,h,2,e,7,1
10378,a,1,f,3,c,1,1
16634,d,3,h,3,f,6,1
11007,c,1,f,7,g,3,1
4684,c,3,d,3,f,1,1
12397,d,3,a,8,f,8,1
20810,d,2,h,6,c,4,1
4543,c,1,b,1,a,4,1
5873,d,2,c,7,f,2,1
22930,c,1,b,6,b,3,1
13223,a,1,e,5,h,1,1
11147,c,2,d,2,a,5,1
4143,d,2,b,5,g,1,1
15968,d,2,h,6,h,8,1
7251,c,3,b,5,g,1,1
20291,d,2,c,3,c,8,1
20667,d,2,g,6,b,4,1
4042,d,1,c,7,g,1,1
17566,b,2,a,4,h,6,1
11075,c,2,a,3,b,7,1
6574,d,4,h,4,b,2,1
13232,a,1,f,1,h,6,1
18366,c,1,h,7,b,3,1
27947,b,1,b,6,d,5,1
24869,d,1,f,6,a,5,1
17069,b,1,b,6,d,7,1
17303,b,1,e,6,a,8,1
23526,c,1,h,2,e,8,1
15716,d,2,e,1,b,6,1
7316,c,3,f,4,h,3,1
8550,b,1,h,1,e,1,1
25100,d,1,h,2,g,7,1
20786,d,2,h,4,c,4,1
10335,a,1,b,6,g,1,1
9575,d,2,f,1,g,3,1
5230,b,1,d,3,g,2,1
18554,c,2,b,2,c,6,1
19785,d,1,e,7,g,2,1
5968,d,3,a,7,e,1,1
10553,b,1,d,6,h,2,1
23335,c,1,g,1,b,5,1
18841,c,2,e,5,c,5,1
15640,d,2,c,6,g,7,1
27845,a,1,g,3,e,3,1
24857,d,1,f,5,d,4,1
13615,b,2,c,1,h,4,1
20832,d,2,h,7,d,7,1
22531,b,2,g,6,f,2,1
3108,d,3,a,6,d,1,1
5980,d,3,a,8,g,2,1
7778,d,3,e,5,h,6,1
21144,a,1,e,5,h,3,1
20227,d,2,b,8,e,5,1
5095,d,4,e,1,a,1,1
3119,d,3,c,6,d,1,1
17344,b,1,e,8,h,8,1
21440,b,1,a,8,c,7,1
19484,d,1,a,5,d,6,1
4719,d,1,b,3,a,8,1
15144,d,1,a,5,a,2,1
22444,b,2,e,6,e,2,1
17498,b,1,h,3,b,7,1
17212,b,1,e,1,f,5,1
12080,d,2,d,7,b,7,1
9511,d,2,d,3,b,6,1
10295,d,4,h,8,f,2,1
27116,c,1,f,2,e,5,1
6229,d,3,h,7,d,8,1
17381,b,1,f,5,e,1,1
17451,b,1,g,5,a,6,1
13240,a,1,f,4,h,2,1
5777,d,1,g,5,h,7,1
23009,c,1,c,4,d,8,1
4685,c,3,d,3,f,2,1
18088,c,1,e,1,f,3,1
8245,d,4,f,5,h,4,1
11106,c,2,b,3,b,8,1
8298,d,4,h,4,h,8,1
8868,c,2,b,5,g,2,1
18535,c,2,b,1,c,8,1
20908,d,3,c,8,e,8,1
5023,d,3,h,1,a,3,1
5479,c,2,c,4,a,6,1
23097,c,1,d,5,f,2,1
24163,d,1,a,2,e,3,1
5680,c,3,g,4,h,1,1
4611,c,2,b,3,a,8,1
16622,d,3,h,3,c,5,1
5522,c,2,d,4,h,3,1
4880,d,3,c,4,e,1,1
11212,c,2,e,4,a,4,1
27641,d,1,g,7,c,7,1
26952,c,1,c,6,f,3,1
13575,b,2,a,5,e,2,1
3899,b,1,a,2,h,1,1
20526,d,2,f,4,d,7,1
17354,b,1,f,2,b,6,1
16560,d,3,g,7,c,6,1
13936,c,1,d,5,f,1,1
11353,c,2,g,7,f,1,1
15162,d,1,a,6,h,7,1
10409,a,1,g,6,c,1,1
15366,d,1,e,8,a,3,1
13677,b,2,e,7,f,1,1
20973,a,1,a,6,h,3,1
12831,d,3,h,3,h,6,1
20324,d,2,c,4,f,5,1
26953,c,1,c,6,f,4,1
21319,b,1,a,2,b,4,1
24112,c,3,g,7,g,5,1
10733,b,2,d,7,h,2,1
22853,c,1,b,2,c,7,1
14882,c,3,b,7,g,5,1
3529,d,1,f,5,b,1,1
18782,c,2,d,3,h,6,1
25987,b,1,a,3,d,3,1
