,0000,0001_0,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0002_0,0002_1,0002_2,0002_3,0003_-1,0003_-2,0003_0,0003_1,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0004_-1,0004_-2,0004_0,0004_1,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8,0005_-1,0005_-2,0005_0,0005_1,0005_2,0005_3,0005_4,0005_5,0005_6,0005_7,0005_8,0006_-1,0006_-2,0006_0,0006_1,0006_2,0006_3,0006_4,0006_5,0006_6,0006_7,0006_8,0007_-1,0007_-2,0007_0,0007_2,0007_3,0007_4,0007_5,0007_6,0007_7,0007_8,0008_-1,0008_-2,0008_0,0008_2,0008_3,0008_4,0008_5,0008_6,0008_7,0008_8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,output
23907,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.1367201460025875,-1.4629925267541313,-0.4344739623981155,-0.4066745104986641,-0.3667599622265996,-0.3269293603898422,-0.2962424955466332,-0.2885619066532133,-0.2615818013626283,-0.18429140032755964,-0.22143210152052967,-0.25699622852110315,-0.2628861248851245,-0.2496743123922673,1
288,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5201284294325655,-1.137533509271473,0.2671659817954674,0.31611786490519245,0.3332723080123355,0.41337344337042736,0.4836918566830877,0.2097831424668236,-0.1323178126802744,-0.16619282406298755,-0.18320794693818784,-0.17228994830299638,-0.1858475028104429,-0.205685307236102,0
5807,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5972023940038184,1.9000839872333413,0.19031355860391636,0.1874587707315806,0.1925044791062982,0.2312861563730983,0.2563419058949905,0.2460532855391088,-0.20579482072624575,-0.161505423016048,-0.17752828058122766,-0.17950306786942144,-0.19134558628900986,-0.18644714897087364,1
29894,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3276851808512146,1.0321932739462516,-0.6713054534808968,-0.6300189421884898,-0.6195421831570271,-0.667134445179286,-0.6523670639530209,-0.5987052133870593,-0.07816097108846147,-0.08125538101798133,-0.2770360351551697,-0.2665711659986585,-0.1035726107561738,-0.0733245282943411,1
15867,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4430544648613128,-0.5951018134670415,0.991145957116476,1.0608006922826745,1.1418725954438085,1.3566707734153238,1.4277649123504024,1.218361787602813,-0.10043953803091296,-0.039980210687985976,0.15757203447942175,-0.3080625617347319,0.013130756413883395,-0.012122434164024136,0
27136,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0596461814313347,-0.2696427959843829,-0.4249539856076442,-0.4000286929225891,-0.3882457300067672,-0.3193747742979264,-0.2341990854487673,-0.2231413152598693,-0.2574158904709504,-0.2569895184166682,-0.1264112833685862,0.011102020850448008,-0.3141361173103375,-0.2483805181229683,0
23985,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9054982522888292,0.16430256065916196,-0.4779589348418947,-0.4515794427885913,-0.4174461862180687,-0.3759719923239871,-0.3430875729482032,-0.31920681920271354,-0.2646005773710905,-0.2003066872379364,-0.2219432714926561,-0.26369868475539193,-0.26694423411930485,-0.23611759852700406,1
391,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8672029328499838,0.3812752389809344,-0.7134595304532548,-0.18632280427121464,-0.14010674211339605,-0.09496004300371093,-0.12715282009433695,-0.09329084471450756,1.989821345748524,-0.1701857953251953,-0.2326210442437412,-0.24920861270602476,-0.24796275544330004,-0.012122434164024136,1
19767,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5972023940038184,1.140679613107138,-0.6146337514172208,-0.5929400572344479,-0.5603770118804986,-0.5324576264542681,-0.5091178437668294,-0.4938744248684128,-0.274321036118339,-0.20087091143803096,-0.2314851109723492,-0.27614610347621393,-0.28795476741239984,-0.2708812880238201,1
15030,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.13475860657630187,1.140679613107138,1.319225271387812,1.4245081632642311,1.4887307552989426,0.3323559480801696,-0.0026547895983807172,0.039934764144525146,-0.015913809793969728,-0.038851762287796826,-0.19899741941053706,-0.21231318695917795,-0.11777599307580496,5.785088426940943,0
27039,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3296467202775002,1.4661386305897963,-0.6727042517824924,-0.6817804473687438,-0.6727230634075357,-0.6678183994756733,-0.6555416074707537,-0.6477370734662596,-0.302395652997038,-0.2413214463986573,-0.2797054783429409,-0.2788909188864465,-0.2946964650111188,-0.2727938534653925,1
11028,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3276851808512146,-1.2460198484323588,-0.13904232887470114,-0.11452549388275154,-0.07169836469788275,-0.006543405779807223,0.056674632518003774,0.10967083089415494,-0.22197546013160346,-0.1701857953251953,-0.19456727965210813,-0.1959081274142997,-0.1483427190816472,-0.17919065067784892,1
29028,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.057684642005049115,-0.4866154743061553,1.5665137983174733,1.5396508166171576,1.3520726202300517,1.4425692152752556,1.6891466275850753,1.5295293900437934,-0.22119057836940328,-0.039980210687985976,-0.03553662165722366,0.6270896652398452,-0.3141361173103375,-0.00649724168881118,0
9562,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6742763585750711,0.3812752389809344,0.36698314215204986,0.424670902099178,0.4812645460847244,0.5419568510912662,0.583106058865352,0.5877314666663582,-0.16081505820015812,-0.12674053191791312,-0.296801274077391,-0.13552218838918365,-0.11123065560132056,0.17362142136750766,0
26624,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0596461814313347,-1.137533509271473,-0.5917097559502941,-0.5664410890558488,-0.5328348531824315,-0.4924773889472568,-0.4561375086859106,-0.422408809629688,-0.25137833845402585,-0.1918867260980635,-0.18320794693818784,-0.21231318695917795,-0.21595605519307126,-0.2090041707964776,1
6015,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8284242877175766,1.4661386305897963,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
23263,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.28890653571880737,0.16430256065916196,0.4266561493094409,0.5103921135825465,0.5850739704131982,0.6554310866282734,0.7556334524275248,0.8265267002918062,-0.040064017861667786,-0.07470169992457512,-0.296801274077391,-0.11656381218362395,-0.11123065560132056,-0.1190010911930703,0
15033,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09646328713745636,0.05581622149827576,0.8544439794090801,0.9355417838456588,1.0153517051732113,1.1772882147718906,1.3194356708592716,1.4202320005727262,-0.040064017861667786,-0.039980210687985976,-0.012817956229383023,0.011102020850448008,0.013130756413883395,-0.2933820579246719,0
23885,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7920905077050169,0.05581622149827576,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
12946,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2118325711475546,-0.16115645682349666,0.9970399227756264,1.1500625930454738,1.2264457686187633,1.3375045087006483,1.4942164968666742,1.605260105440092,0.2557760309676335,-0.053000769151706914,-0.2513639432217097,-0.05196490066838354,0.3273069551891355,-0.2933258059999198,0
27833,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.28890653571880737,-1.0290471701105863,0.6527725737906788,0.6692454191113065,0.7544077764819952,0.7964655714265291,0.8420205122986785,0.8763981470161983,-0.34194161870789364,-0.039980210687985976,-0.10607807781066884,-0.08464735392510597,0.07858413115872757,-0.09650032129221847,1
7628,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2118325711475546,-0.9205608309497002,1.155497967270947,1.2349969846889688,1.3252803004075342,1.4731761700385937,1.6209186145718335,1.6795467318066617,-0.031007689836281018,0.07937490856278924,-0.012817956229383023,0.035294696210404645,0.02622143136285223,-0.02056022287684357,0
21847,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9054982522888292,-1.0290471701105863,-0.3442446816621789,-0.3097692170056641,-0.24972741772737836,-0.19205046425907352,-0.16776394934450425,-0.1133233820687836,-0.22119057836940328,-0.12678393377945885,-0.18320794693818784,-0.3080625617347319,-0.15050268044822707,-0.2933820579246719,0
23723,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9054982522888292,1.9000839872333413,-0.03631892738664812,1.2994235986447165e-05,0.021743095178282115,-0.5367789740541705,-0.5186908195560548,-0.4972159797162761,-0.2044665592825224,-0.1575992554769317,-0.2116062787229886,-0.24422964521769594,-0.2486827425654933,-0.1808782084204128,1
6654,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17353725170870912,-1.0290471701105863,2.078827071418387,0.8043676762553084,0.9044620714621452,1.0605030186637352,1.2265021430085443,1.3377845920148927,0.041744811967659404,0.025122581630618684,-0.012817956229383023,0.018570472082941214,0.05528272974956305,-0.02522913263127032,0
17201,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7150165431337643,-0.9205608309497002,4.647156558808342,4.6409293161873935,4.7425267759404885,5.1458086642334,5.841137028951406,5.8091543965798875,-0.34194161870789364,0.4374402663151149,0.5551486794666329,1.5430920172593117,-0.3141361173103375,0.3816410391008828,0
25645,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.982572216860082,0.9237069347853656,-0.2133280250856544,-0.18269781286608286,-0.13732368628683742,-0.0705242213236869,-0.008493975861567991,0.0228071965826127,-0.2483595624455636,-0.161505423016048,-0.17355251413135553,-0.1803328957841429,-0.209345264343842,-0.2032664744717604,0
8972,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6742763585750711,-1.0290471701105863,0.3653806353599306,0.3077579041065358,0.16874035474273036,-0.06021827363039432,-0.4654802067070102,-0.6040281927175752,-0.13895911989889134,-0.19670433272964025,-0.2463090401640152,-0.2506129368693995,-0.31033982157513657,-0.2933820579246719,1
12176,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9054982522888292,1.9000839872333413,-0.07270126379416983,-0.03140359794182245,-0.016426587582861155,0.07870217061539106,0.1172541339470706,0.19401570527012185,-0.2151530263524788,-0.2569895184166682,-0.0980129515837854,-0.3080625617347319,-0.06816233501921308,-0.2931007983009113,0
6738,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4837946494200058,-0.3781291351452691,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6631407738189017,-0.652808176803218,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
25874,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.019389322566203637,-0.052670117662610455,1.0957570572833812,1.1802146533377715,1.2213410962736764,1.4903993827748956,1.6559537321509572,1.768425374066664,-0.05213912189551682,-0.1701857953251953,0.3279620251882265,0.043018479108966,0.04585744378630549,0.010378335736827686,0
6047,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.1367201460025875,-1.0290471701105863,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
19752,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.1367201460025875,0.5982479173027069,-0.5493248093553424,-0.5280555211534455,-0.517592936039051,-0.4792957243259716,-0.459591675207796,-0.4401576713090423,-0.2634534424878749,-0.2569895184166682,-0.2114926853958494,-0.279784579717685,-0.2821294170601087,-0.1268201087336163,1
14586,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1754987911349948,-0.9205608309497002,-0.695641827815454,-0.6820193033915626,-0.6707186864132785,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.3034220368399152,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
7780,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.7513503231463238,-0.8120744917888141,-0.07449389851077783,-0.18369538802020827,-0.2816099899166068,-0.22907726275895726,-0.16873440565303394,-0.1426081642530731,-0.09947352970820504,-0.1701857953251953,-0.18320794693818784,-0.18039672870065995,-0.1832293678206492,-0.1808782084204128,1
