,0000_A11,0000_A12,0000_A13,0000_A14,0001_A30,0001_A31,0001_A32,0001_A33,0001_A34,0002_A40,0002_A41,0002_A410,0002_A42,0002_A43,0002_A44,0002_A45,0002_A46,0002_A48,0002_A49,0003_A61,0003_A62,0003_A63,0003_A64,0003_A65,0004_A71,0004_A72,0004_A73,0004_A74,0004_A75,0005_A91,0005_A92,0005_A93,0005_A94,0006_A101,0006_A102,0006_A103,0007_A121,0007_A122,0007_A123,0007_A124,0008_A141,0008_A142,0008_A143,0009_A151,0009_A152,0009_A153,0010_A171,0010_A172,0010_A173,0010_A174,0011,0012,13,14,15,16,17,18,19,output
638,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.738667542842371,-0.6302917610050297,0.9184771676276684,0.1405047057619635,-0.13597449372113873,-0.7049259983890862,2.3348689263480744,1
723,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.9875727016121244,-0.8794654512043911,0.9184771676276684,0.1405047057619635,2.678504030907866,-0.7049259983890862,-0.4282895663715403,1
894,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.2408572253028645,-0.7451314133870967,0.9184771676276684,0.1405047057619635,-0.5757367631944207,1.0270789116578083,-0.4282895663715403,1
710,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.2408572253028645,-0.9365308340238748,0.9184771676276684,0.1405047057619635,-0.3118794015104515,1.0270789116578083,-0.4282895663715403,1
494,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,-0.738667542842371,-0.40734688030033794,0.024146916773074168,-0.7659772668958666,0.3037877757521432,1.0270789116578083,2.3348689263480744,1
464,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.2408572253028645,-0.4683111402068674,0.9184771676276684,-1.6724592395536968,-0.13597449372113873,1.0270789116578083,-0.4282895663715403,1
795,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-0.9875727016121244,-0.3439015167929615,-0.8701833340815202,1.0469866784197936,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,1
397,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.2525737273156552,-0.3272426783301308,0.024146916773074168,-0.7659772668958666,0.919454953014738,1.0270789116578083,-0.4282895663715403,1
391,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,-0.738667542842371,-0.8110578804953203,-1.7645135849361149,1.0469866784197936,-1.4552613021409846,-0.7049259983890862,-0.4282895663715403,1
456,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-0.8216359290989554,0.22462565117258,-0.8701833340815202,-0.7659772668958666,0.03993041406817406,1.0270789116578083,2.3348689263480744,1
685,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,3.2438149974736814,1.1539761713756034,0.9184771676276684,1.0469866784197936,-0.13597449372113873,-0.7049259983890862,2.3348689263480744,1
72,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-1.0705410878687087,-0.7469036302448446,0.024146916773074168,1.0469866784197936,1.3592172224880201,1.0270789116578083,2.3348689263480744,1
343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.2408572253028645,0.4138984115800608,-1.7645135849361149,-1.6724592395536968,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1
306,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.7547634097761486,0.545751345796508,-0.8701833340815202,1.0469866784197936,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
177,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-1.2364778603818776,-1.0396738551448057,0.9184771676276684,1.0469866784197936,1.4471696763826765,1.0270789116578083,-0.4282895663715403,1
762,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.738667542842371,-0.37473809011777576,0.9184771676276684,0.1405047057619635,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
183,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2569530922366421,0.17925689961423252,0.9184771676276684,1.0469866784197936,1.2712647685933636,-0.7049259983890862,-0.4282895663715403,1
146,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-1.2364778603818776,-0.8546544151959198,-1.7645135849361149,1.0469866784197936,0.3037877757521432,1.0270789116578083,-0.4282895663715403,1
251,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.738667542842371,-0.3616236853704409,-1.7645135849361149,-0.7659772668958666,0.919454953014738,-0.7049259983890862,-0.4282895663715403,1
616,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3.2438149974736814,2.086162238551024,-0.8701833340815202,-0.7659772668958666,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1
798,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2569530922366421,-0.9053398173275112,0.9184771676276684,1.0469866784197936,1.6230745841719891,1.0270789116578083,-0.4282895663715403,1
690,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.4897623840726178,-0.8138934274677171,-0.8701833340815202,0.1405047057619635,-0.9275465787730462,1.0270789116578083,-0.4282895663715403,1
738,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-1.2364778603818776,1.2369159203182074,-1.7645135849361149,0.1405047057619635,0.8315024991200816,1.0270789116578083,2.3348689263480744,1
176,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.738667542842371,-0.2460751462452748,-0.8701833340815202,-1.6724592395536968,0.5676451374361124,-0.7049259983890862,-0.4282895663715403,1
245,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2569530922366421,-0.7135859533191833,0.9184771676276684,-1.6724592395536968,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1
97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.2408572253028645,-0.23012519452554325,0.9184771676276684,1.0469866784197936,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,1
350,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.9875727016121244,-0.7213837074932742,-1.7645135849361149,1.0469866784197936,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,1
824,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.2408572253028645,0.1803202297288813,0.024146916773074168,-0.7659772668958666,-0.048022039826482336,1.0270789116578083,-0.4282895663715403,1
929,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.738667542842371,-0.6831038233659186,0.9184771676276684,-0.7659772668958666,0.6555975913307688,1.0270789116578083,2.3348689263480744,1
855,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2569530922366421,-0.6370261850644721,0.9184771676276684,0.1405047057619635,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1
956,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.7547634097761486,0.1363692516567322,0.9184771676276684,1.0469866784197936,1.1833123146987072,1.0270789116578083,-0.4282895663715403,1
484,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.738667542842371,-0.7472580736163943,0.9184771676276684,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1
101,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1.2525737273156552,-0.3361037626188705,0.9184771676276684,1.0469866784197936,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
206,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.738667542842371,-0.4736277907801112,0.9184771676276684,1.0469866784197936,0.6555975913307688,2.759083821704704,-0.4282895663715403,1
478,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.738667542842371,-0.7919179384316425,0.024146916773074168,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,1
121,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.2569530922366421,0.2115112464252452,0.9184771676276684,-0.7659772668958666,0.479692683541456,1.0270789116578083,-0.4282895663715403,1
773,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.2569530922366421,-0.3715480997738295,0.9184771676276684,1.0469866784197936,1.4471696763826765,1.0270789116578083,-0.4282895663715403,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.7547634097761486,1.701591180419719,-0.8701833340815202,0.1405047057619635,-0.9275465787730462,2.759083821704704,-0.4282895663715403,1
84,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.90460431535554,-0.3389393095912672,0.024146916773074168,1.0469866784197936,1.4471696763826765,-0.7049259983890862,-0.4282895663715403,1
905,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.738667542842371,-0.7671069024231713,-0.8701833340815202,-0.7659772668958666,-1.3673088482463285,-0.7049259983890862,2.3348689263480744,1
748,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.008047933466888799,0.7006430991636786,-1.7645135849361149,0.1405047057619635,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1
243,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.738667542842371,-0.7394603194423033,0.024146916773074168,-0.7659772668958666,-0.7516416709837335,1.0270789116578083,-0.4282895663715403,1
354,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.90460431535554,-0.9017953836120152,0.9184771676276684,1.0469866784197936,0.919454953014738,-0.7049259983890862,-0.4282895663715403,1
957,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.9875727016121244,-0.7504480639603406,-0.8701833340815202,1.0469866784197936,0.12788286796283044,2.759083821704704,-0.4282895663715403,1
42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.2408572253028645,1.0394909623650859,-0.8701833340815202,1.0469866784197936,0.7435500452254252,-0.7049259983890862,2.3348689263480744,1
511,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1.2525737273156552,0.5014459243528093,-0.8701833340815202,-0.7659772668958666,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,1
692,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.2569530922366421,-0.13300771072095574,-0.8701833340815202,-1.6724592395536968,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,1
102,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-1.2364778603818776,-0.8291344924443494,0.024146916773074168,-0.7659772668958666,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
955,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.2569530922366421,-0.7231559243510222,0.9184771676276684,1.0469866784197936,1.8869319458559584,1.0270789116578083,-0.4282895663715403,1
784,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.07492045278969563,1.1330640124541778,-1.7645135849361149,1.0469866784197936,2.150789307539928,-0.7049259983890862,-0.4282895663715403,1
288,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.738667542842371,-0.7724235529964151,0.9184771676276684,1.0469866784197936,1.1833123146987072,1.0270789116578083,-0.4282895663715403,1
73,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1.7503840448551615,0.9508801194776888,-0.8701833340815202,-1.6724592395536968,0.479692683541456,1.0270789116578083,-0.4282895663715403,1
179,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.008047933466888799,-0.9570885495737512,0.9184771676276684,1.0469866784197936,2.5905515770132093,1.0270789116578083,-0.4282895663715403,1
962,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,-0.4897623840726178,0.10092491450177328,0.024146916773074168,-0.7659772668958666,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,1
467,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2.2481943623946683,1.4059854085473615,0.024146916773074168,0.1405047057619635,-0.3118794015104515,1.0270789116578083,2.3348689263480744,1
3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.7503840448551615,1.634246939825297,-0.8701833340815202,1.0469866784197936,0.8315024991200816,-0.7049259983890862,2.3348689263480744,1
312,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.2569530922366421,0.16933248521084399,-0.8701833340815202,1.0469866784197936,-0.8395941248783899,-0.7049259983890862,-0.4282895663715403,1
108,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.2569530922366421,1.5771815570058132,-1.7645135849361149,-0.7659772668958666,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,1
680,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,-1.2364778603818776,-0.6143418092852982,-1.7645135849361149,-0.7659772668958666,1.7989794919613018,-0.7049259983890862,-0.4282895663715403,1
994,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.738667542842371,-0.31235605672504807,0.9184771676276684,0.1405047057619635,1.2712647685933636,-0.7049259983890862,-0.4282895663715403,1
