,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,output
9227,0,3,2,4,3,2,0,0,2,-1.1367201460025875,0.9237069347853656,-0.5261563636997875,-0.5223651276686455,-0.5118682046237982,-0.49473132924217,-0.45658161581015294,-0.4428107651078483,-0.34194161870789364,-0.2569895184166682,-0.2736282353409936,-0.22507977026258516,-0.2945001048868843,-0.2933820579246719,0
5824,1,3,1,2,2,0,0,0,0,-0.9054982522888292,3.7443517529684067,0.038849505616574215,0.03350903884774692,0.05364008734588654,-0.2005221708847816,-0.16230307655752346,-0.14087861576397806,-0.34194161870789364,-0.14831125710614412,-0.2286452777938691,-0.21231318695917795,-0.2421374050910089,-0.22019830382215136,0
11342,0,2,1,2,2,3,2,2,2,-1.1367201460025875,0.5982479173027069,-0.4618795446565623,-0.4234506335131112,-0.4118944945433274,-0.3949206352170846,-0.3548975327706496,-0.3290299829514574,-0.1970403703017052,-0.2569895184166682,-0.296801274077391,-0.2238031119322444,-0.2486827425654933,-0.2933820579246719,0
25874,1,1,1,2,2,2,2,2,2,0.019389322566203637,-0.052670117662610455,1.0957570572833812,1.1802146533377715,1.2213410962736764,1.4903993827748956,1.6559537321509572,1.768425374066664,-0.05213912189551682,-0.1701857953251953,0.3279620251882265,0.043018479108966,0.04585744378630549,0.010378335736827686,0
25629,1,2,2,2,2,2,0,0,2,-0.7513503231463238,-0.5951018134670415,-0.5023632120066265,-0.4746360741677435,-0.4635612770643612,-0.429833393164498,-0.3874982853724444,-0.3782969272913115,-0.23930323442017684,-0.2569895184166682,-0.22296561143690893,-0.21869647861088154,-0.3141361173103375,-0.21462936327169052,0
8471,1,2,2,2,0,0,0,0,3,-1.0596461814313347,-1.4629925267541313,-0.440381508623301,-0.4031057205106661,-0.358641514400939,-0.277078418832694,-0.1950518648673991,-0.1876100084353529,-0.22119057836940328,-0.1701857953251953,-0.06961461979898463,-0.07826406227340238,-0.3141361173103375,-0.1696278234699869,0
22288,1,1,2,3,2,0,0,0,0,-0.6742763585750711,-0.5951018134670415,0.4250672230833564,0.4412784208622236,0.4869604375432252,0.4951215262045535,0.1498219897248475,0.1982304302289846,-0.34194161870789364,-0.08338207223372243,-0.1264112833685862,-0.19316331200406714,-0.1832293678206492,-0.1808782084204128,0
29994,0,2,2,2,2,2,2,2,2,-0.6742763585750711,-0.16115645682349666,0.2897233019794516,0.4008415012344356,0.4667868877952692,0.5324903018526309,0.6956954390668081,0.7100592408708016,0.08068702247682254,-0.10508300300659064,-0.296801274077391,0.13876785388451998,-0.3141361173103375,-0.06837435891615369,0
27857,1,2,2,3,2,2,2,2,2,-1.1367201460025875,-1.3545061875932451,-0.52577610785081,-0.5221684227086771,-0.4694302082633734,-0.4471343279799349,-0.4323037596849012,-0.39784250439137625,-0.34194161870789364,-0.12873701754901698,-0.26289366592633884,-0.3080625617347319,-0.21772329631118206,-0.2933820579246719,0
24303,0,2,1,2,-1,0,0,0,0,-1.1367201460025875,-0.16115645682349666,-0.6903454070618394,-0.4259375462212831,-0.3967535172485785,-0.3650287235817881,-0.6502287703918537,-0.6527242181386989,0.7969821937647471,-0.19930844442238446,-0.2400046105077894,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
26749,0,2,2,2,0,0,2,0,0,-0.8284242877175766,-0.9205608309497002,0.10015218069815426,0.10266488263092018,0.1999163479915372,0.20013514705581573,0.2713099608231607,0.32010482764502435,-0.18303324962244036,0.00012310938027449626,-0.296801274077391,-0.16763014539725274,-0.17013869287168032,-0.16456515024229526,0
2003,1,2,2,2,0,0,0,0,0,-0.9054982522888292,-0.2696427959843829,-0.3187539592146544,-0.2865158806665435,-0.24821331999790344,-0.200055838409972,-0.15264785870825326,-0.09826119765404294,-0.2521632202162261,-0.1918867260980635,-0.2354040807586517,-0.2365058623191346,-0.15050268044822707,-0.2933820579246719,0
17482,1,2,1,3,2,2,-2,-2,-2,0.6359810391362256,-0.2696427959843829,-0.6616904127281811,-0.6558575437157664,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
13937,1,3,2,2,0,0,0,0,0,-0.6742763585750711,-1.2460198484323588,0.10357448333895138,0.15016913046328687,0.0131487880662151,-0.3049961896579632,-0.3060128522799663,-0.3077548573622976,-0.17892771425093168,-0.06168114146085419,-0.2400046105077894,-0.2485064506243373,0.013130756413883395,-0.26525609554860713,0
10521,0,2,1,3,4,3,2,2,2,-0.5201284294325655,1.683111308911569,0.06489703127153001,0.08961210350158902,0.10194701490532362,0.1762433799297363,0.2512264497601983,0.3048579341683415,-0.28156609853864845,-0.2569895184166682,-0.18320794693818784,-0.18039672870065995,-0.15050268044822707,-0.2933820579246719,0
14708,0,1,1,2,2,2,2,2,2,-0.6742763585750711,0.16430256065916196,0.08991243390783274,0.13852138676230136,0.1512345009943254,0.2667585132902833,0.3536342629280968,0.40753938087529706,-0.17892771425093168,-0.2569895184166682,-0.041216288014183824,-0.14848027044214196,-0.15050268044822707,-0.15837743851956101,0
19130,1,1,2,2,2,2,2,2,2,-0.5972023940038184,-0.5951018134670415,-0.4786379631436402,-0.4463105599322951,-0.43500971987997744,-0.35291962365256496,-0.33519233518389363,-0.29247438041980706,-0.22119057836940328,-0.2569895184166682,-0.06961461979898463,-0.3080625617347319,-0.1832293678206492,-0.2933820579246719,0
24598,0,2,1,2,2,2,2,2,0,-0.6742763585750711,1.0321932739462516,-0.21802690093373295,-0.14205013792404295,-0.1275757809046943,-0.04074112059917925,-0.010237507534519682,0.03645887543343115,-0.07025177794629038,-0.2569895184166682,-0.10215910802436633,-0.3080625617347319,-0.1832293678206492,-0.12462628366828325,0
5674,1,2,1,2,2,2,2,2,0,-0.5201284294325655,0.5982479173027069,0.6220940751178189,0.6707628573739198,0.6671236473723615,0.8442646500945149,0.8952969187957589,0.9521960293441128,-0.13062729811553553,-0.2569895184166682,0.10077537090982017,-0.3080625617347319,-0.07850396822889846,-0.06837435891615369,0
10907,0,1,2,2,2,2,2,2,2,-0.13475860657630187,-0.5951018134670415,-0.4599918459777098,-0.3911769697240115,-0.3851454346559377,-0.336971053014076,-0.3222803317568457,-0.2696544154034943,-0.040064017861667786,-0.2569895184166682,-0.18320794693818784,-0.3080625617347319,-0.11777599307580496,-0.2933820579246719,0
6687,0,2,1,3,3,2,2,0,0,0.7130550037074783,0.7067342564635929,2.231255344594208,2.269355966328475,2.4044570620853585,2.573503188767716,2.841818444350252,2.9967910111809597,-0.34194161870789364,0.09022537394922334,-0.296801274077391,0.18983418709814875,0.1964002056994471,0.1735089175180034,0
14352,0,2,1,2,-1,-1,-1,-1,-1,-0.5201284294325655,1.140679613107138,-0.6903454070618394,-0.6855037912538597,-0.6725932836021522,-0.6728081569561363,-0.6502287703918537,-0.6527242181386989,-0.318395165841888,-0.2409308296447457,-0.296801274077391,-0.25699622852110315,-0.3141361173103375,-0.2933820579246719,0
6120,1,2,1,2,0,0,0,0,0,-0.7513503231463238,-0.9205608309497002,0.3373231859318082,0.3398489132899506,0.3449524904968561,0.15047073848859135,0.17533347675077274,0.19829759716059994,-0.16081505820015812,-0.10508300300659064,0.012740542376937692,0.06855164571578039,-0.11123065560132056,-0.1443144573315286,0
603,1,2,2,2,2,2,0,0,2,-0.2118325711475546,-0.8120744917888141,-0.3364358561921061,-0.28601006791233896,-0.2717034647723282,-0.22575075777198195,-0.16213859243743367,-0.15014765232689534,-0.1603924295589734,-0.2569895184166682,-0.24432115693907916,-0.17592842454446742,-0.3141361173103375,-0.12462628366828325,0
16512,0,2,1,2,2,2,2,2,2,-0.5201284294325655,-1.2460198484323588,-0.5514433776567883,-0.505055091191427,-0.4843116259473552,-0.4609533136501266,-0.42154649823102935,-0.400831432848259,-0.17289016223400716,-0.2266082153346527,-0.2570436095786699,-0.22507977026258516,-0.2683187549889466,-0.2540057105981812,0
2312,0,1,2,2,0,0,0,0,0,-1.0596461814313347,2.225543004716,-0.3285183861937541,-0.30077699026425186,-0.2634984970764119,-0.21684380750311824,-0.18574206367031745,-0.1671744694913848,-0.2525858488574108,-0.1941436228984418,-0.23881188057282776,-0.2416763285570145,-0.234544813620607,-0.22194211348946735,0
21972,1,2,2,2,2,0,0,0,0,-1.1367201460025875,-1.3545061875932451,-0.5259933969073685,-0.5224494297943463,-0.4857968837200782,-0.454424659002792,-0.4277146527343962,-0.4071451244201013,-0.34194161870789364,-0.1906714739747829,-0.22677098789607225,-0.2753801084780095,-0.2783331213249077,-0.07512458988640924,0
15895,1,2,1,0,0,0,2,3,3,-1.1367201460025875,-0.7035881526279277,-0.4952334148382992,-0.4634238914495452,-0.42089256104992107,-0.3579715587963358,-0.3257016014547132,-0.3186191085510793,-0.22119057836940328,-0.161505423016048,-0.1264112833685862,-0.2506129368693995,-0.3141361173103375,-0.26525609554860713,0
15937,1,2,2,1,2,2,2,2,3,-0.9054982522888292,-1.0290471701105863,-0.4477557559802567,-0.4024032027964933,-0.3806464014026408,-0.34642205783688423,-0.2800243613057806,-0.27260976039456936,-0.16685261021708264,-0.2266082153346527,-0.2400046105077894,-0.11847879967913505,-0.3141361173103375,-0.2933820579246719,0
318,1,3,1,3,2,2,0,0,0,-0.9054982522888292,1.140679613107138,-0.036685602669590665,0.024952373089121863,-0.25230859385667365,-0.21017525311334068,-0.17128390951442554,-0.2348955282925543,-0.11529191599254725,-0.25694611655512245,-0.2360288440579173,-0.2423146577221849,-0.257649854905537,-0.2565932991367792,0
20652,0,2,1,4,4,3,2,2,3,-1.0596461814313347,-0.9205608309497002,-0.5483470086008291,-0.5429910477567598,-0.5304843967071514,-0.5184210189624986,-0.4748229047281098,-0.4684349495191017,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.19954660365577076,-0.3141361173103375,-0.2933820579246719,0
29590,0,1,1,2,2,0,0,0,0,-0.28890653571880737,0.4897615781418206,0.404207473653736,0.4201888390827553,0.5160311139491431,0.6706490697228941,0.8001757521478379,0.9842514474575352,-0.34194161870789364,-0.039980210687985976,-0.012817956229383023,-0.05273089566658798,0.3403976301381043,-0.08389989014774145,0
14598,1,2,1,2,0,0,0,0,0,0.25061121627996186,-0.052670117662610455,0.005237604680173981,0.056003656055560895,0.11927982891321715,0.21928586735466407,0.3148653558229351,0.41289594367162064,-0.16081505820015812,-0.12678393377945885,-0.1264112833685862,-0.11656381218362395,0.013130756413883395,-0.2933820579246719,0
1362,1,2,1,2,2,2,0,0,0,0.7130550037074783,0.16430256065916196,2.628038742436149,2.8405871700766854,2.854230607609657,3.186761481974018,1.2963421003986662,1.5741786078350923,0.3825646233230484,-0.2569895184166682,0.3279620251882265,-0.032240529464619416,0.9949313775865462,-0.2918632559563644,0
10497,1,3,2,2,2,2,2,3,2,-1.0596461814313347,0.8152205956244792,-0.5121819612498659,-0.5013176969520275,-0.4619318195078786,-0.4278747967702977,-0.41302622081037865,-0.4040890290316032,-0.31175385862327104,-0.1701857953251953,-0.22296561143690893,-0.3080625617347319,-0.3141361173103375,-0.21462936327169052,0
10091,1,2,1,2,0,0,0,0,0,0.4818331099937201,0.3812752389809344,1.7993526029859912,1.9478276589058547,1.8665774486839963,1.2791352272703114,1.442223066506294,1.2297465825116136,0.0949356452367644,-0.0138088881759069,-0.058993643711469125,-0.03185753196551721,0.028643206228411468,0.5631097483512527,0
13569,0,3,1,2,2,2,0,0,0,-0.9054982522888292,2.117056665555114,-0.43685056145422463,-0.429843544712084,-0.4267614922489333,-0.4392688535714793,-0.4031078283689648,-0.35982602109709216,-0.28156609853864845,-0.21358765687093173,-0.2400046105077894,-0.24422964521769594,-0.050751737337084525,-0.1808782084204128,0
18085,0,2,2,2,2,2,-1,-1,-2,-0.28890653571880737,-0.2696427959843829,-0.6795760181961564,-0.6603115060236222,-0.6490887188493515,-0.6616161775607055,-0.6630585317588568,-0.6527242181386989,-0.22119057836940328,-0.2564252942165736,-0.2570436095786699,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
8856,1,3,1,2,2,3,3,3,2,-0.6742763585750711,1.7915976480724551,-0.1979276632020674,-0.13672505365061294,-0.0996731227472284,-0.0390934125215186,-0.008148559209379446,0.02913767988735877,-0.1185521940816865,-0.18754653994348985,-0.20592661236602844,-0.3080625617347319,-0.20941071771858685,-0.20337897832126464,0
13782,0,1,1,2,0,0,0,0,0,1.6379425785625112,1.4661386305897963,4.477643933560605,4.65802859735036,4.462418695987633,4.129918912276472,8.348697439720137,4.541328187141578,0.5426201272917173,0.2741624631800544,0.4687609541772689,0.5557244645737989,0.4722861802489654,0.35492137484362124,0
17351,1,2,1,1,2,3,2,2,2,-1.1367201460025875,0.8152205956244792,-0.5394517378479635,-0.5083569244480393,-0.4833743273529184,-0.4707618400369555,-0.4334058032895027,-0.424440609311052,-0.22119057836940328,-0.21358765687093173,-0.296801274077391,-0.23146306191428875,-0.3141361173103375,-0.12462628366828325,0
21157,0,1,1,2,0,0,0,0,0,0.9442768974212364,0.05581622149827576,1.6259966775503754,1.7080724134129517,1.7879164666431815,1.9824112325306966,2.1462479973145805,2.2187124836159233,-0.3089765846954858,-0.21350085314784026,-0.2516479265395577,-0.2573153931036883,-0.2484863824412588,-0.23724263702204665,0
15570,0,1,1,2,2,2,2,2,2,-0.28890653571880737,0.4897615781418206,0.14875702653709422,0.16018703306739138,0.2664212882614249,0.3585171999169892,0.4005780308017207,0.5015395016709695,-0.34194161870789364,-0.0009185352968231783,-0.154809615153387,-0.3080625617347319,0.03276676883733665,-0.14150186109392213,0
28597,1,3,1,2,3,3,3,2,2,-0.8284242877175766,1.140679613107138,-0.09768950529840273,-0.0656162106220392,-0.029044068661818606,0.03419850810272645,0.09221965086940573,0.15097849383759085,-0.25137833845402585,-0.1918867260980635,-0.2116062787229886,-0.21231318695917795,-0.11777599307580496,0.004753143261614731,0
20518,0,1,2,2,0,0,0,0,0,-0.982572216860082,-0.9205608309497002,-0.5573780850140436,-0.5356146117579451,-0.512517103650716,-0.4894462278609943,-0.4548216357251924,-0.4401408795761385,-0.1910028182847807,-0.1701857953251953,-0.2116062787229886,-0.15933186625003806,-0.16359335539719588,-0.2371301331725424,0
6999,1,3,1,2,0,0,0,0,0,-0.9054982522888292,2.3340293438768858,-0.05261560662853913,-0.03970735732334529,-0.12880147906665015,-0.4087085320556223,-0.3720038812599869,-0.34373954097521753,-0.22771113454768174,-0.14414467839775344,-0.18320794693818784,-0.24422964521769594,-0.2486827425654933,-0.2090041707964776,0
4192,1,2,2,2,0,0,2,2,2,-0.9054982522888292,1.683111308911569,-0.5499495153929483,-0.5258777162395096,-0.4869072220550264,-0.4745080442512595,-0.4371889380515677,-0.4283530830776458,-0.2511368363733489,-0.1701857953251953,-0.296801274077391,-0.23146306191428875,-0.3141361173103375,-0.26559360709711993,0
27930,1,2,2,2,0,0,0,0,0,-0.28890653571880737,-0.8120744917888141,-0.5874861999134373,-0.5648674493761017,-0.5337577317984924,-0.5013998836319475,-0.4784086585460671,-0.4602909590607414,-0.2723890194729232,-0.2060357329619736,-0.2296108210745523,-0.28240172929488344,-0.2869729667912272,-0.26986875337828176,0
15475,0,3,1,1,2,2,2,-2,-2,-0.9054982522888292,1.140679613107138,0.008021620717330364,0.05476722487861672,0.0632582129226461,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.1970403703017052,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
16696,0,3,3,2,2,2,3,2,2,-0.9054982522888292,0.9237069347853656,-0.1285852930278211,-0.11782732713936385,-0.0422383488758141,0.023317417023835357,0.07611665551261604,0.12100525060424408,-0.34194161870789364,-0.08559556717255498,-0.20024694600906828,-0.23146306191428875,-0.1832293678206492,-0.1808782084204128,0
27458,0,3,1,2,3,2,2,3,2,-0.5201284294325655,1.574624969750683,0.2034459659596735,0.21598098992699746,0.28711395723091515,0.4499494538113285,0.4957485426856687,0.5592862711272606,-0.34194161870789364,-0.08338207223372243,0.10077537090982017,-0.3080625617347319,-0.11777599307580496,-0.12462628366828325,0
13440,1,2,2,2,2,2,2,2,2,-0.982572216860082,-1.3545061875932451,-0.2379903330050495,-0.2025088124057566,-0.18904814872137501,-0.10876348425807562,-0.05553643420724574,-0.0911918781015281,-0.2272281303863278,-0.2569895184166682,-0.11505195065466588,-0.22188812443673334,-0.3141361173103375,-0.21462936327169052,0
16247,1,2,1,2,0,0,2,2,2,-0.9054982522888292,0.27278889982004817,-0.2883742329945625,-0.2528371814490981,-0.1898124075753004,-0.1362926446876701,-0.08524226629546043,-0.04959875569872699,-0.22119057836940328,-0.10508300300659064,-0.2116062787229886,-0.21231318695917795,-0.21595605519307126,-0.2090041707964776,0
12391,1,2,1,2,2,2,0,0,0,0.4818331099937201,0.16430256065916196,0.2891393376399504,0.3546579867047138,0.3487882047448591,0.4471514589624707,0.5199606051628847,0.5566163855955507,-0.03293970648169686,-0.2569895184166682,-0.06961461979898463,-0.1416501483748191,-0.1353174975074232,-0.15376478068988636,0
16222,1,3,1,2,2,2,3,3,2,-0.6742763585750711,0.8152205956244792,0.21224617275029464,0.2665763157017246,0.3525085591658546,0.4729707336510966,0.51971387898275,0.6283842520265446,-0.16081505820015812,-0.039980210687985976,-0.06961461979898463,-0.3080625617347319,0.05894811873527433,-0.2933820579246719,0
24697,0,1,1,2,0,0,0,0,0,-0.5972023940038184,0.27278889982004817,0.5121729736312639,0.5435650000457874,0.5815554956894661,0.723173650802284,0.4521931476858944,0.5113458736868095,-0.15459637962272588,-0.10508300300659064,-0.0582552870850643,-0.1532039062644026,-0.14310644910205966,-0.12462628366828325,0
23005,1,2,2,2,2,2,0,0,0,0.7130550037074783,-0.2696427959843829,2.8101812940963518,3.0458628461579864,3.0554469858676834,1.366152867069786,2.859862352324101,1.9290886744905644,0.8948509119590936,-0.2558176681549333,-0.13129579643557196,9.883373223542199,0.05187915426283115,0.0349604268535083,0
20472,0,3,1,1,2,2,2,2,2,-0.6742763585750711,-0.16115645682349666,0.2699907395307285,0.33099719009137296,0.3889622645002596,0.44979400965305855,0.5972352447810644,0.6646040199001183,-0.13666485013246005,-0.12678393377945885,-0.296801274077391,0.051763588671799934,-0.10468531812683614,-0.2933820579246719,0
13452,0,3,2,2,0,0,0,0,0,-0.9054982522888292,-0.3781291351452691,-0.14581903132612087,-0.10752841744959016,-0.06451721546665896,0.004182241140814004,0.041887510121932335,0.07739712025298266,-0.23984661410170005,-0.18303274634273328,-0.2004173359997771,-0.20861087780118984,-0.2010981391259916,-0.21204177473309255,0
9660,1,3,1,2,2,2,2,2,2,-1.0596461814313347,-0.052670117662610455,-0.3267936543073206,-0.3194358607526822,-0.26416181608170564,-0.2382484680968797,-0.17075756033013825,-0.1606928605905042,-0.34194161870789364,-0.12678393377945885,-0.296801274077391,-0.14209697879043834,-0.3141361173103375,-0.20337897832126464,0
20684,0,2,2,2,2,2,2,2,0,-0.9054982522888292,-0.7035881526279277,-0.21369470036859692,-0.17665616052419653,-0.13680456706530314,-0.07848296222710438,-0.049499866999950716,-0.005470081627446677,-0.22119057836940328,-0.17886616763434254,-0.20592661236602844,-0.3080625617347319,-0.1832293678206492,-0.20337897832126464,0
27536,0,1,1,3,2,2,2,2,2,0.6359810391362256,1.683111308911569,-0.6618669600866349,-0.6560401983214513,-0.6420661893802632,-0.6338383064778792,-0.6221513310925278,-0.6109631784068594,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
17697,1,2,1,2,0,0,2,0,0,-0.8284242877175766,0.5982479173027069,0.07142928353432132,0.09082043396996628,0.11431935635188988,0.10924694771542108,-0.07372837788917566,-0.038113210392503344,-0.20893434777504646,-0.05356499335180148,-0.2961765107781254,-0.21231318695917795,-0.21595605519307126,-0.1808782084204128,0
16487,0,2,2,2,0,0,2,0,0,-1.1367201460025875,-1.5714788659150174,-0.426475009003554,-0.4201347499022155,-0.37515238964140335,-0.3585000689344533,-0.3340902915792921,-0.6527242181386989,-0.22119057836940328,-0.039980210687985976,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
5349,1,1,2,1,2,0,0,2,2,-0.6742763585750711,-1.3545061875932451,0.3970640959193737,0.4085832464446202,0.2747704557411008,0.11635074574835427,0.18387020258343245,0.197374051850889,-0.3397077244616316,-0.16489076821661544,-0.09233328522682524,-0.20592989530747435,-0.3129579565649303,-0.1921285933708387,0
23704,1,3,1,2,2,2,2,2,2,-0.9054982522888292,1.9000839872333413,-0.13984358227076082,-0.08350231162487942,-0.02542465408945481,0.04259249264929959,0.06384614015391828,0.10018350180348776,-0.16081505820015812,-0.12678393377945885,-0.19456727965210813,-0.3080625617347319,-0.21595605519307126,-0.16400263099477394,0
