,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,output
730,A12,A33,A43,A61,A72,A93,A101,A123,A143,A152,A173,1,0,0.2569530922366421,1.1100251933034544,-1.7645135849361149,-0.7659772668958666,-0.22392694761579512,-0.7049259983890862,-0.4282895663715403,1
549,A14,A34,A41,A65,A74,A93,A101,A124,A143,A153,A173,0,0,2.2481943623946683,1.9801836704576965,-0.8701833340815202,-1.6724592395536968,-0.048022039826482336,1.0270789116578083,-0.4282895663715403,1
324,A14,A34,A40,A61,A73,A92,A101,A121,A143,A152,A173,1,0,-0.2408572253028645,-0.7951079287755888,0.9184771676276684,0.1405047057619635,0.03993041406817406,1.0270789116578083,-0.4282895663715403,1
613,A11,A31,A41,A61,A73,A92,A103,A123,A141,A151,A173,1,1,0.2569530922366421,0.12786261073954205,-1.7645135849361149,1.0469866784197936,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,1
937,A12,A32,A43,A61,A72,A94,A101,A123,A143,A151,A174,0,0,-1.2364778603818776,-0.4282590392217637,0.9184771676276684,0.1405047057619635,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,1
882,A12,A34,A40,A65,A75,A93,A101,A121,A143,A152,A173,1,0,0.7547634097761486,-0.3864347213789122,0.9184771676276684,1.0469866784197936,0.03993041406817406,1.0270789116578083,-0.4282895663715403,1
880,A14,A32,A41,A61,A74,A93,A101,A123,A143,A152,A174,0,0,0.2569530922366421,1.610144790559925,0.024146916773074168,0.1405047057619635,0.21583532185748688,-0.7049259983890862,-0.4282895663715403,1
151,A14,A32,A43,A61,A73,A93,A101,A122,A143,A152,A173,0,1,-0.90460431535554,-0.4775266678671567,-1.7645135849361149,1.0469866784197936,0.21583532185748688,-0.7049259983890862,-0.4282895663715403,1
382,A14,A32,A40,A65,A74,A92,A101,A122,A143,A151,A173,1,0,0.09101631972347322,-0.7047248690304435,0.9184771676276684,1.0469866784197936,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1
437,A14,A34,A40,A64,A75,A92,A101,A121,A143,A152,A173,0,0,0.2569530922366421,-0.7033070955442452,0.9184771676276684,1.0469866784197936,0.12788286796283044,1.0270789116578083,-0.4282895663715403,1
680,A14,A32,A46,A61,A72,A92,A101,A124,A143,A152,A173,1,0,-1.2364778603818776,-0.6143418092852982,-1.7645135849361149,-0.7659772668958666,1.7989794919613018,-0.7049259983890862,-0.4282895663715403,1
432,A11,A34,A42,A61,A71,A93,A101,A124,A143,A153,A174,0,0,-1.2364778603818776,-0.4959577231877354,0.9184771676276684,1.0469866784197936,0.03993041406817406,2.759083821704704,-0.4282895663715403,1
306,A14,A32,A41,A65,A74,A92,A101,A122,A142,A151,A172,1,0,0.7547634097761486,0.545751345796508,-0.8701833340815202,1.0469866784197936,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
342,A12,A32,A43,A63,A72,A94,A101,A121,A143,A151,A173,1,0,-0.2408572253028645,-0.020649161939735917,-1.7645135849361149,0.1405047057619635,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1
487,A14,A32,A40,A61,A75,A92,A102,A124,A143,A153,A173,0,0,0.2569530922366421,0.17216803218324073,0.9184771676276684,1.0469866784197936,2.3266942153292405,-0.7049259983890862,-0.4282895663715403,1
888,A14,A34,A40,A61,A75,A93,A101,A123,A143,A152,A174,0,0,1.2525737273156552,1.1848127447004178,0.9184771676276684,1.0469866784197936,-0.13597449372113873,1.0270789116578083,-0.4282895663715403,0
669,A13,A34,A43,A61,A75,A93,A101,A122,A143,A152,A173,1,0,0.7547634097761486,-0.09012006276345544,0.9184771676276684,1.0469866784197936,1.0074074069093943,-0.7049259983890862,-0.4282895663715403,1
75,A11,A34,A41,A61,A75,A93,A101,A124,A143,A153,A174,1,0,-0.738667542842371,-0.6185951297438933,0.9184771676276684,1.0469866784197936,2.678504030907866,1.0270789116578083,-0.4282895663715403,1
