,0000,0001_0,0001_1,0001_2,0001_3,0001_4,0001_5,0001_6,0002_0,0002_1,0002_2,0002_3,0003_-1,0003_-2,0003_0,0003_1,0003_2,0003_3,0003_4,0003_5,0003_6,0003_7,0003_8,0004_-1,0004_-2,0004_0,0004_1,0004_2,0004_3,0004_4,0004_5,0004_6,0004_7,0004_8,0005_-1,0005_-2,0005_0,0005_1,0005_2,0005_3,0005_4,0005_5,0005_6,0005_7,0005_8,0006_-1,0006_-2,0006_0,0006_1,0006_2,0006_3,0006_4,0006_5,0006_6,0006_7,0006_8,0007_-1,0007_-2,0007_0,0007_2,0007_3,0007_4,0007_5,0007_6,0007_7,0007_8,0008_-1,0008_-2,0008_0,0008_2,0008_3,0008_4,0008_5,0008_6,0008_7,0008_8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,output
6177,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9054982522888292,-0.052670117662610455,0.08619135881426762,0.07311698757281099,0.042579963931531836,-0.550862214793421,-0.6013276414891614,-0.07698607206488306,-0.1934178390915505,-0.20751139625452866,-0.28396522811066105,-0.2726352930677769,1.9891681399607293,-0.22571099244786005,1
9972,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0213508619924894,0.3812752389809344,-0.6682226649909724,-0.6909974797786913,-0.6779430955796302,-0.6725128130554235,-0.6630749801708657,-0.6527410098716027,-0.3418812431877244,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.13733921866226453,1
12668,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.562830153417544,0.7067342564635929,-0.695641827815454,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
3481,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.982572216860082,-1.3545061875932451,-0.4263799450413097,-0.4000146425683057,-0.3740997312199589,-0.3395358816255289,-0.2836594603597649,-0.2550456077771572,-0.25137833845402585,-0.21358765687093173,-0.2400046105077894,-0.18039672870065995,-0.2486827425654933,-0.2430928371962681,0
9292,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2118325711475546,-0.5951018134670415,0.7479451805633223,0.8691679102106101,1.090133713030895,1.1970296228721644,1.2793508907933917,1.4120376349156545,0.04754086190390694,0.3940384047693785,-0.23432494415082925,-0.3080625617347319,0.14403750590357176,-0.2933820579246719,0
17825,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9054982522888292,-1.137533509271473,-0.7171941861128549,-0.7636799624870122,-0.7152331596598404,-0.7127106723840126,-0.7056105736260835,-0.6961644311609219,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
7564,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.28890653571880737,0.5982479173027069,-0.6767376798948604,-0.6909834294244078,-0.667892370651592,-0.6557714772097583,-0.6578608335640196,-0.6410371720376292,-0.34194161870789364,-0.2267818227808356,-0.2356880640764997,-0.2878913601153485,-0.26858056848792594,-0.2542307182971897,1
2487,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25061121627996186,1.140679613107138,-0.695641827815454,-0.6832276338599398,-0.6415470701587289,-0.6363254130101972,-0.625095596842135,-0.6527242181386989,-0.3086143315744703,-0.14713940684440924,-0.16463543795092808,-0.16073619041341286,-0.3141361173103375,-0.2933820579246719,1
8262,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09646328713745636,-0.8120744917888141,1.7600911865790687,1.7806705939955718,1.8712062617426768,2.0079817965660918,2.1153085343256923,2.229492776140185,0.056536814409124475,0.0788540862242404,0.055338040054138886,0.10161709647160504,0.5367577543726368,-0.2933820579246719,1
426,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.1367201460025875,1.4661386305897963,-0.5659338416160364,-0.521241099325969,-0.4892144185951786,-0.4769018842886155,-0.41095372089724735,-0.3771047142551392,-0.16081505820015812,-0.1918867260980635,-0.296801274077391,-0.10871236345202852,-0.21595605519307126,-0.2371301331725424,0
24873,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7513503231463238,0.05581622149827576,-0.27723816884593705,-0.2692620456064588,-0.2031076276379276,-0.17352152059330467,-0.09465075796459596,-0.059018917857778824,-0.34194161870789364,-0.10942318916116428,-0.296801274077391,-0.11656381218362395,-0.21595605519307126,-0.2090041707964776,0
21105,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0596461814313347,1.0321932739462516,-0.522476030304327,-0.5187822873263641,-0.4616001600052318,-0.4562122668228954,-0.4805962973432612,-0.4930684216890287,-0.34194161870789364,-0.12873701754901698,-0.296801274077391,-0.2802314101333042,-0.2864493397932684,-0.2742001515841957,0
28115,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4430544648613128,0.8152205956244792,0.8608811677096271,0.8729053044500096,0.9396035587643384,0.7836258839534376,0.3089603759117119,0.360421778347134,-0.34194161870789364,-0.039980210687985976,-0.1264112833685862,-0.17401343704895636,-0.15050268044822707,-0.17525301594519985,0
29862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9054982522888292,0.27278889982004817,-0.6748771423480778,-0.6150553148766086,-0.6223684989187136,-0.5983814939765212,-0.6639138491833236,-0.6535973882496983,-0.2694909945047994,-0.20490728456178445,-0.23886867723639735,-0.3080625617347319,-0.3141361173103375,0.10038141534023498,1
976,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.1367201460025875,-1.137533509271473,-0.6117954131159248,-0.5850016070642949,-0.573311732483727,-0.6120761243200971,-0.5662267302620019,-0.6527242181386989,-0.22119057836940328,-0.2557742662933876,-0.296801274077391,-0.18039672870065995,-0.3141361173103375,-0.2933820579246719,1
8796,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4818331099937201,-0.8120744917888141,0.004368448453939793,-0.0987469460224298,-0.03577819856338789,-0.011595340923578092,0.062102608480966576,0.028701094831859036,-0.22119057836940328,-0.12678393377945885,-0.18320794693818784,-0.18039672870065995,-0.23284302587724104,-0.1381829975335465,1
16807,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4430544648613128,-0.7035881526279277,0.8080120241357256,0.8720060817758684,0.8390386295704537,0.9532465494575229,0.14293010509308562,0.10446539369396587,-0.10418282028140616,-0.008730870375055736,-0.12198114361015727,-0.18039672870065995,-0.1832293678206492,-0.1808782084204128,1
12329,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8284242877175766,0.05581622149827576,-0.6667152221610975,-0.6637257421145021,-0.5654384242904575,-0.6521651727378972,-0.6127592878354013,-0.6159503230792986,-0.34194161870789364,0.08158840350162179,-0.23103073766379234,-0.18678002035236355,-0.17079322661912874,-0.17227166393333698,1
527,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.487717728272577,1.0321932739462516,1.4886156715412342,1.5126600860386377,1.6356126550363834,1.8733826999202083,2.086441571249936,2.2168821847294047,-0.34194161870789364,0.01210202316689775,0.04397870734021857,0.07493493736748401,0.11131081853114967,0.04412949058810542,0
10850,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3276851808512146,-0.2696427959843829,1.226972486312674,1.2562270700112717,1.374654306366791,0.4001296010858342,0.4981335624269706,0.5124205445926551,-0.040064017861667786,0.0034216508577504657,-0.16787284777439535,-0.14848027044214196,-0.1523353749410827,-0.14712705356913508,1
12774,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.1367201460025875,-1.3545061875932451,-0.4444692589998087,-0.4072505750242858,-0.4056794838632924,-0.327178071043074,-0.32359620471756395,-0.3279385203127081,-0.16081505820015812,-0.2569895184166682,-0.034798265030818835,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
26845,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5201284294325655,0.4897615781418206,-0.32893938374083626,-0.32182442098086983,-0.28794036042364946,-0.2279580648194141,-0.16745142951633366,-0.10941090830218987,-0.34194161870789364,-0.1918867260980635,-0.18320794693818784,-0.18039672870065995,-0.13741200549925822,-0.2202545557469035,0
5900,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6742763585750711,1.9000839872333413,-0.6168745448129808,-0.5973237677708864,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.28156609853864845,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
26808,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.9054982522888292,-0.4866154743061553,-0.0283063934260517,0.0014320800186155614,-0.0654833540178477,0.02404800456770376,0.08861744863943949,0.131029915147834,-0.2388806057789921,-0.1724426921255736,0.3703323362111493,-0.20369574322937808,-0.2020799397471643,-0.06837435891615369,1
22858,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0596461814313347,-0.2696427959843829,-0.1581637658518533,-0.12903950985756218,-0.1292629183746806,-0.12168089381030205,-0.1371041093597688,-0.15394258396316224,-0.112514642064762,-0.18320635378891625,-0.23432494415082925,-0.3080625617347319,-0.246719141323148,-0.2371301331725424,1
12935,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25061121627996186,-0.052670117662610455,1.9585575786132317,2.01796702748887,3.720121469128785,2.257687292410816,2.4543596510667607,2.5855782640989258,0.17710672818710707,0.11552865923038767,0.09395977128146796,0.15376858926602344,0.13349951256965184,0.07788064543938315,0
21354,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1367201460025875,2.3340293438768858,-0.6756512346120677,-0.6880188046705985,-0.6930696528960031,-0.6948812274304582,-0.6931591257352869,-0.639626666473707,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.11777599307580496,-0.2933820579246719,1
20257,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.562830153417544,2.008570326394228,-0.6106410650029575,-0.6497175388938959,-0.5278167007076005,-0.20591608317674615,-0.5312409579189052,-0.6085619606016108,-0.16310932796658945,0.19686374776709775,1.4085753462634665,-0.30640290590528896,-0.31328522343865456,-0.16495891371556015,1
13432,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0596461814313347,0.05581622149827576,-0.5020644395538585,-0.4577756490275957,-0.44853565959661984,-0.42333582734881736,-0.5561274052884893,-0.6527242181386989,-0.1674563654187751,-0.2569895184166682,-0.2785695450715489,0.10691522854251903,-0.3141361173103375,-0.2933820579246719,1
11519,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.2137941105738403,1.140679613107138,-0.6036742346270491,-0.5815311695562811,-0.5510472858712581,-0.5330016810082127,-0.5123581809325982,-0.4953017221652389,-0.2738380319569851,-0.20764160183916586,-0.2790807150436753,-0.2874445296997293,-0.290834715901173,-0.27830654209110123,1
9970,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0596461814313347,-0.5951018134670415,-0.6014877634954287,-0.5555380141318865,-0.5323734138744011,-0.5123897856216275,-0.4936398880663809,-0.6527242181386989,-0.16081505820015812,-0.21358765687093173,-0.28510116138205305,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,1
29919,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9054982522888292,0.16430256065916196,-0.6541260374467367,-0.6428328652950022,-0.6316838049495781,-0.6724972686395966,-0.6424980167476341,-0.5646515790580804,-0.16081505820015812,-0.2569895184166682,-0.296801274077391,-0.2282714160884369,0.029166833226370217,-0.2933820579246719,1
10944,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.562830153417544,0.5982479173027069,-0.6616904127281811,-0.6909834294244078,-0.6779286756012541,-0.6724972686395966,-0.6630585317588568,-0.6527242181386989,-0.34194161870789364,-0.2569895184166682,-0.296801274077391,-0.3080625617347319,-0.3141361173103375,-0.2933820579246719,0
11431,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6742763585750711,1.4661386305897963,0.3846242974313969,0.4461398434442996,-0.3560747582500197,-0.31862864233823096,-0.27828082963282896,-0.2586222468856742,-0.11806918992033255,-0.1977893792682837,-0.2508527732495833,-0.2449318072993833,-0.2532644787976324,-0.2249797174260824,1
601,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0596461814313347,2.5510020221986593,-0.6903454070618394,-0.6855037912538597,-0.6723048840346332,-0.6664349464670716,-0.6566436510753553,-0.6305591307056357,-0.318395165841888,-0.24006279241383094,-0.2746505752852464,-0.2831677242930879,-0.2277376626471432,-0.2933820579246719,1
