,0,1,2,3,4,5,6,7,8,output
231,x,b,x,o,x,b,x,o,o,1
144,x,o,o,x,x,x,x,o,o,1
596,b,b,x,o,x,b,x,b,o,1
467,o,b,o,o,x,b,x,x,x,1
333,o,x,o,o,x,b,b,x,x,1
235,x,b,x,o,b,x,o,o,x,1
310,o,x,x,b,x,o,x,b,o,1
220,x,o,b,b,x,b,o,b,x,1
155,x,o,o,x,x,b,x,b,o,1
415,o,o,b,x,o,b,x,x,x,1
92,x,x,o,o,x,b,o,x,b,1
431,o,b,x,o,x,x,x,o,b,1
15,x,x,x,o,x,o,o,b,b,1
256,x,b,o,x,b,o,x,b,b,1
6,x,x,x,x,o,b,o,o,b,1
42,x,x,x,o,b,o,b,o,x,1
332,o,x,o,o,x,b,x,x,b,1
503,b,x,o,o,x,o,x,x,b,1
135,x,o,x,o,b,x,b,o,x,1
583,b,o,b,o,x,o,x,x,x,1
519,b,x,b,o,x,o,o,x,x,1
302,o,x,x,o,x,o,b,x,b,1
300,o,x,x,o,x,o,x,o,x,1
416,o,o,b,x,b,o,x,x,x,1
398,o,o,x,b,x,b,x,x,o,1
329,o,x,o,o,x,x,x,x,o,1
195,x,o,b,x,x,b,o,o,x,1
261,x,b,o,o,x,o,x,b,x,1
55,x,x,x,b,o,x,b,o,o,1
488,b,x,x,o,x,b,x,o,o,1
621,b,b,b,x,x,x,o,b,o,1
86,x,x,o,o,x,x,o,x,o,1
374,o,o,x,x,x,b,x,o,b,1
49,x,x,x,o,b,b,b,b,o,1
380,o,o,x,x,b,x,b,o,x,1
611,b,b,o,x,x,x,o,b,b,1
72,x,x,x,b,b,o,o,b,b,1
281,x,b,b,x,o,b,x,o,b,1
218,x,o,b,b,x,o,o,x,x,1
542,b,o,x,o,x,b,x,b,b,1
453,o,b,x,b,o,x,o,x,x,1
591,b,b,x,o,x,x,o,o,x,1
39,x,x,x,o,b,o,o,x,b,1
584,b,o,b,o,o,x,x,x,x,1
534,b,o,x,o,x,x,x,o,b,1
456,o,b,x,b,b,x,o,b,x,1
244,x,b,o,x,x,o,b,o,x,1
257,x,b,o,x,b,b,x,o,b,1
512,b,x,o,b,x,o,b,x,b,1
176,x,o,o,o,o,x,x,x,x,1
182,x,o,o,b,x,b,x,o,x,1
73,x,x,x,b,b,o,b,o,b,1
448,o,b,x,b,x,o,x,o,x,1
215,x,o,b,o,b,o,x,x,x,1
70,x,x,x,b,b,o,o,x,o,1
260,x,b,o,o,x,x,b,o,x,1
203,x,o,b,x,b,o,x,o,x,1
11,x,x,x,x,b,o,b,o,o,1
518,b,x,b,o,x,o,x,x,o,1
299,o,x,x,o,x,o,x,x,o,1
250,x,b,o,x,o,o,x,b,x,1
595,b,b,x,o,x,b,x,o,b,1
853,o,b,x,x,o,o,x,x,o,0
888,b,x,x,o,o,o,b,b,x,0
926,b,o,b,x,o,b,x,o,x,0
852,o,b,x,x,o,x,b,b,o,0
822,o,o,o,x,o,x,b,x,x,0
737,x,b,b,o,o,o,x,b,x,0
705,x,b,x,x,x,o,o,o,o,0
633,x,x,o,x,o,o,b,x,o,0
659,x,x,o,b,b,o,b,x,o,0
944,x,x,o,o,o,x,x,o,x,1
766,o,x,x,o,b,b,o,b,x,0
886,b,x,x,o,o,o,o,x,x,0
707,x,b,x,x,b,b,o,o,o,0
648,x,x,o,b,x,x,o,o,o,0
686,x,o,x,b,o,x,b,o,b,0
716,x,b,x,b,b,x,o,o,o,0
683,x,o,x,o,o,b,x,o,x,0
948,x,o,x,o,x,x,o,x,o,0
825,o,o,o,x,b,x,x,b,b,0
765,o,x,x,o,b,b,o,x,b,0
807,o,o,x,x,o,b,x,o,x,0
740,o,x,x,x,x,b,o,o,o,0
702,x,o,b,b,o,x,x,o,b,0
701,x,o,b,o,o,x,x,o,x,0
866,o,b,x,b,o,b,x,x,o,0
739,x,b,b,b,x,x,o,o,o,0
635,x,x,o,x,o,b,o,o,x,0
794,o,x,b,o,x,b,o,b,x,0
779,o,x,o,x,o,b,x,x,o,0
769,o,x,x,b,o,x,o,x,o,0
742,o,x,x,x,o,x,b,o,o,0
893,b,x,o,x,o,x,o,x,o,0
651,x,x,o,b,o,x,o,x,o,0
698,x,o,b,x,o,x,o,o,x,0
938,b,b,o,x,o,b,o,x,x,0
631,x,x,o,x,o,o,o,x,b,0
695,x,o,o,b,x,o,x,x,o,0
784,o,x,o,b,o,x,x,x,o,0
872,o,b,b,x,o,x,b,x,o,0
758,o,x,x,o,o,o,x,b,x,0
685,x,o,x,b,o,x,x,o,o,0
884,b,x,x,o,o,o,x,o,x,0
920,b,o,x,b,o,b,x,o,x,0
671,x,x,b,b,b,x,o,o,o,0
848,o,o,b,x,o,x,x,o,x,0
632,x,x,o,x,o,o,o,b,x,0
793,o,x,b,o,x,x,o,b,b,0
950,x,o,o,o,x,x,x,x,o,1
703,x,o,b,b,o,x,b,o,x,0
821,o,o,o,x,o,x,x,b,x,0
710,x,b,x,o,o,o,x,o,x,0
704,x,o,b,b,o,b,x,o,x,0
736,x,b,b,o,o,o,x,x,b,0
708,x,b,x,o,x,x,o,o,o,0
789,o,x,b,x,o,o,x,x,o,0
641,x,x,o,o,o,x,o,x,b,0
860,o,b,x,o,x,b,o,b,x,0
745,o,x,x,x,o,b,x,o,o,0
642,x,x,o,o,o,x,o,b,x,0
791,o,x,b,x,o,b,b,x,o,0
643,x,x,o,o,o,o,x,x,b,0
909,b,x,b,x,b,x,o,o,o,0
744,o,x,x,x,o,o,b,x,o,0
937,b,b,o,x,o,x,o,b,x,0
811,o,o,o,x,x,o,x,x,b,0
855,o,b,x,x,o,b,b,x,o,0
665,x,x,b,o,o,o,x,o,x,0
