,0,1,2,3,4,5,6,7,8,9,10,11,12,13,output
26397,Private,HS-grad,Separated,Exec-managerial,Unmarried,White,1,United-States,-0.9957056173797816,-0.7212273953064929,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.278398744125386,1
6828,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,1,United-States,-0.4092049461031112,1.7689013737902846,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
14349,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,1,United-States,-0.7757678656510302,-1.1569802706629722,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
1626,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,0.9104215642693976,-0.6041625696176999,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
23175,Private,9th,Separated,Craft-repair,Unmarried,White,1,United-States,0.5438586447214785,-0.8877292767126801,-1.9748580118280492,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
27108,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,0,United-States,0.030670557354391757,0.3384764532926897,1.523438360749191,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
16207,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,0,United-States,-0.922393033470198,-0.29306345855285626,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
839,Private,HS-grad,Widowed,Farming-fishing,Not-in-family,White,0,United-States,1.7901725711844034,-0.9822072988694172,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-2.789081481369013,1
4447,Private,Some-college,Never-married,Exec-managerial,Own-child,White,1,Yugoslavia,-0.9957056173797816,0.013753255198023777,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
30553,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,0,United-States,-0.6291426978318626,1.2003278613885489,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
1905,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,0,United-States,0.3972334769023108,-0.2648962744501708,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
21102,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,-0.2625797782839435,-0.19049435828522324,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
9848,Private,10th,Widowed,Other-service,Other-relative,Asian-Pac-Islander,1,Philippines,1.4969222355460683,0.2989874444329544,-1.5861584148750223,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
27487,Private,11th,Married-civ-spouse,Other-service,Husband,White,0,United-States,1.4236096516364842,0.240758210159458,-1.1974588179219956,-0.14592048355885345,-0.21665952703259012,-1.6552247613235038,1
24516,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,1,United-States,0.4705460608118946,0.0932902584075914,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-1.6552247613235038,1
11263,Private,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,1,United-States,-1.5088937047468685,1.0619647410940252,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-1.6552247613235038,1
4510,Private,Some-college,Divorced,Other-service,Unmarried,White,1,?,0.5438586447214785,-1.4250848706420485,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-2.4651224184988667,1
31316,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,0,United-States,0.8371089803598137,2.1959852368850896,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
31383,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,0.9104215642693976,-0.4203700353398676,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
22215,Without-pay,HS-grad,Never-married,Farming-fishing,Own-child,White,0,United-States,-1.4355811208372846,-1.3822230001810496,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-2.4651224184988667,1
28646,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,0.17729572517355938,0.034871537527282406,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
32002,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,0,United-States,-0.48251753001269504,-0.914892181799259,0.7460391668431378,-0.14592048355885345,-0.21665952703259012,1.7463453988130226,1
2973,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,0,United-States,-0.1892671943743597,-0.025887342947161558,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
1668,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,0,United-States,0.9837341481789812,-0.9037314206579998,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
23843,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,-0.922393033470198,1.8335447297043856,-0.8087592209689691,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
17164,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,0,United-States,-1.2156433691085329,-0.9011638771356898,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,0.2885296158973685,1
8644,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Black,1,United-States,0.2506083090831432,-0.1387550402950566,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
3178,Self-emp-not-inc,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,1,United-States,1.4236096516364842,0.07472057093996155,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.3695193816149048,1
26015,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,1,United-States,-0.5558301139222788,-0.968687429473342,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-1.2502759327358222,1
16283,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,1,United-States,-0.5558301139222788,-0.08742311850953699,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
25354,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,0,United-States,1.9367977390035709,-0.9483555165623552,1.523438360749191,-0.14592048355885345,-0.21665952703259012,4.742966730361867,1
20138,Private,9th,Never-married,Transport-moving,Other-relative,White,0,United-States,-0.9957056173797816,-0.17993995428576426,-1.9748580118280492,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
7282,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,0,United-States,0.4705460608118946,1.4926109523969062,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
2496,?,Some-college,Never-married,?,Own-child,White,1,United-States,-1.4355811208372846,1.581631760277442,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-1.2502759327358222,1
24691,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,0,United-States,0.5438586447214785,-0.6889673004966563,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,1.58436586737795,1
16892,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,0,United-States,-0.9957056173797816,2.3821463537480794,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
1061,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,0,United-States,1.6435474033652355,-0.577274420110999,-0.4200596240159423,0.3240749155822005,-0.21665952703259012,-0.03542944697277691,1
8356,Private,12th,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,1,?,-0.11595461046477587,-0.5604859067474073,-0.8087592209689691,-0.14592048355885345,-0.21665952703259012,-0.6023578069955313,1
8679,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,0,United-States,-0.7757678656510302,0.8043766477930456,1.523438360749191,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
4963,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,1,United-States,0.6171712286310623,-0.195155728812812,1.523438360749191,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
5571,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,1,United-States,-0.8490804495606141,-1.214593673464328,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
27697,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,1.6435474033652355,-0.5735036366354294,-1.5861584148750223,-0.14592048355885345,-0.21665952703259012,0.6124886787675138,1
6726,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,1,United-States,-0.7757678656510302,-1.4920873348109658,1.1347387637961643,0.14845289521747934,-0.21665952703259012,-0.03542944697277691,1
3610,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,0,United-States,1.9367977390035709,1.8654353256309382,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,-2.060173589911185,1
31113,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,1,United-States,-0.7757678656510302,0.5498961348437917,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,-2.870071247086549,1
13728,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,1,United-States,0.030670557354391757,1.8782351459211255,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.1974089784078496,1
12503,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,-0.5558301139222788,-0.08230698012559813,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.7744682102025865,1
17870,Private,Bachelors,Never-married,Sales,Not-in-family,White,0,United-States,-1.1423307851989493,-1.2935622168534575,1.1347387637961643,-0.14592048355885345,3.758980068159476,-2.3031428870637938,1
20448,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,1,United-States,-1.0690182012893654,-0.014006532700014715,-1.1974588179219956,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
21961,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,0,United-States,-0.5558301139222788,4.863445046967391,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
22689,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,0,United-States,-0.922393033470198,0.21762189546764568,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
27624,Private,Assoc-voc,Divorced,Prof-specialty,Own-child,Black,0,United-States,-0.2625797782839435,2.8538732614079207,0.35733956989011106,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
22629,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,1,United-States,0.6171712286310623,0.5848469394703665,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.35938850984292225,1
658,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,0.3972334769023108,0.27958401589534937,-2.363557608781076,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
27040,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,1,United-States,0.2506083090831432,-1.5195439441381042,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
6269,Private,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,1,Philippines,-1.0690182012893654,-0.9761721504424375,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
9154,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,0,United-States,1.0570467320885653,-0.6260198497135274,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
20317,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Black,1,United-States,0.17729572517355938,-0.42474717595723743,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
7498,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,0,United-States,2.596610994189825,0.20177134080777592,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
9952,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,0,Taiwan,-0.6291426978318626,-0.4942319146753994,1.523438360749191,-0.14592048355885345,-0.21665952703259012,-1.8981940584761128,1
26292,Private,Some-college,Divorced,Other-service,Not-in-family,White,1,United-States,0.10398314126397556,0.08045254079604118,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
26679,Private,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,0,United-States,0.17729572517355938,-1.5066020088928072,-2.363557608781076,-0.14592048355885345,-0.21665952703259012,1.58436586737795,1
19408,Private,1st-4th,Separated,Other-service,Not-in-family,White,1,Mexico,0.5438586447214785,0.5874808033050609,-3.1409568026871293,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
5456,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,0,United-States,1.2036718999077327,-0.001083546115398844,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
10174,Private,7th-8th,Never-married,Machine-op-inspct,Own-child,White,0,United-States,-1.5088937047468685,-1.0069921470404988,-2.363557608781076,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
13657,Private,Some-college,Never-married,Exec-managerial,Own-child,White,0,United-States,-1.3622685369277008,-0.6836711498362456,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
20946,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,0,Mexico,-0.11595461046477587,2.1082055662791763,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
25484,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,0,United-States,-0.9957056173797816,-0.31028779111211696,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
23097,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,-0.1892671943743597,-0.2616276304826543,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.2885296158973685,1
15906,Private,10th,Married-civ-spouse,Sales,Husband,White,0,United-States,1.6435474033652355,-0.7471302144577684,-1.5861584148750223,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
8358,Private,HS-grad,Divorced,Other-service,Unmarried,White,1,United-States,0.2506083090831432,-0.4043584170642071,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.8453271041481403,1
31970,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,0,United-States,0.6171712286310623,0.310290320529323,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,1.989314695965632,1
20838,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,0,United-States,-1.3622685369277008,2.7755394981516126,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-1.3312656984533584,1
6721,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,0,United-States,1.7901725711844034,-1.1667104079227966,-1.9748580118280492,-0.14592048355885345,-0.21665952703259012,-1.9791838241936492,1
150,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,1,Mexico,0.6171712286310623,-0.03571222351039225,-0.03136002706291564,-0.14592048355885345,-0.21665952703259012,-0.1974089784078496,1
22058,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,0,United-States,-0.922393033470198,-0.8271314598540268,1.1347387637961643,-0.14592048355885345,-0.21665952703259012,-1.2502759327358222,1
15838,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,1,United-States,-1.3622685369277008,-0.9036366773545936,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
8542,State-gov,HS-grad,Divorced,Machine-op-inspct,Own-child,White,0,United-States,-0.2625797782839435,1.5091436588413012,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
32388,Private,Assoc-acdm,Separated,Tech-support,Unmarried,White,1,United-States,0.10398314126397556,0.6693295431177416,0.7460391668431378,0.05326223961501296,-0.21665952703259012,-0.6833475727130677,1
9338,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,0,United-States,-0.8490804495606141,0.44024970981171,0.7460391668431378,-0.14592048355885345,-0.21665952703259012,-0.03542944697277691,1
24860,Private,9th,Never-married,Machine-op-inspct,Other-relative,White,0,Mexico,-1.1423307851989493,2.4416261996265383,-1.9748580118280492,-0.14592048355885345,-0.21665952703259012,-0.4403782755604586,1
16130,?,HS-grad,Never-married,?,Not-in-family,Other,0,United-States,-1.3622685369277008,1.704428555822315,-0.4200596240159423,-0.14592048355885345,-0.21665952703259012,0.20753985017983206,1
