,0_high,0_low,0_med,0_vhigh,1_high,1_low,1_med,1_vhigh,2_2,2_3,2_4,2_5more,3_2,3_4,3_more,4_big,4_med,4_small,5_high,5_low,5_med,output
43,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
58,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1
370,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
657,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
454,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
1467,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
448,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1374,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
500,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
761,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
218,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
406,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
113,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1628,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1351,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
51,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
555,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1108,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
1191,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
573,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
975,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
1497,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
494,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1242,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
54,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
947,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1548,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1072,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
56,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
86,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1
561,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
282,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
731,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1654,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
184,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
492,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1369,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
785,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
330,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
966,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
198,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
434,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
774,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1412,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
255,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1702,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
894,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1
525,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
433,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1112,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
706,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
1411,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
1143,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
952,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1
107,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
199,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
1608,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
426,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
543,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
303,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
651,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
1132,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
1078,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
1483,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
1415,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
395,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1603,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
320,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
674,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
1633,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
1048,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
1069,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
692,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
917,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
1118,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
664,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
857,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
797,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
1504,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
1549,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1073,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
350,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
341,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
259,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
614,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
269,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
394,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
770,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
1495,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
227,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1321,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1
659,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
296,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
1394,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
566,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
745,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
1399,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
878,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
368,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1453,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1646,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
1700,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
1097,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
1583,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1148,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
1715,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
1238,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
1294,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
1199,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1634,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
1213,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1663,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1282,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
1240,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
