0,1,2,3,4,5
3.41,37.41,12.756809999999998,36.91,0.78,0
2.29,29.61,6.78069,30.35,-1.48,0
6.11,30.75,18.78825,35.12,-4.27,1
8.11,20.45,16.58495,30.35,-1.38,1
2.75,48.91,13.45025,36.31,1.31,0
8.88,30.36,26.959680000000002,32.69,-4.49,0
1.96,24.23,4.74908,31.31,-0.37,0
3.23,32.77,10.584710000000001,38.44,-0.9,0
5.78,29.08,16.80824,34.26,-2.92,1
4.13,41.3,17.0569,30.79,4.31,0
4.14,40.05,16.5807,33.22,1.36,0
7.95,43.3,34.4235,36.54,0.74,1
6.73,38.33,25.79609,30.91,2.47,1
5.65,23.79,13.44135,38.86,-1.28,1
5.45,45.63,24.86835,32.51,1.59,1
3.87,34.37,13.30119,33.23,2.29,0
3.21,26.63,8.54823,32.87,-3.45,1
1.64,48.54,7.960559999999999,36.84,2.51,1
3.5,42.5,14.875,34.25,3.8,0
2.01,32.76,6.584759999999998,32.43,1.65,0
9.27,21.39,19.82853,36.75,-3.0,1
5.63,39.92,22.474960000000003,38.76,1.61,0
4.14,40.85,16.9119,34.36,4.36,0
9.87,37.72,37.229639999999996,36.51,0.95,1
2.07,29.61,6.12927,31.97,-3.79,0
3.34,26.67,8.907779999999999,39.46,-1.7,0
3.43,43.85,15.040550000000001,34.8,1.85,0
9.47,46.6,44.1302,30.99,4.15,0
9.86,41.36,40.78096,31.88,3.88,0
1.01,44.45,4.48945,35.93,2.47,1
1.83,30.82,5.64006,36.19,-3.36,1
0.37,45.35,1.6779499999999998,33.35,2.91,1
3.87,20.98,8.11926,31.67,-2.67,1
0.39,42.58,1.6606200000000002,38.24,2.13,1
7.34,39.56,29.03704,38.77,1.33,0
0.26,21.1,0.5486000000000001,31.19,-1.91,0
9.12,40.23,36.68975999999999,33.37,0.06,1
9.15,32.15,29.417250000000003,31.52,4.39,0
1.86,46.35,8.621100000000002,32.85,4.02,1
6.79,31.37,21.300230000000003,34.97,-4.63,0
3.47,31.72,11.00684,36.64,-4.83,0
7.76,41.36,32.09536,36.37,1.75,1
1.65,49.56,8.1774,39.72,2.27,1
2.89,36.97,10.68433,34.79,1.48,0
0.28,21.23,0.5944400000000001,32.6,-0.85,0
8.72,32.09,27.982480000000002,30.76,1.55,0
1.84,44.0,8.096,34.56,3.45,1
7.15,38.84,27.7706,38.0,3.85,1
0.52,26.73,1.38996,36.5,-1.35,0
9.02,24.28,21.90056,38.91,-0.62,1
8.38,33.02,27.67076000000001,37.74,-4.03,1
6.86,36.84,25.272240000000004,32.39,0.7,1
7.66,31.27,23.95282,30.26,2.77,0
3.59,23.67,8.497530000000001,30.19,-3.14,1
7.82,22.32,17.454240000000002,32.93,-2.35,1
0.71,34.89,2.47719,34.43,2.41,0
2.25,26.69,6.00525,35.17,-4.12,1
7.15,49.81,35.61415,35.9,2.59,1
6.71,25.29,16.96959,35.47,-2.02,1
9.02,42.17,38.03734,33.16,4.3,0
2.16,44.4,9.590399999999999,32.69,4.98,1
4.37,46.15,20.16755,30.54,3.3,0
8.2,42.33,34.71059999999999,36.94,3.8,1
8.67,42.94,37.22897999999999,39.39,0.86,1
8.71,45.26,39.42146,30.72,3.17,0
2.95,29.37,8.664150000000001,36.15,-1.58,0
5.32,35.37,18.81684,30.3,2.6,1
5.12,34.86,17.84832,38.16,-2.88,1
6.03,39.64,23.90292,38.53,4.78,1
1.61,33.05,5.32105,30.3,3.76,0
8.8,28.15,24.772,30.56,-2.6,0
3.46,21.59,7.470139999999999,32.1,-4.3,1
3.51,27.82,9.764819999999999,35.95,-1.4,0
0.67,32.31,2.1647700000000003,31.09,0.17,0
2.7,38.4,10.368,35.87,4.22,0
4.24,24.98,10.591520000000001,37.01,-0.22,0
7.6,25.56,19.425599999999996,33.66,-1.08,1
6.07,39.06,23.70942,32.7,0.63,1
3.21,32.02,10.27842,39.93,-4.44,0
2.93,42.39,12.42027,33.28,0.96,0
0.24,46.22,1.1092799999999998,34.1,2.74,1
3.22,21.42,6.897240000000001,30.26,-0.81,0
1.15,21.73,2.49895,38.83,-2.74,1
8.2,45.15,37.022999999999996,39.16,3.96,1
1.47,49.02,7.20594,32.63,2.94,1
3.35,20.27,6.79045,34.53,-4.86,0
6.96,36.6,25.4736,31.68,0.89,1
2.46,32.99,8.11554,35.62,-3.61,0
7.94,39.5,31.363,32.64,4.34,1
6.4,27.96,17.8944,34.39,-0.59,1
3.25,47.07,15.297749999999999,33.42,0.55,0
2.89,27.6,7.976400000000001,38.54,-4.59,0
1.67,34.41,5.7464699999999995,38.76,-3.41,1
0.85,28.53,2.4250499999999997,33.63,-4.45,0
1.33,42.93,5.70969,33.06,3.66,1
7.82,45.38,35.48716,33.95,0.09,1
3.6,32.83,11.8188,34.87,-2.66,1
8.58,25.87,22.196460000000002,39.94,-3.12,1
1.16,36.22,4.2015199999999995,30.74,0.37,0
4.85,40.66,19.720099999999995,34.87,2.2,0
5.83,26.62,15.51946,34.35,-0.73,1
8.7,44.14,38.401799999999994,39.27,1.94,1
5.25,46.46,24.3915,34.79,1.31,1
0.86,37.69,3.2413399999999997,35.07,0.33,0
5.62,32.23,18.11326,38.01,-3.67,1
7.8,42.66,33.2748,34.38,4.47,0
9.79,27.39,26.81481,33.69,-2.92,0
7.29,46.56,33.942240000000005,31.91,3.19,0
1.79,30.68,5.49172,34.57,-3.48,0
9.5,27.6,26.22,32.78,-3.86,0
6.54,26.76,17.50104,30.03,-0.14,1
4.25,44.59,18.950750000000003,36.29,4.41,0
0.86,21.26,1.82836,35.23,-3.03,1
2.34,31.72,7.422479999999998,33.4,-3.08,1
4.65,40.78,18.9627,37.55,2.5,0
5.18,35.63,18.45634,39.44,-0.74,0
1.45,33.35,4.83575,36.52,-2.59,1
4.03,33.86,13.64558,33.84,4.58,0
7.64,20.74,15.84536,35.42,-2.11,1
6.68,21.57,14.408760000000001,35.87,-4.44,1
2.95,48.22,14.2249,30.37,1.07,0
9.84,36.22,35.64048,30.97,4.46,0
0.18,33.45,0.6021,39.73,-0.56,0
1.88,36.05,6.777399999999998,34.61,0.82,0
2.31,39.81,9.196110000000001,35.53,0.58,0
7.16,20.96,15.00736,32.06,-2.8,1
8.15,22.24,18.1256,34.29,-1.68,1
9.1,39.21,35.6811,32.16,1.08,1
4.6,24.92,11.4632,32.48,-3.22,1
3.23,20.43,6.59889,37.03,-1.71,0
1.58,43.5,6.873,32.78,2.26,0
4.01,46.57,18.67457,32.57,2.67,0
2.28,23.46,5.348879999999999,32.46,-0.04,0
4.19,35.88,15.033720000000002,36.63,-0.03,0
4.65,33.98,15.8007,36.87,-4.41,0
0.09,33.06,0.29754,32.67,2.3,0
0.31,43.41,1.34571,39.69,2.06,1
1.12,43.06,4.822720000000001,33.5,2.79,1
1.69,30.29,5.119009999999999,36.2,-2.41,0
3.39,26.3,8.915700000000001,36.27,-4.98,0
5.76,40.32,23.22432,30.02,0.31,1
0.59,43.57,2.57063,38.64,2.89,1
0.24,35.13,0.8431200000000001,31.49,1.01,0
8.16,27.3,22.2768,35.27,-2.47,1
3.96,40.93,16.20828,32.01,0.61,0
3.03,36.86,11.168579999999999,33.05,2.97,0
1.3,49.92,6.4896,34.08,1.85,0
6.64,23.19,15.39816,32.91,-0.85,1
1.85,20.08,3.7147999999999994,35.3,-4.45,1
0.19,39.12,0.7432799999999999,32.46,3.15,1
4.72,40.2,18.9744,34.24,4.09,0
5.3,31.59,16.7427,37.96,-4.05,1
4.87,40.39,19.66993,39.42,1.95,0
0.96,22.17,2.12832,36.5,-3.23,1
0.5,21.53,1.0765,32.46,-3.61,0
0.21,39.32,0.8257199999999999,35.9,0.58,0
1.43,47.31,6.7653300000000005,33.59,2.1,0
5.3,31.44,16.6632,36.92,-0.1,1
8.69,28.35,24.63615,31.71,-0.51,0
7.24,46.42,33.60808,36.33,0.96,1
1.04,28.23,2.9359200000000003,33.59,-3.01,0
1.82,24.59,4.4753799999999995,35.53,-3.28,1
3.84,30.16,11.581439999999999,38.92,-1.56,0
4.03,31.41,12.65823,39.1,-2.12,0
4.33,28.59,12.379470000000001,30.55,-0.5,0
3.06,24.69,7.55514,32.16,-1.6,0
0.14,31.09,0.4352600000000001,34.85,-3.18,0
9.17,45.98,42.16366,38.86,3.91,1
7.97,32.11,25.59167,37.53,-0.27,1
2.72,32.96,8.96512,33.06,-1.99,1
3.27,20.33,6.647909999999999,34.6,-1.98,0
7.33,24.89,18.24437,36.9,-2.62,1
9.27,41.77,38.72079,36.67,0.47,1
5.65,43.08,24.340200000000003,33.66,3.69,1
4.8,24.44,11.7312,35.0,-0.81,0
2.29,29.28,6.705120000000001,38.89,-2.08,0
3.91,24.03,9.39573,38.38,-1.36,0
2.23,45.0,10.035,38.34,2.84,0
8.41,44.86,37.72726,36.52,3.95,1
0.76,39.03,2.9662800000000002,35.41,3.68,1
3.4,38.26,13.0084,38.93,-3.27,0
5.19,48.78,25.31682,33.67,4.58,1
0.51,24.58,1.25358,37.41,-4.28,1
3.26,23.18,7.55668,39.98,-3.8,0
9.91,32.18,31.89038,39.77,-4.55,1
0.14,25.84,0.36176,36.05,-2.17,0
0.52,26.02,1.35304,37.61,-3.32,1
5.08,35.21,17.886680000000002,37.92,-1.87,0
8.27,30.97,25.61219,39.26,-2.79,1
6.82,43.86,29.91252,34.61,1.06,1
3.71,39.52,14.66192,36.52,2.06,0
9.92,44.99,44.63008000000001,35.78,0.51,1
5.98,29.78,17.80844,35.49,-0.95,1
7.2,41.86,30.1392,30.65,4.13,1
7.85,34.63,27.18455,39.65,-3.63,1
6.2,21.5,13.330000000000002,36.5,-4.31,1
2.76,38.95,10.7502,31.93,4.63,0
4.54,32.53,14.768620000000002,30.78,4.32,0
2.28,44.15,10.066199999999998,38.88,0.93,0
0.16,42.13,0.67408,38.87,2.79,1
9.63,40.3,38.8089,38.21,4.27,1
7.56,35.52,26.85312,31.55,3.86,1
7.94,37.74,29.965560000000004,35.72,3.78,1
8.07,40.92,33.02244,37.62,4.31,1
6.89,35.86,24.707539999999998,30.33,4.9,1
8.27,45.91,37.967569999999995,39.18,2.72,1
5.5,41.87,23.0285,36.55,2.9,1
7.17,41.12,29.48304,35.33,2.79,1
5.39,34.46,18.57394,39.69,-1.54,1
9.97,36.75,36.63975000000001,32.73,2.22,1
6.35,43.59,27.67965,32.33,1.6,1
2.5,23.73,5.9325,36.25,-3.89,1
7.62,40.22,30.647640000000003,33.05,3.61,1
4.91,30.24,14.84784,34.03,-1.93,1
5.25,31.56,16.569,35.26,-1.42,1
1.71,23.52,4.02192,30.55,-3.65,0
8.81,33.84,29.813040000000008,37.04,-2.71,1
5.41,35.06,18.967460000000003,38.4,-1.88,0
2.95,37.7,11.121500000000001,30.73,3.41,0
5.03,20.18,10.150540000000001,30.33,-3.67,1
5.42,34.68,18.79656,39.83,-0.23,1
7.95,44.33,35.24235,32.87,0.18,1
2.77,44.45,12.312650000000001,32.43,4.4,0
1.22,20.07,2.44854,30.43,-0.27,0
4.11,26.15,10.74765,31.72,-3.07,1
3.69,44.76,16.51644,32.62,2.67,0
7.78,40.6,31.5868,36.01,1.55,0
3.16,36.84,11.641440000000001,38.46,-0.48,0
9.57,21.92,20.97744,38.65,-0.97,1
0.62,29.96,1.8575199999999998,34.97,-3.5,0
9.37,20.68,19.377159999999996,34.15,-3.82,1
7.9,28.63,22.6177,31.29,-3.85,0
9.15,40.03,36.62745,34.43,0.46,1
3.79,20.93,7.9324699999999995,38.64,-2.5,0
8.13,27.8,22.601400000000005,35.9,-0.82,1
3.88,42.6,16.5288,33.81,1.36,0
7.75,21.37,16.56175,32.38,-1.68,1
7.31,39.13,28.60403,39.38,-0.97,0
7.92,33.67,26.66664,37.17,-2.6,1
7.92,39.43,31.228559999999998,36.24,4.96,1
1.49,25.82,3.8471800000000003,37.75,-2.58,1
9.99,23.48,23.45652,33.96,-1.75,0
0.03,41.19,0.12356999999999999,38.47,2.21,1
7.93,28.5,22.6005,30.99,-1.14,0
0.39,20.2,0.7878000000000001,35.1,-3.89,1
4.23,49.14,20.786220000000004,32.47,1.19,0
6.82,29.78,20.30996,34.27,-4.26,0
8.43,24.18,20.38374,39.55,-3.43,1
8.79,24.08,21.166319999999995,39.57,-2.75,1
4.94,35.15,17.3641,34.68,3.25,0
4.66,44.28,20.634480000000003,39.55,1.04,0
1.62,48.56,7.866720000000001,31.18,4.76,1
4.41,41.06,18.10746,30.95,2.19,0
3.18,37.81,12.02358,31.42,2.19,0
6.49,33.69,21.86481,36.6,-4.54,1
2.78,37.09,10.311020000000001,38.51,-1.81,0
6.89,45.56,31.390840000000004,35.32,3.08,1
8.39,40.12,33.66068,38.72,0.71,1
6.3,37.98,23.9274,30.52,4.68,1
7.78,26.82,20.86596,34.04,-3.0,0
2.41,29.88,7.20108,35.52,-1.0,0
9.94,27.83,27.663019999999996,31.51,-4.63,0
9.22,48.98,45.15956,36.2,4.64,1
7.63,42.88,32.717439999999996,37.6,3.89,1
9.63,42.51,40.93713,34.29,1.93,1
5.84,22.38,13.06992,33.82,-2.13,1
9.17,36.07,33.076190000000004,35.36,0.66,1
9.27,38.78,35.949059999999996,39.37,-1.72,1
0.14,33.75,0.47250000000000003,32.18,0.44,0
2.85,23.22,6.617699999999999,38.55,-2.28,0
2.63,30.6,8.047799999999999,38.54,-3.35,0
1.69,38.0,6.422,37.89,3.1,1
4.29,45.14,19.36506,37.34,1.76,0
7.71,27.94,21.54174,34.45,-3.21,0
7.08,39.81,28.185480000000002,31.45,2.04,1
3.73,23.65,8.82145,30.36,-2.98,1
4.84,46.24,22.38016,37.13,3.19,0
5.45,41.44,22.584799999999998,37.03,4.46,1
0.5,30.11,1.5055,35.7,-2.42,0
8.28,35.3,29.228399999999993,30.25,4.43,1
7.19,22.64,16.278160000000003,31.96,-3.35,1
1.41,39.61,5.58501,36.81,3.78,1
3.19,43.23,13.79037,35.71,3.93,0
7.71,31.45,24.24795,34.78,-1.71,0
2.1,42.33,8.8893,38.75,1.33,0
8.6,27.83,23.933799999999998,32.21,-1.21,0
2.71,23.68,6.41728,37.52,-3.85,1
4.06,20.64,8.37984,31.68,-1.82,1
8.71,25.1,21.862100000000005,39.52,-3.69,1
9.64,46.39,44.71996,39.37,3.85,1
8.02,42.62,34.181239999999995,33.57,0.45,1
8.92,21.93,19.56156,33.63,-3.0,1
1.68,39.7,6.6696,36.21,4.84,1
0.94,49.15,4.620099999999999,37.85,0.84,0
8.53,26.66,22.74098,34.36,-2.61,0
8.57,36.65,31.40905,31.26,3.37,1
8.25,40.93,33.767250000000004,34.28,1.51,1
7.16,38.6,27.637600000000003,39.59,-0.43,0
5.78,25.49,14.73322,39.05,-4.45,1
2.19,42.32,9.268080000000001,35.85,0.91,0
5.3,48.53,25.7209,32.72,2.61,1
7.33,47.5,34.8175,34.61,4.18,0
1.63,34.98,5.701739999999999,33.72,0.55,0
3.81,35.32,13.45692,33.81,2.12,0
8.46,27.18,22.994280000000003,31.7,-3.91,0
2.5,44.99,11.2475,33.33,3.9,0
1.53,38.06,5.823180000000001,31.68,3.32,1
0.68,35.47,2.41196,37.54,-2.31,0
4.75,25.55,12.13625,39.53,-4.71,0
9.63,47.12,45.37656,34.35,4.36,0
0.04,49.41,0.19763999999999998,33.4,2.59,1
8.71,23.49,20.45979,32.74,-1.58,0
4.17,20.76,8.656920000000001,38.48,-3.79,0
1.85,43.48,8.043800000000001,31.4,4.56,1
1.25,20.9,2.6125,38.04,-3.42,1
8.46,26.86,22.72356,39.04,-1.12,1
0.72,30.62,2.20464,30.41,1.51,0
5.28,42.35,22.3608,38.48,0.95,0
0.18,21.63,0.38933999999999996,32.37,-1.45,0
2.81,22.83,6.415229999999999,32.42,-0.96,0
2.85,37.73,10.753049999999998,36.85,4.67,0
2.88,27.07,7.79616,30.04,-3.73,1
5.35,48.42,25.9047,36.8,4.81,1
4.39,47.82,20.992979999999996,30.66,3.7,0
3.95,39.46,15.586700000000002,38.24,4.79,0
8.73,29.72,25.94556,37.04,-4.98,1
8.46,29.04,24.56784,31.33,-4.11,0
3.49,44.16,15.411840000000002,31.96,2.25,0
7.96,33.61,26.75356,32.15,2.05,0
6.69,22.24,14.878559999999998,33.51,-2.38,1
8.0,49.04,39.232,35.07,2.97,1
1.98,40.44,8.007119999999999,34.39,1.19,0
1.67,21.86,3.65062,31.01,-1.7,0
6.56,32.95,21.6152,38.15,-3.18,1
6.2,39.22,24.316399999999998,39.66,-2.11,0
0.37,33.04,1.22248,38.82,-3.56,1
6.53,43.56,28.444680000000005,31.14,2.27,1
2.08,27.51,5.72208,38.83,-1.72,0
3.01,29.72,8.945719999999998,39.86,-0.82,0
0.34,34.5,1.173,36.03,-1.43,0
7.98,34.49,27.523020000000002,39.3,-4.82,1
4.19,39.24,16.441560000000003,30.35,3.62,0
0.02,46.21,0.09242,35.08,2.82,1
3.88,26.9,10.437199999999999,31.26,-0.44,0
4.13,25.39,10.48607,31.7,-4.27,1
9.5,47.42,45.049,30.99,4.93,0
1.23,49.06,6.0343800000000005,31.07,1.77,0
9.36,23.12,21.64032,33.34,-3.69,0
0.7,49.09,3.4363,35.36,2.35,1
2.02,26.77,5.40754,37.77,-1.57,0
2.25,41.21,9.27225,37.89,0.85,0
8.94,23.55,21.0537,36.72,-0.76,1
8.77,47.11,41.31547,33.36,0.21,1
0.58,22.9,1.3281999999999998,35.39,-3.0,1
8.72,29.3,25.549600000000005,39.46,-4.56,1
8.06,46.02,37.09212000000001,31.04,2.47,1
1.14,37.95,4.3263,30.75,0.54,0
0.94,27.56,2.5906399999999996,30.42,-2.86,0
7.37,33.18,24.45366,38.17,-2.85,1
5.59,34.88,19.49792,39.66,-3.24,1
9.58,35.34,33.855720000000005,39.41,-4.45,1
4.14,29.73,12.308219999999999,38.95,-2.55,0
6.18,35.76,22.09968,33.81,4.34,1
0.71,37.16,2.6383599999999996,31.48,1.07,0
6.58,27.52,18.10816,32.97,-0.25,1
3.77,36.51,13.76427,37.57,-0.41,0
0.33,30.8,1.0164000000000002,32.32,-1.15,0
1.13,39.15,4.42395,38.04,1.49,0
2.12,31.18,6.6101600000000005,32.03,-0.59,0
1.46,40.98,5.983079999999999,34.83,4.86,1
0.04,20.32,0.08128,31.38,-1.05,0
4.2,49.61,20.836199999999998,36.07,2.7,0
7.25,42.77,31.008250000000004,36.14,4.27,1
1.58,37.6,5.940800000000001,38.24,-2.89,0
9.12,25.79,23.52048,30.07,-1.01,0
4.39,26.49,11.629109999999999,31.01,-1.28,0
1.58,48.36,7.64088,38.69,3.18,1
4.39,38.34,16.83126,30.12,2.59,0
4.25,39.67,16.85975,32.04,1.96,0
7.55,23.77,17.94635,36.54,-4.39,1
5.9,20.83,12.2897,38.34,-0.07,1
6.21,21.31,13.233509999999999,34.16,-4.15,1
2.91,28.46,8.28186,35.48,-2.49,0
8.65,30.76,26.607400000000002,35.43,-0.05,1
5.56,46.07,25.61492,39.42,4.26,1
2.62,23.69,6.20678,37.85,-4.47,1
8.02,34.2,27.4284,39.17,-1.03,1
7.63,38.27,29.200010000000002,39.71,-2.74,0
3.17,24.64,7.81088,34.09,-4.93,1
4.29,27.98,12.00342,33.54,-4.0,1
5.51,43.1,23.7481,34.94,4.9,1
4.81,29.94,14.401139999999998,32.07,-2.51,1
5.07,25.97,13.16679,33.02,-1.36,1
1.88,38.88,7.30944,36.69,1.04,0
1.23,40.51,4.982729999999999,31.46,4.36,1
0.62,25.15,1.5593,31.02,-1.27,0
8.86,23.11,20.475459999999998,34.71,-1.85,0
9.11,44.25,40.311749999999996,35.49,1.82,1
2.39,24.9,5.9511,34.08,-1.33,0
8.55,28.06,23.991300000000003,32.56,-4.35,0
7.36,45.42,33.42912,30.44,1.91,1
4.6,32.39,14.8994,38.34,-1.09,0
1.71,41.86,7.158060000000001,33.22,3.14,1
8.18,35.52,29.05536,30.86,3.33,1
3.18,26.89,8.551020000000001,31.08,-3.94,1
5.56,40.06,22.27336,35.29,2.56,1
5.84,31.59,18.44856,32.99,-3.24,1
7.15,35.38,25.296700000000005,36.08,-2.07,0
5.78,37.42,21.628760000000003,39.23,-0.35,0
9.99,43.6,43.556400000000004,33.66,2.35,1
0.52,26.99,1.4034799999999998,36.64,-4.93,1
3.84,38.83,14.910719999999998,35.76,1.05,0
4.11,41.98,17.25378,34.36,3.58,0
3.76,27.34,10.279839999999998,36.44,-3.25,0
4.61,30.87,14.231070000000003,37.96,-4.35,0
5.7,39.44,22.4808,33.07,3.27,1
8.82,30.71,27.086220000000004,36.02,-3.34,1
8.74,32.17,28.116580000000006,38.12,-3.27,1
9.01,25.04,22.56104,33.78,-3.73,0
1.46,24.19,3.53174,33.15,-2.59,0
8.08,49.22,39.769760000000005,37.92,3.32,1
9.87,24.3,23.984099999999998,33.83,-4.72,0
6.0,21.84,13.104,32.82,-2.27,1
6.04,22.16,13.38464,30.45,-2.08,1
9.15,49.58,45.3657,38.9,1.36,1
1.88,20.01,3.76188,37.33,-4.53,1
4.48,29.22,13.090560000000002,33.35,-4.78,1
5.86,27.92,16.361120000000003,35.13,-2.04,1
4.76,37.67,17.93092,34.97,0.19,0
6.01,37.14,22.32114,37.49,-2.87,0
4.09,26.33,10.76897,37.16,-4.33,0
5.95,45.33,26.97135,38.8,2.81,1
4.97,35.66,17.723019999999998,38.72,-2.49,0
4.48,27.34,12.248320000000001,38.34,-1.77,0
8.97,45.86,41.13642,30.27,3.36,0
8.47,33.66,28.510019999999997,39.41,-2.85,1
9.46,34.56,32.693760000000005,30.61,0.68,0
5.81,26.25,15.251249999999999,31.39,-3.06,1
7.88,43.18,34.02584,36.23,2.47,1
2.42,43.72,10.58024,39.76,0.9,0
7.62,30.59,23.30958,36.13,-1.62,1
4.24,25.59,10.85016,30.41,-2.72,1
7.56,45.75,34.587,34.47,4.57,0
3.92,24.77,9.70984,36.4,-1.58,0
1.24,27.47,3.4062799999999998,39.17,-3.99,1
9.65,43.32,41.8038,32.84,3.4,0
6.84,40.77,27.886680000000002,33.87,3.78,1
3.44,33.37,11.47928,37.23,-2.69,0
0.94,24.58,2.3105199999999995,39.25,-1.72,0
8.29,48.25,39.999249999999996,36.46,0.68,1
0.08,25.63,0.20503999999999997,35.05,-4.45,1
2.68,21.41,5.7378800000000005,34.0,-2.08,0
7.28,40.4,29.4112,35.19,2.28,1
9.29,33.37,31.000729999999994,31.35,3.6,0
8.66,27.64,23.93624,36.71,-2.34,1
2.34,27.69,6.47946,33.41,-3.21,0
9.25,25.68,23.753999999999998,35.77,-4.75,1
2.75,41.94,11.5335,33.63,4.79,0
0.57,43.4,2.4737999999999998,32.85,0.14,0
8.88,25.28,22.448640000000005,32.11,-3.06,0
6.03,38.25,23.06475,38.47,-0.65,0
0.5,25.8,1.29,33.48,-0.36,0
9.09,26.2,23.8158,31.3,-1.41,0
6.86,26.46,18.15156,30.46,-3.01,1
6.34,49.6,31.4464,38.48,1.11,0
1.63,21.28,3.4686399999999997,31.45,-3.7,0
0.99,39.64,3.92436,32.04,4.08,1
4.71,24.97,11.76087,36.43,-2.84,0
8.19,42.86,35.10234,34.23,3.47,0
1.77,45.48,8.04996,33.92,2.03,0
0.35,44.32,1.5512,36.77,0.32,0
3.7,23.4,8.658,32.67,-2.02,1
8.77,39.99,35.07123,34.35,2.23,1
7.67,44.85,34.399950000000004,37.8,2.52,1
6.46,40.79,26.35034,38.4,1.49,0
4.27,44.47,18.98869,31.84,3.41,0
9.95,28.01,27.86995,36.13,-0.45,1
7.11,46.68,33.18948,37.27,3.26,1
0.93,26.66,2.47938,31.2,-2.6,0
7.16,20.98,15.02168,33.62,-0.62,1
1.26,38.71,4.87746,36.87,1.51,0
8.4,34.48,28.9632,37.29,-2.99,1
5.94,23.56,13.99464,32.17,-2.45,1
9.52,35.65,33.9388,31.84,2.53,0
6.63,39.77,26.367510000000003,32.41,1.01,1
9.85,44.02,43.359700000000004,35.79,4.33,1
4.02,27.7,11.135399999999999,36.57,-0.54,0
9.84,33.57,33.03288,34.95,-2.4,0
1.42,43.61,6.19262,31.13,1.06,0
7.58,47.63,36.10354,36.02,3.7,1
2.46,48.48,11.926079999999999,33.77,1.44,0
2.59,40.58,10.51022,31.2,4.28,0
8.25,43.4,35.805,32.7,4.37,0
9.1,32.14,29.2474,31.43,3.83,0
6.28,32.92,20.67376,31.13,0.93,0
0.58,48.39,2.8066199999999997,36.6,0.95,0
6.77,43.29,29.307329999999997,35.59,1.01,0
6.62,48.75,32.2725,33.12,0.36,1
8.22,26.01,21.38022,39.45,-0.93,1
5.0,32.76,16.38,34.18,-3.84,1
8.86,29.83,26.42938,32.39,-1.67,0
3.86,20.16,7.78176,38.72,-4.26,0
7.31,48.9,35.74589999999999,36.87,0.72,1
4.71,25.17,11.855070000000001,32.08,-2.71,1
2.77,23.09,6.39593,31.07,-3.3,0
7.18,24.53,17.612540000000003,39.22,-0.73,1
6.47,45.33,29.32851,31.29,1.62,1
2.3,20.84,4.7932,31.39,-3.63,0
1.2,29.28,3.5136000000000003,38.52,-1.85,0
7.46,33.94,25.31924,38.0,-2.58,1
1.9,34.72,6.596799999999999,33.09,3.24,0
5.31,20.27,10.763369999999998,38.8,-1.41,1
4.89,44.13,21.57957,36.53,2.87,0
1.02,49.95,5.094900000000001,34.48,4.6,1
1.99,32.46,6.45954,30.66,4.14,0
7.19,27.16,19.52804,32.1,-3.69,1
6.87,24.25,16.65975,38.89,-3.2,1
