0,1,2,3
0.27,26.28,0.7095600000000001,0
8.1,35.33,28.6173,0
8.61,41.25,35.51625,1
8.4,44.57,37.4388,1
3.26,33.72,10.992719999999998,0
1.75,43.43,7.60025,0
4.41,29.9,13.1859,0
5.7,36.03,20.537100000000002,0
1.98,45.24,8.95752,0
6.6,36.11,23.8326,0
8.49,22.11,18.77139,1
8.21,43.66,35.84486,1
4.4,25.27,11.1188,0
9.62,46.06,44.30972,1
4.0,49.82,19.928,1
1.78,36.51,6.498779999999999,0
9.26,33.03,30.58578,1
5.3,26.48,14.0344,1
4.48,29.46,13.198080000000001,0
1.02,49.08,5.0061599999999995,0
8.21,25.17,20.664570000000005,1
5.17,24.84,12.842279999999999,1
6.47,43.63,28.228610000000003,0
8.04,36.05,28.984199999999994,0
8.64,45.69,39.47616,1
9.39,30.65,28.78035,1
8.58,42.64,36.58512,1
1.63,33.2,5.4116,0
2.09,23.81,4.97629,0
0.96,21.05,2.0208,0
4.48,20.47,9.17056,0
6.44,44.3,28.529199999999996,0
1.57,21.13,3.31741,0
6.33,48.98,31.004339999999996,0
5.57,23.22,12.933539999999999,1
5.86,35.66,20.89676,0
0.26,25.34,0.65884,0
4.65,45.98,21.380699999999997,1
6.47,34.66,22.425019999999996,1
1.92,29.81,5.72352,0
6.69,29.08,19.45452,1
3.05,27.93,8.51865,0
5.49,30.04,16.49196,1
7.44,35.48,26.39712,0
7.89,30.66,24.190739999999998,1
6.76,22.11,14.946359999999999,1
2.82,23.39,6.59598,0
9.58,25.88,24.793039999999998,1
6.43,20.94,13.46442,1
6.54,43.73,28.59942,0
8.88,24.23,21.516240000000003,1
1.14,38.8,4.4232,0
9.5,44.4,42.18,1
1.26,24.38,3.0718799999999997,0
1.46,31.56,4.60776,0
2.69,27.39,7.36791,0
0.96,23.16,2.22336,0
5.07,34.8,17.6436,1
9.35,28.51,26.656850000000002,1
4.01,24.12,9.67212,0
5.03,20.89,10.507670000000001,1
4.24,23.01,9.756240000000002,0
4.99,45.62,22.76438,1
0.79,28.61,2.26019,0
7.04,37.19,26.181759999999997,0
3.85,32.84,12.643400000000002,0
6.49,38.46,24.96054,0
8.28,26.59,22.016519999999996,1
1.85,32.23,5.962549999999999,0
0.11,27.31,0.30040999999999995,0
6.76,43.23,29.223479999999995,0
6.47,44.84,29.01148,0
8.76,21.28,18.641280000000002,1
1.21,34.04,4.11884,0
3.56,39.82,14.17592,1
6.29,44.57,28.03453,0
5.6,20.2,11.312,1
1.63,41.37,6.743309999999999,0
7.6,30.42,23.1192,1
9.49,24.98,23.706020000000002,1
1.98,44.82,8.87436,0
0.31,41.95,1.30045,0
0.24,41.21,0.9890399999999999,0
5.25,26.24,13.776,1
2.22,34.94,7.75668,0
1.18,28.88,3.4078399999999993,0
0.31,33.41,1.03571,0
1.42,29.0,4.118,0
0.86,49.8,4.2828,0
7.09,25.18,17.852619999999998,1
2.75,31.2,8.58,0
4.94,28.16,13.91104,0
9.77,23.76,23.21352,1
3.57,49.0,17.493,1
5.65,46.7,26.3855,0
3.02,39.13,11.817260000000001,1
7.64,40.3,30.789199999999994,0
4.47,40.99,18.32253,1
9.7,36.38,35.2886,1
9.45,27.9,26.365499999999997,1
2.57,27.08,6.959559999999999,0
2.03,48.14,9.77242,0
8.67,49.38,42.81246,1
2.88,36.09,10.39392,1
1.06,43.9,4.6533999999999995,0
8.13,44.06,35.820780000000006,1
3.2,26.78,8.569600000000001,0
8.14,28.43,23.142020000000002,1
9.77,49.57,48.42989,1
5.0,37.75,18.875,0
9.05,38.27,34.634350000000005,1
4.34,44.42,19.278280000000002,1
7.66,31.12,23.837920000000004,1
8.36,33.05,27.629799999999996,1
6.38,24.4,15.5672,1
6.22,35.68,22.19296,0
4.4,28.18,12.3992,0
5.81,34.45,20.01545,1
3.83,45.91,17.58353,1
8.4,22.63,19.0092,1
4.61,26.85,12.37785,0
9.11,21.38,19.477179999999997,1
9.82,40.94,40.20308,1
2.6,44.03,11.4478,1
4.2,32.02,13.448400000000001,0
6.19,46.42,28.733980000000003,0
9.74,41.72,40.63528,1
3.61,36.31,13.10791,1
0.31,24.69,0.76539,0
1.85,33.21,6.1438500000000005,0
4.4,27.61,12.1484,0
3.67,30.04,11.02468,0
0.75,28.81,2.1607499999999997,0
6.73,35.22,23.70306,0
3.81,25.94,9.883140000000001,0
7.99,32.87,26.26313,1
1.26,20.39,2.56914,0
3.27,48.19,15.75813,1
0.12,49.36,0.59232,0
3.37,28.75,9.68875,0
4.77,43.24,20.62548,1
8.15,33.17,27.03355,1
9.21,29.52,27.187920000000002,1
5.76,22.71,13.08096,1
3.95,31.61,12.485949999999999,0
6.17,28.69,17.70173,1
5.4,28.9,15.606,1
1.06,42.97,4.55482,0
2.85,49.33,14.05905,1
6.23,47.49,29.586270000000003,0
0.77,43.5,3.3495,0
9.15,46.47,42.520050000000005,1
4.32,47.94,20.710079999999998,1
7.75,37.82,29.3105,0
3.26,33.11,10.793859999999999,0
2.03,28.07,5.6982099999999996,0
0.51,40.23,2.05173,0
5.11,21.91,11.196010000000001,1
2.82,37.25,10.504499999999998,1
1.23,25.08,3.08484,0
4.64,27.0,12.527999999999999,0
6.16,33.38,20.56208,1
6.06,35.68,21.62208,0
2.43,43.6,10.594800000000001,1
0.22,31.67,0.69674,0
0.19,46.36,0.8808400000000001,0
8.03,43.58,34.99473999999999,1
0.05,38.91,0.19455,0
2.92,25.36,7.405119999999999,0
8.62,36.49,31.454379999999997,0
0.38,41.85,1.5903,0
9.41,41.6,39.1456,1
0.41,33.81,1.38621,0
6.61,20.66,13.65626,1
0.72,39.24,2.8252800000000002,0
0.98,37.0,3.626,0
7.41,32.32,23.94912,1
2.82,32.99,9.303180000000001,0
7.72,34.16,26.371519999999997,1
4.1,23.26,9.5366,0
5.7,32.82,18.7074,1
5.06,45.08,22.81048,0
0.49,36.11,1.76939,0
3.06,48.52,14.84712,1
4.66,40.2,18.733200000000004,1
8.7,46.25,40.2375,1
9.91,24.97,24.745269999999998,1
8.64,35.31,30.507840000000005,0
9.61,45.31,43.54291,1
1.06,21.19,2.24614,0
2.3,21.95,5.048499999999999,0
8.46,20.42,17.27532,1
1.43,24.3,3.4749000000000003,0
3.31,48.16,15.940959999999999,1
7.42,37.84,28.077280000000002,0
2.32,26.97,6.257039999999999,0
0.91,27.82,2.53162,0
7.42,35.1,26.0442,0
8.36,42.01,35.12035999999999,1
0.06,48.19,0.28914,0
8.89,22.15,19.69135,1
2.66,21.76,5.78816,0
1.14,21.96,2.50344,0
9.7,32.46,31.486199999999997,1
0.77,30.8,2.3716,0
3.38,48.17,16.281460000000003,1
6.28,35.54,22.31912,0
2.77,48.61,13.46497,1
1.75,25.64,4.487,0
5.98,38.87,23.24426,0
1.23,25.17,3.0959100000000004,0
3.27,26.06,8.52162,0
7.72,43.92,33.906240000000004,1
9.1,36.92,33.5972,1
6.53,38.3,25.0099,0
6.85,25.01,17.13185,1
5.35,41.61,22.26135,0
2.47,43.67,10.78649,1
4.9,47.08,23.069200000000002,1
5.02,31.49,15.807979999999997,1
3.3,49.93,16.476899999999997,1
4.95,29.25,14.47875,0
0.95,30.8,2.9259999999999997,0
7.85,32.13,25.222050000000003,1
7.29,23.39,17.05131,1
3.62,42.87,15.51894,1
8.56,29.92,25.611520000000002,1
6.76,46.5,31.433999999999997,0
7.53,28.43,21.40779,1
7.12,23.19,16.511280000000003,1
0.77,40.25,3.09925,0
0.62,28.7,1.7794,0
0.14,47.46,0.6644400000000001,0
2.22,39.17,8.69574,0
8.39,35.77,30.011030000000005,0
1.93,39.97,7.71421,0
1.08,33.94,3.66552,0
2.14,44.18,9.45452,0
7.8,41.61,32.455799999999996,1
5.27,32.83,17.301409999999997,1
7.79,32.77,25.52783,1
7.26,38.59,28.016340000000003,0
6.72,26.3,17.6736,1
8.69,40.66,35.33353999999999,1
1.09,25.32,2.75988,0
2.25,34.89,7.85025,0
3.95,38.53,15.21935,1
8.89,45.41,40.36949,1
5.26,28.31,14.89106,1
7.99,36.39,29.07561,0
1.93,22.81,4.40233,0
2.85,37.32,10.6362,1
1.69,48.1,8.1289,0
3.15,43.64,13.7466,1
6.64,24.18,16.055519999999998,1
1.51,38.88,5.8708800000000005,0
8.98,24.38,21.89324,1
7.63,24.51,18.70113,1
2.47,20.67,5.105490000000001,0
9.16,38.87,35.60492,1
1.92,30.92,5.93664,0
0.3,39.5,1.185,0
6.78,41.74,28.29972,0
4.64,34.41,15.966239999999996,0
2.72,24.84,6.756480000000001,0
9.5,42.54,40.413,1
0.87,34.51,3.00237,0
4.42,28.68,12.676559999999998,0
1.55,36.25,5.61875,0
5.15,37.64,19.3846,0
5.21,33.66,17.536859999999997,1
0.55,38.07,2.09385,0
2.8,35.14,9.8392,0
1.01,22.01,2.22301,0
6.65,35.66,23.7139,0
7.5,37.3,27.975,0
1.99,32.04,6.37596,0
1.94,36.49,7.07906,0
1.81,44.33,8.02373,0
2.83,41.69,11.798269999999999,1
6.23,40.21,25.05083,0
5.32,37.75,20.083000000000002,0
1.12,47.9,5.364800000000001,0
0.52,46.47,2.41644,0
2.55,24.54,6.257699999999999,0
2.25,24.71,5.55975,0
0.55,21.46,1.1803000000000001,0
5.9,30.9,18.231,1
2.45,22.69,5.559050000000001,0
5.45,24.13,13.15085,1
2.83,29.27,8.28341,0
9.04,45.4,41.041599999999995,1
7.17,49.32,35.36244,1
4.15,36.05,14.960749999999999,1
4.03,24.14,9.728420000000002,0
2.26,48.33,10.92258,1
2.75,40.28,11.077000000000002,1
2.11,27.0,5.697,0
8.05,28.33,22.80565,1
3.56,46.08,16.40448,1
2.95,48.91,14.428450000000002,1
6.11,31.79,19.42369,1
7.52,20.12,15.13024,1
0.97,27.58,2.6752599999999997,0
5.16,48.69,25.12404,0
6.38,39.52,25.21376,0
7.57,32.5,24.6025,1
8.74,48.17,42.10058,1
2.45,26.97,6.60765,0
3.23,47.91,15.474929999999997,1
0.72,26.82,1.9310399999999999,0
1.92,33.6,6.4512,0
9.22,38.64,35.62608,1
1.46,20.52,2.99592,0
6.83,39.43,26.93069,0
4.39,33.68,14.78552,0
0.22,27.27,0.5999399999999999,0
9.98,30.8,30.738400000000002,1
9.03,23.15,20.904449999999997,1
1.75,47.82,8.368500000000001,0
7.79,20.39,15.88381,1
6.09,34.42,20.96178,1
9.93,39.4,39.124199999999995,1
5.98,20.04,11.983920000000001,1
5.01,30.13,15.095129999999997,1
4.84,24.48,11.84832,0
0.47,20.71,0.9733700000000001,0
5.81,47.85,27.800849999999997,0
2.98,29.35,8.746300000000002,0
5.38,40.6,21.8428,0
1.72,26.0,4.4719999999999995,0
7.94,23.84,18.92896,1
1.03,32.47,3.34441,0
8.24,33.74,27.80176,1
4.64,40.09,18.601760000000002,1
7.53,34.36,25.873079999999998,1
5.59,30.54,17.071859999999997,1
6.8,39.92,27.1456,0
2.6,34.92,9.0792,0
4.7,20.55,9.6585,0
8.48,34.44,29.20512,1
3.09,49.08,15.165719999999999,1
3.42,41.21,14.09382,1
7.94,47.19,37.46886,1
8.78,44.4,38.9832,1
4.96,24.61,12.20656,0
2.77,48.08,13.31816,1
5.32,49.82,26.504240000000003,0
6.56,20.84,13.67104,1
1.52,36.8,5.5935999999999995,0
8.77,29.02,25.450539999999997,1
6.76,25.8,17.4408,1
3.66,40.39,14.78274,1
0.32,30.0,0.96,0
5.92,48.5,28.712,0
9.97,37.64,37.52708,1
3.69,28.45,10.49805,0
7.63,23.65,18.04495,1
1.99,35.47,7.05853,0
6.55,24.42,15.995099999999999,1
9.89,31.21,30.86669,1
8.99,45.67,41.05733,1
6.96,42.31,29.44776,0
9.21,38.4,35.366400000000006,1
9.82,41.58,40.83156,1
1.8,30.86,5.5548,0
9.33,47.81,44.606730000000006,1
3.58,33.56,12.01448,0
4.01,44.13,17.69613,1
4.28,31.31,13.40068,0
3.17,27.8,8.8126,0
0.43,43.73,1.8803899999999998,0
5.33,48.74,25.97842,0
3.52,45.08,15.86816,1
1.26,37.75,4.7565,0
8.15,38.63,31.483450000000005,0
5.81,34.21,19.87601,1
2.96,24.51,7.25496,0
9.93,20.34,20.19762,1
5.11,48.07,24.56377,0
1.51,39.1,5.904100000000001,0
6.98,26.15,18.2527,1
5.36,31.86,17.07696,1
6.39,42.86,27.387539999999994,0
6.81,26.66,18.155459999999998,1
3.11,39.94,12.421339999999999,1
2.96,22.64,6.70144,0
8.19,32.07,26.26533,1
0.16,38.59,0.61744,0
0.42,28.9,1.2137999999999998,0
2.9,44.29,12.844100000000001,1
1.27,22.17,2.8155900000000003,0
5.01,32.52,16.292520000000003,1
0.06,37.62,0.22571999999999998,0
3.61,47.04,16.98144,1
8.55,20.02,17.1171,1
0.52,30.29,1.57508,0
1.42,34.34,4.87628,0
9.0,31.6,28.440000000000005,1
8.05,40.56,32.650800000000004,1
6.82,42.96,29.298720000000003,0
1.59,23.52,3.73968,0
7.31,31.08,22.719479999999997,1
1.47,28.05,4.12335,0
4.43,43.97,19.47871,1
9.41,23.3,21.9253,1
2.98,28.96,8.63008,0
0.33,39.38,1.2995400000000001,0
9.56,34.52,33.00112,1
2.55,47.79,12.186449999999999,1
6.53,35.82,23.39046,0
4.33,36.34,15.735220000000002,1
9.91,24.01,23.793910000000004,1
9.15,30.7,28.090500000000002,1
9.43,32.37,30.524909999999995,1
6.12,32.72,20.024639999999998,1
1.78,43.09,7.670020000000001,0
4.47,47.8,21.3666,1
8.97,33.2,29.780400000000004,1
8.24,43.68,35.99232,1
1.43,47.98,6.861139999999999,0
7.87,28.17,22.16979,1
2.57,25.55,6.56635,0
4.27,42.7,18.2329,1
2.05,32.33,6.627649999999998,0
3.13,23.5,7.355499999999999,0
3.05,43.21,13.17905,1
9.5,45.73,43.44349999999999,1
4.73,42.35,20.031550000000003,1
1.88,35.39,6.653319999999999,0
8.02,37.89,30.38778,0
0.99,25.67,2.5413300000000003,0
5.4,38.1,20.574,0
7.11,32.83,23.34213,1
5.16,48.06,24.79896,0
7.3,34.64,25.2872,1
4.8,34.5,16.56,0
4.38,39.1,17.1258,1
4.31,36.8,15.860799999999998,1
4.73,21.13,9.99449,0
9.35,42.89,40.10215,1
0.28,37.24,1.04272,0
0.91,25.75,2.3432500000000003,0
6.3,32.38,20.3994,1
8.06,29.93,24.12358,1
5.95,40.97,24.37715,0
3.83,25.21,9.65543,0
6.36,42.25,26.871000000000002,0
9.22,43.16,39.79352,1
8.99,32.01,28.77699,1
0.55,36.08,1.9844000000000002,0
1.29,36.5,4.7085,0
6.87,20.24,13.90488,1
4.74,41.21,19.533540000000002,1
4.72,22.22,10.487839999999998,0
0.87,22.24,1.9348799999999997,0
2.77,46.61,12.91097,1
1.1,33.65,3.7015000000000002,0
6.09,23.98,14.603819999999999,1
8.42,31.9,26.8598,1
5.8,39.72,23.037599999999998,0
7.08,33.57,23.76756,1
8.86,22.49,19.926139999999997,1
1.25,43.94,5.4925,0
6.91,40.92,28.27572,0
7.58,49.36,37.41488,1
0.55,48.73,2.6801500000000003,0
2.1,41.14,8.6394,0
1.48,43.02,6.366960000000001,0
7.59,40.28,30.572520000000004,0
1.4,29.15,4.0809999999999995,0
9.17,47.67,43.713390000000004,1
6.56,26.33,17.272479999999998,1
3.09,45.73,14.130569999999997,1
3.19,49.45,15.77455,1
9.6,20.26,19.4496,1
8.25,39.86,32.884499999999996,1
6.39,48.17,30.780630000000002,0
2.06,24.69,5.08614,0
0.69,20.0,1.38,0
1.57,44.73,7.02261,0
9.02,24.95,22.5049,1
5.33,23.96,12.77068,1
2.54,28.36,7.2034400000000005,0
1.07,39.4,4.2158,0
0.26,40.71,1.05846,0
4.55,36.0,16.38,1
0.57,24.98,1.42386,0
3.08,36.57,11.26356,1
4.96,27.53,13.65488,0
8.4,29.62,24.8808,1
8.62,42.39,36.54018,1
2.67,45.09,12.03903,1
6.98,37.98,26.510039999999996,0
8.8,46.95,41.31600000000001,1
6.32,25.04,15.825280000000001,1
4.43,25.99,11.513569999999998,0
6.52,20.88,13.61376,1
1.9,25.8,4.901999999999999,0
8.39,46.92,39.365880000000004,1
2.47,26.99,6.66653,0
5.24,48.65,25.492600000000003,0
5.6,28.2,15.791999999999998,1
4.88,39.67,19.35896,1
2.97,31.85,9.45945,0
6.84,24.09,16.47756,1
9.83,44.11,43.36013,1
5.05,35.04,17.6952,0
6.84,31.27,21.38868,1
4.01,35.8,14.355799999999999,1
7.15,24.39,17.438850000000002,1
4.76,37.07,17.645319999999998,1
8.34,37.4,31.1916,0
1.52,21.14,3.21328,0
2.91,38.72,11.267520000000001,1
1.24,43.11,5.34564,0
3.99,20.45,8.15955,0
5.95,32.4,19.278,1
0.35,46.42,1.6247,0
6.67,46.91,31.288969999999996,0
6.35,38.2,24.256999999999998,0
0.44,34.52,1.5188800000000002,0
9.86,25.7,25.3402,1
4.8,49.61,23.8128,1
4.7,31.34,14.729800000000001,0
0.1,26.48,0.26480000000000004,0
3.67,40.5,14.863499999999998,1
8.77,40.61,35.61497,1
2.16,34.28,7.404480000000001,0
9.25,48.92,45.251,1
5.38,35.99,19.36262,0
5.26,22.57,11.87182,1
1.79,46.86,8.38794,0
1.56,34.41,5.367959999999999,0
6.72,49.45,33.2304,1
5.77,33.89,19.55453,1
4.71,49.29,23.21559,1
8.8,25.73,22.642400000000002,1
2.86,46.96,13.43056,1
3.11,36.13,11.23643,1
0.7,46.42,3.2494,0
4.96,35.42,17.56832,1
9.86,39.32,38.76952,1
6.21,46.99,29.180790000000002,0
1.85,43.59,8.064150000000001,0
7.26,40.76,29.59176,0
7.95,46.98,37.3491,1
5.39,30.61,16.49879,1
1.33,48.58,6.46114,0
3.32,44.11,14.64452,1
9.79,43.78,42.86062,1
3.57,43.94,15.686579999999998,1
6.33,36.53,23.12349,0
0.7,21.84,1.5288,0
0.31,26.51,0.8218099999999999,0
2.38,23.95,5.7001,0
6.82,24.35,16.6067,1
5.12,47.82,24.48384,0
4.88,33.25,16.226,0
7.79,29.48,22.96492,1
7.91,29.69,23.48479,1
1.08,27.12,2.9289600000000005,0
7.46,35.73,26.65458,0
7.74,37.2,28.792800000000007,0
9.45,22.63,21.385349999999995,1
0.64,45.06,2.88384,0
2.57,24.68,6.34276,0
0.39,22.98,0.8962200000000001,0
4.53,35.33,16.00449,1
6.22,45.85,28.518700000000003,0
8.61,21.2,18.2532,1
9.46,27.12,25.655520000000003,1
3.29,24.4,8.0276,0
7.16,38.41,27.50156,0
3.87,25.45,9.84915,0
6.53,43.5,28.4055,0
5.7,28.18,16.0626,1
2.01,30.34,6.098339999999999,0
5.03,37.92,19.07376,0
6.96,31.71,22.07016,1
2.31,28.24,6.523439999999999,0
7.6,26.63,20.238799999999998,1
4.45,41.64,18.5298,1
8.29,27.87,23.104229999999998,1
0.89,43.84,3.9017600000000003,0
0.25,45.76,1.144,0
9.83,47.38,46.57454,1
0.99,28.33,2.8046699999999998,0
0.35,25.75,0.9012499999999999,0
9.15,20.21,18.492150000000002,1
3.69,36.71,13.54599,1
5.82,42.38,24.665160000000004,0
8.86,22.94,20.324840000000002,1
3.49,27.59,9.628910000000001,0
6.99,49.89,34.873110000000004,1
9.81,49.83,48.883230000000005,1
6.58,41.63,27.392540000000004,0
5.09,27.78,14.140020000000002,1
8.53,28.49,24.301969999999997,1
5.85,39.4,23.049,0
5.13,34.42,17.65746,1
3.66,45.33,16.590780000000002,1
9.22,42.88,39.535360000000004,1
8.74,25.64,22.40936,1
8.21,22.75,18.677750000000003,1
4.5,37.51,16.8795,1
6.41,35.4,22.691399999999998,0
8.95,22.9,20.4955,1
5.83,23.2,13.5256,1
1.31,41.18,5.3945799999999995,0
3.06,24.13,7.38378,0
1.21,40.42,4.89082,0
2.37,22.1,5.2377,0
6.16,42.14,25.95824,0
3.39,20.92,7.091880000000001,0
2.3,31.87,7.3301,0
9.45,30.29,28.62405,1
4.0,48.8,19.52,1
3.67,22.78,8.36026,0
8.94,26.46,23.65524,1
9.92,31.79,31.535679999999996,1
0.77,41.88,3.2247600000000007,0
5.9,29.88,17.6292,1
8.74,41.2,36.0088,1
9.55,45.03,43.00365000000001,1
5.13,32.78,16.81614,1
4.09,45.33,18.53997,1
0.59,42.36,2.49924,0
7.15,24.54,17.546100000000003,1
5.97,39.29,23.456129999999998,0
9.6,30.77,29.5392,1
6.69,21.22,14.196180000000002,1
0.34,33.84,1.15056,0
4.32,30.68,13.25376,0
2.06,33.7,6.9422000000000015,0
9.1,22.43,20.4113,1
1.43,28.36,4.05548,0
5.61,33.5,18.7935,1
9.47,47.17,44.669990000000006,1
9.35,22.55,21.08425,1
2.42,40.21,9.73082,0
0.75,43.09,3.2317500000000003,0
9.27,44.98,41.696459999999995,1
7.2,21.44,15.436800000000002,1
3.55,22.89,8.12595,0
9.73,37.04,36.03992,1
6.13,45.08,27.63404,0
9.52,23.3,22.1816,1
9.09,42.58,38.70522,1
4.91,25.3,12.422300000000002,0
2.78,49.62,13.794359999999998,1
0.43,24.26,1.04318,0
0.37,40.34,1.49258,0
5.2,29.22,15.194399999999998,1
6.66,34.34,22.870440000000002,1
4.42,39.56,17.48552,1
3.11,29.32,9.11852,0
0.22,22.26,0.48972000000000004,0
0.27,28.03,0.7568100000000001,0
5.48,44.9,24.605200000000004,0
8.81,35.53,31.301930000000006,0
6.99,48.0,33.552,1
7.56,20.74,15.679439999999996,1
5.66,39.74,22.49284,0
0.54,35.85,1.9359000000000002,0
7.85,35.45,27.828250000000004,0
7.13,25.12,17.91056,1
4.41,48.72,21.48552,1
4.38,42.5,18.615000000000002,1
1.42,24.73,3.51166,0
4.49,24.83,11.14867,0
9.19,45.21,41.54799,1
9.26,35.06,32.465559999999996,1
3.61,27.93,10.08273,0
3.52,37.88,13.333760000000002,1
9.41,22.37,21.05017,1
2.44,29.5,7.198,0
0.95,44.1,4.1895,0
0.11,29.3,0.32230000000000003,0
4.23,41.96,17.749080000000003,1
5.82,21.87,12.728340000000001,1
8.22,20.61,16.94142,1
8.95,49.48,44.2846,1
2.56,22.32,5.71392,0
0.79,22.32,1.76328,0
1.3,37.96,4.934800000000001,0
1.85,31.57,5.840450000000001,0
0.45,32.86,1.4787000000000001,0
3.59,44.67,16.03653,1
6.71,30.0,20.130000000000003,1
3.0,25.31,7.592999999999999,0
6.21,36.29,22.536089999999998,0
4.91,46.93,23.04263,1
1.26,46.89,5.90814,0
0.79,23.12,1.82648,0
2.57,42.26,10.860819999999999,1
2.11,40.27,8.496970000000001,0
7.23,34.62,25.03026,1
9.2,29.02,26.6984,1
4.55,49.2,22.386000000000003,1
3.1,35.02,10.856200000000001,1
7.99,42.58,34.02142,1
3.0,46.77,14.031,1
2.51,41.57,10.43407,1
9.15,30.95,28.31925,1
3.27,48.58,15.885659999999998,1
5.55,40.62,22.544099999999997,0
1.07,22.21,2.3764700000000003,0
3.55,36.82,13.071099999999998,1
7.23,45.47,32.874810000000004,1
4.98,31.45,15.6621,0
0.81,28.33,2.29473,0
9.34,25.61,23.919739999999997,1
8.62,41.33,35.626459999999994,1
2.37,32.49,7.7001300000000015,0
7.6,42.64,32.4064,1
2.16,25.02,5.40432,0
3.82,49.69,18.98158,1
8.36,25.81,21.57716,1
0.37,29.62,1.0959400000000001,0
7.16,38.03,27.229480000000002,0
6.66,38.58,25.69428,0
9.76,24.67,24.07792,1
0.22,40.43,0.88946,0
8.57,21.38,18.32266,1
2.77,31.38,8.692260000000001,0
6.03,35.73,21.545189999999998,0
3.08,23.46,7.22568,0
0.62,31.43,1.9486599999999998,0
8.76,44.97,39.393719999999995,1
3.94,40.28,15.870320000000001,1
0.2,35.67,0.7134,0
3.94,38.18,15.04292,1
0.46,29.19,1.34274,0
2.11,35.53,7.49683,0
1.89,47.03,8.88867,0
4.42,41.81,18.480020000000003,1
0.54,47.05,2.5407,0
3.13,21.28,6.660640000000001,0
5.55,34.24,19.0032,1
9.6,21.06,20.217599999999997,1
9.32,44.93,41.87476,1
7.73,33.77,26.104210000000005,1
9.45,30.75,29.058749999999996,1
8.3,44.2,36.68600000000001,1
2.22,21.12,4.688640000000001,0
3.5,49.72,17.401999999999997,1
8.5,45.45,38.63250000000001,1
4.45,37.51,16.69195,1
8.02,49.86,39.987719999999996,1
9.51,22.33,21.23583,1
8.27,24.47,20.23669,1
5.67,35.89,20.349629999999998,0
9.76,49.54,48.35104,1
9.55,47.76,45.6108,1
2.95,41.9,12.3605,1
4.75,37.36,17.746000000000002,1
5.87,49.45,29.02715,0
5.82,41.25,24.0075,0
2.67,26.65,7.115549999999999,0
9.84,35.61,35.04024,1
4.79,29.75,14.25025,0
1.36,20.62,2.80432,0
2.88,47.95,13.8096,1
9.74,31.23,30.418020000000002,1
0.88,30.23,2.66024,0
7.9,42.23,33.3617,1
3.03,33.82,10.24746,0
5.85,36.16,21.153599999999997,0
0.4,45.21,1.8084,0
2.81,34.81,9.78161,0
2.76,47.0,12.972,1
2.57,46.74,12.012179999999999,1
8.3,44.9,37.267,1
0.13,25.09,0.32617,0
3.15,43.28,13.633199999999999,1
6.77,33.14,22.43578,1
8.57,30.83,26.42131,1
8.68,27.32,23.71376,1
4.55,38.95,17.72225,1
