0,1,2,3
32.82,31.73,3.2,0
40.62,38.15,1.56,0
25.54,36.45,-1.48,1
23.47,37.45,-4.22,0
21.53,36.55,-2.43,1
49.0,33.04,3.73,1
22.19,31.35,-4.6,0
40.31,32.76,0.1,1
47.66,36.63,4.45,1
37.79,34.84,4.01,1
35.02,35.18,-0.86,0
37.53,34.64,2.16,1
25.64,33.8,-2.92,0
20.09,38.62,-4.75,0
37.6,38.5,-0.82,0
20.56,38.62,-0.21,1
30.03,37.23,-2.08,1
27.81,38.24,-2.61,0
47.13,33.65,3.25,1
36.52,39.04,-4.9,0
30.74,39.68,-2.11,1
49.85,30.72,1.45,1
43.49,34.58,1.37,1
32.9,36.09,-2.49,1
46.44,36.0,1.07,0
24.27,35.35,-4.74,0
28.91,36.01,-3.58,0
43.37,36.95,2.49,1
43.52,38.58,2.78,1
49.0,32.84,4.32,1
44.5,38.08,0.4,0
30.55,36.13,-4.68,0
48.92,35.18,2.19,1
21.4,36.03,-3.79,0
45.4,39.1,1.62,0
32.84,30.14,4.44,0
31.55,36.11,-3.6,0
47.1,32.12,0.74,1
37.07,37.93,-4.47,0
37.87,33.03,1.11,1
25.22,31.34,-3.82,0
29.11,39.98,-3.03,0
30.53,39.14,-1.96,1
24.15,31.33,-0.52,0
26.42,37.35,-2.81,0
43.99,37.2,4.79,1
41.85,38.24,3.34,1
23.05,36.76,-4.44,0
24.27,33.37,-3.16,0
31.8,35.75,-4.78,0
33.9,32.33,1.29,0
20.66,30.04,-3.59,0
22.99,31.86,-3.51,0
38.44,34.47,3.8,1
48.63,39.41,4.49,1
26.69,31.4,-4.66,0
27.9,38.36,-3.03,0
41.75,37.2,4.69,1
32.45,39.61,-2.55,0
32.29,31.76,4.24,0
46.09,31.65,1.75,1
36.28,37.32,-2.37,0
40.64,37.12,2.52,1
22.63,38.67,-2.63,0
40.52,35.38,0.73,0
25.27,32.09,-2.31,0
41.53,36.58,2.8,1
46.58,34.94,0.3,1
33.5,36.73,-2.8,0
31.88,30.69,1.99,0
41.38,30.5,1.97,1
48.57,30.78,3.75,1
28.18,37.14,-3.71,0
30.46,35.89,-3.29,0
35.15,34.1,1.57,1
39.15,37.65,2.95,1
44.55,35.49,4.98,1
31.1,34.0,-0.13,0
47.83,33.32,2.64,1
37.54,37.03,2.28,1
45.53,32.75,2.91,1
35.84,31.97,4.53,1
47.78,35.54,1.24,0
20.15,38.76,-3.18,0
38.21,31.57,1.04,1
36.17,38.23,-0.62,0
22.07,38.59,-2.79,0
22.43,35.87,-4.51,0
25.76,34.27,-0.43,0
35.73,34.1,0.68,1
20.3,31.01,-2.15,0
33.21,33.64,-4.62,0
33.05,37.5,-2.31,1
48.03,35.18,2.09,1
31.37,33.38,-2.56,0
47.25,39.49,2.68,1
36.32,33.3,1.68,1
34.68,39.09,-2.53,0
34.42,31.02,4.95,0
27.05,32.6,-2.41,0
37.65,32.81,0.03,1
20.28,30.53,-1.98,0
41.45,34.57,1.73,1
41.34,38.05,4.15,1
36.99,38.27,-2.72,0
25.43,32.98,-3.5,0
22.35,33.65,-0.37,0
36.98,33.91,1.81,1
30.45,33.32,-0.55,0
26.3,31.79,-4.57,0
30.51,38.82,-1.55,1
30.65,30.7,-3.95,0
40.98,36.02,3.14,1
39.34,39.55,-1.52,0
20.2,31.47,-4.11,0
28.26,32.06,-2.71,0
36.65,39.34,-2.74,0
37.44,30.17,2.63,1
29.55,38.56,-1.63,1
39.24,38.88,0.22,0
49.9,30.65,2.32,1
20.81,39.81,-1.26,1
36.72,31.98,0.24,1
45.48,33.05,4.15,1
30.96,31.57,-4.7,0
28.69,35.24,-3.3,0
36.84,30.62,0.89,1
21.85,38.16,-3.56,0
33.63,37.48,-0.25,1
42.14,36.26,3.77,1
41.9,32.28,0.16,1
44.93,37.95,4.47,1
31.38,37.64,-0.36,1
28.7,32.75,-3.43,0
43.69,30.12,2.99,1
37.74,36.53,0.34,0
44.87,34.87,3.06,1
39.85,38.88,4.33,1
43.58,38.98,2.5,1
25.52,38.6,-1.4,1
33.78,31.56,2.85,0
31.0,31.12,-1.08,0
34.85,33.98,3.13,0
31.07,35.39,-0.07,1
32.23,33.25,-4.69,0
21.73,34.75,-1.05,0
34.49,37.71,-3.95,0
35.46,37.69,-3.54,0
40.15,33.06,2.61,1
20.58,35.86,-1.65,1
40.4,36.55,3.28,1
29.12,35.86,-1.29,1
47.72,30.19,4.55,1
33.79,35.98,-4.25,0
45.72,37.79,2.81,1
21.84,31.43,-3.37,0
37.7,30.01,0.87,1
49.37,36.31,1.29,0
31.07,31.5,-3.34,0
21.81,38.2,-1.2,1
23.68,33.62,-4.67,0
41.72,36.14,3.91,1
25.73,33.4,-2.67,0
31.48,36.25,-4.31,0
20.71,34.79,-0.98,0
32.78,31.57,0.21,0
29.31,30.98,-2.89,0
38.02,36.8,2.36,1
39.29,32.92,2.73,1
37.89,34.71,1.86,1
44.97,33.74,4.9,1
24.65,36.72,-1.59,1
22.73,35.25,-4.61,0
37.42,37.55,-1.37,0
48.12,35.35,3.7,1
26.51,32.06,-0.02,0
40.51,35.34,3.87,1
49.65,31.32,4.3,1
44.83,33.27,4.03,1
46.27,35.32,4.48,1
36.23,37.13,-2.64,0
31.32,31.08,2.93,0
37.21,31.62,1.26,1
46.48,37.84,1.13,0
26.89,39.94,-4.57,0
37.58,30.31,3.78,1
46.33,33.69,3.7,1
42.47,33.85,3.67,1
45.5,37.74,1.44,0
26.78,34.7,-2.16,0
39.68,32.99,4.76,1
41.14,32.14,0.51,1
38.16,31.97,3.59,1
20.1,33.93,-2.07,0
27.44,38.63,-3.03,0
28.75,36.72,-4.95,0
46.3,39.36,3.49,1
23.54,33.8,-0.48,0
41.69,39.45,4.58,1
23.69,34.79,-2.77,0
40.5,31.53,1.51,1
26.0,39.07,-1.96,1
34.81,38.41,-1.75,1
43.06,33.19,2.13,1
45.51,35.61,3.04,1
20.95,39.55,-2.16,1
26.25,32.41,-0.69,0
38.84,37.42,0.74,0
29.01,36.69,-2.43,1
24.87,34.61,-3.2,0
40.58,39.68,2.97,1
21.1,31.55,-4.53,0
27.01,32.33,-2.42,0
47.82,38.47,2.94,1
22.31,30.36,-3.63,0
37.54,33.23,4.22,1
31.17,38.93,-4.1,0
49.26,35.55,3.22,1
46.12,34.58,0.29,1
47.48,39.09,2.83,1
31.49,38.29,-2.39,1
38.29,35.94,1.66,0
48.8,32.65,0.37,1
45.68,38.1,2.28,1
37.23,35.08,1.61,0
32.85,32.07,3.04,0
41.49,30.79,4.2,1
42.3,35.53,3.2,1
48.07,30.4,4.32,1
38.53,37.66,1.08,0
38.95,35.26,0.34,0
34.44,35.97,-0.34,1
33.12,35.05,-3.09,0
22.37,35.71,-2.98,0
32.39,33.78,-2.62,0
44.92,37.8,3.65,1
45.68,33.99,0.86,1
36.58,38.46,-2.82,0
28.6,35.17,-1.35,1
42.54,35.24,2.27,1
36.83,32.1,2.69,1
20.93,38.81,-0.8,1
20.69,37.01,-2.46,1
36.32,30.81,0.78,1
29.74,36.07,-2.05,1
47.9,31.11,0.93,1
24.69,39.58,-3.24,0
47.35,36.17,0.15,0
45.88,38.7,1.71,0
23.61,35.6,-4.5,0
42.39,31.02,0.8,1
43.22,36.62,4.05,1
42.11,35.35,3.3,1
35.85,38.67,-3.36,0
24.02,35.23,-3.93,0
25.48,38.35,-4.14,0
21.08,36.64,-4.24,0
40.0,30.07,4.69,1
36.45,33.97,3.67,1
44.41,30.37,4.48,1
24.85,30.48,-2.33,0
44.0,31.35,1.13,1
39.7,37.98,0.76,0
44.14,35.68,0.74,0
35.87,35.66,3.11,1
29.46,32.29,-1.41,0
48.93,35.23,3.4,1
37.88,36.77,1.56,0
44.88,39.23,2.33,1
21.89,32.48,-3.66,0
32.95,30.45,2.16,0
40.1,33.35,2.36,1
40.93,36.28,2.12,1
41.24,38.01,3.74,1
29.22,39.97,-0.98,1
33.85,33.62,3.54,0
38.27,30.13,4.1,1
39.94,34.52,1.21,1
24.15,37.84,-0.88,1
46.95,39.2,4.51,1
28.93,31.02,-1.66,0
33.48,33.48,-3.24,0
21.74,36.97,-4.33,0
33.03,34.5,-3.47,0
21.34,33.66,-0.66,0
46.36,30.95,2.69,1
39.59,36.32,3.09,1
47.66,38.98,3.79,1
29.11,35.28,-1.41,1
49.11,38.41,1.44,0
30.78,30.45,1.6,0
35.05,35.21,-2.76,0
28.57,31.07,-4.98,0
23.12,33.18,-0.33,0
32.63,39.09,-2.48,1
22.1,36.67,-4.71,0
48.73,31.04,3.86,1
26.24,39.58,-1.17,1
46.54,38.12,1.66,0
22.01,32.03,-2.06,0
41.94,34.54,0.59,1
33.28,36.42,-3.85,0
36.11,38.38,-4.79,0
41.86,36.16,0.39,0
21.53,35.96,-3.28,0
37.93,38.99,-4.47,0
38.44,36.32,2.29,1
42.02,30.54,4.48,1
25.82,32.37,-3.28,0
32.39,38.23,-3.99,0
45.7,32.73,1.83,1
37.46,35.24,1.5,0
30.78,34.21,-2.43,0
43.53,38.29,1.51,0
21.01,39.36,-3.9,0
29.49,38.39,-3.96,0
37.33,37.43,-4.39,0
37.5,39.76,-1.53,0
20.88,30.67,-2.22,0
28.92,39.6,-0.69,1
45.11,33.26,2.46,1
28.95,37.76,-2.56,0
40.72,36.77,1.07,0
24.87,33.63,-2.99,0
40.4,33.74,2.32,1
48.93,39.39,0.83,0
44.63,39.31,3.61,1
47.41,31.5,3.4,1
37.98,32.39,0.54,1
40.85,34.02,4.93,1
42.91,37.92,3.81,1
28.53,37.27,-0.2,1
25.59,35.78,-4.25,0
23.63,33.39,-2.87,0
35.08,39.43,-3.62,0
47.11,33.11,3.29,1
26.7,38.41,-1.17,1
29.28,31.79,-1.54,0
23.7,33.84,-4.38,0
35.27,30.7,2.82,1
34.21,36.41,-3.79,0
30.41,35.5,-1.27,1
43.88,34.43,4.09,1
35.93,30.24,4.85,1
39.11,39.32,-1.07,0
32.28,32.98,-4.07,0
35.74,38.66,-2.42,0
49.04,32.6,2.0,1
27.23,37.44,-0.63,1
34.14,37.6,-3.24,0
43.44,33.65,2.79,1
31.6,36.65,-0.43,1
45.68,34.98,1.38,1
44.97,31.17,2.18,1
22.6,34.52,-0.02,0
33.79,30.13,4.86,0
26.61,39.19,-0.85,1
23.15,35.25,-3.41,0
23.85,34.14,-2.9,0
42.6,30.73,3.31,1
31.74,39.12,-0.51,1
29.33,38.06,-3.91,0
32.28,38.57,-1.41,1
47.34,34.91,1.98,1
48.63,39.1,0.3,0
48.88,36.04,1.31,0
43.03,32.08,3.56,1
39.94,38.3,2.31,1
31.78,30.26,3.77,0
25.26,36.05,-4.15,0
49.44,38.8,0.65,0
41.95,34.14,1.48,1
47.21,36.52,1.24,0
28.24,37.89,-4.79,0
21.17,38.31,-0.78,1
37.39,39.84,-4.37,0
45.98,33.56,4.97,1
21.21,35.88,-3.72,0
46.45,35.99,1.97,0
48.96,38.38,0.96,0
24.77,35.71,-4.57,0
27.72,34.25,-1.94,0
38.53,34.7,0.64,1
44.56,37.64,1.94,0
37.01,34.23,2.23,1
23.19,30.01,-0.72,0
32.83,37.64,-2.02,1
29.85,32.84,-0.9,0
21.31,31.37,-4.07,0
25.24,31.36,-3.49,0
48.62,32.25,1.38,1
45.13,36.02,2.79,1
21.62,30.74,-4.61,0
28.55,37.42,-2.25,1
37.34,35.67,1.14,0
37.24,34.99,1.84,1
45.28,37.58,0.09,0
23.84,34.85,-4.43,0
38.52,36.29,0.37,0
33.41,31.53,3.26,0
32.46,32.82,-4.17,0
36.53,31.23,1.41,1
32.03,30.27,3.16,0
26.72,32.16,-1.26,0
34.35,30.64,2.35,0
32.45,38.71,-2.03,1
34.76,34.44,4.52,0
32.58,31.43,4.45,0
35.43,38.33,-0.27,0
24.5,35.62,-1.97,1
30.08,35.01,-3.85,0
25.25,33.88,-1.12,0
22.72,35.81,-3.0,0
34.61,37.52,-4.64,0
46.33,33.9,4.58,1
45.08,36.48,1.72,0
34.58,35.96,-3.89,0
26.46,36.54,-0.94,1
39.9,37.01,2.25,1
35.38,38.71,-4.51,0
30.76,38.31,-0.48,1
32.23,36.22,-0.24,1
21.07,32.21,-4.75,0
42.42,33.31,0.02,1
27.32,37.6,-4.11,0
33.7,33.51,0.33,0
49.84,37.39,1.07,0
31.1,37.98,-1.48,1
47.98,32.61,4.49,1
42.5,34.08,2.47,1
25.76,31.84,-2.74,0
41.95,32.34,2.94,1
20.03,33.07,-2.41,0
29.87,39.79,-1.2,1
22.7,32.58,-4.74,0
34.79,32.82,1.94,0
49.95,37.56,3.57,1
23.42,33.82,-3.52,0
39.75,32.99,2.98,1
28.1,31.52,-1.84,0
23.8,31.17,-1.34,0
48.53,38.0,3.02,1
38.75,35.38,2.65,1
39.11,36.03,4.22,1
32.97,32.18,0.33,0
25.48,38.95,-3.53,0
20.33,32.96,-0.08,0
43.88,33.29,1.47,1
29.98,34.51,-2.54,0
46.64,34.45,2.18,1
23.88,35.26,-1.0,1
22.12,37.15,-2.71,0
35.31,35.14,0.27,0
22.44,31.02,-3.71,0
48.53,35.48,2.46,1
29.96,30.87,-1.6,0
28.44,35.96,-0.44,1
33.29,30.94,4.81,0
22.65,32.56,-1.18,0
37.74,34.92,2.74,1
36.89,31.74,3.24,1
24.25,39.67,-4.1,0
20.6,34.97,-4.09,0
42.46,30.79,2.81,1
38.68,30.99,0.24,1
45.19,36.87,2.08,1
45.84,35.37,1.64,0
37.33,33.08,0.66,1
33.54,37.79,-2.33,1
22.16,34.16,-3.29,0
42.44,36.67,4.29,1
20.09,31.46,-4.43,0
37.52,38.41,-2.97,0
46.89,32.02,1.26,1
49.55,30.73,1.91,1
30.78,31.83,-3.62,0
28.03,30.12,-2.07,0
21.36,30.54,-0.95,0
27.99,30.55,-0.95,0
40.57,34.42,4.48,1
33.73,36.62,-3.54,0
33.72,39.31,-3.57,0
20.77,36.91,-1.68,1
25.65,31.72,-1.48,0
23.91,30.98,-1.49,0
26.28,30.27,-2.07,0
36.74,34.91,0.19,1
24.22,33.22,-0.39,0
30.48,33.27,-3.79,0
44.11,35.79,0.73,0
20.78,30.97,-4.41,0
36.45,34.34,4.58,1
30.23,32.1,-4.35,0
41.27,31.44,0.66,1
25.55,38.73,-0.7,1
31.38,30.38,0.17,0
33.08,32.37,4.45,0
44.04,31.33,0.95,1
47.23,31.8,0.25,1
35.25,33.86,0.72,1
46.82,30.28,0.49,1
47.16,37.56,3.15,1
21.89,38.7,-0.39,1
24.66,37.76,-1.07,1
30.48,35.47,-1.58,1
28.56,32.28,-2.95,0
24.13,31.97,-1.17,0
46.28,31.78,1.87,1
27.43,35.29,-1.94,1
24.78,38.15,-1.1,1
26.48,32.49,-3.76,0
44.48,32.6,1.72,1
36.86,36.95,-1.46,0
33.65,31.29,1.11,0
32.46,31.9,2.57,0
36.37,33.05,3.96,1
32.2,36.24,-2.27,1
37.53,38.12,-0.03,0
27.09,32.7,-2.99,0
40.97,34.4,2.2,1
27.91,32.74,-0.9,0
22.23,37.47,-4.15,0
43.89,39.73,1.83,0
30.13,34.47,-3.85,0
38.58,36.51,3.44,1
39.39,36.4,4.64,1
29.93,32.83,-3.39,0
43.46,35.63,3.27,1
45.6,33.69,0.91,1
45.47,34.83,4.26,1
29.5,33.64,-2.08,0
23.77,33.42,-3.53,0
27.27,33.92,-4.92,0
36.55,33.79,4.17,1
33.61,35.76,-4.34,0
22.71,32.73,-2.5,0
35.97,39.83,-0.81,0
35.14,38.06,-1.27,0
46.19,35.23,0.32,0
45.37,39.38,2.14,1
37.05,33.07,0.54,1
30.91,34.84,-4.01,0
35.13,32.24,1.28,1
36.56,38.69,-2.98,0
48.58,33.79,0.82,1
31.81,38.99,-2.27,1
31.09,39.45,-3.92,0
36.13,34.44,3.69,1
33.01,36.82,-1.2,1
33.84,32.13,2.88,0
43.77,37.15,3.53,1
48.66,39.48,2.09,1
25.21,37.8,-3.25,0
43.61,35.64,4.55,1
33.88,37.65,-1.28,1
26.31,32.96,-1.04,0
48.96,37.73,1.99,0
40.22,39.45,3.04,1
26.17,33.04,-0.53,0
33.87,34.86,-0.42,0
26.41,36.56,-2.35,1
46.41,37.14,4.79,1
37.13,39.73,-1.01,0
45.61,35.6,4.77,1
29.19,33.31,-1.39,0
28.7,39.62,-3.38,0
31.73,34.2,-2.81,0
33.45,35.12,-3.84,0
37.57,32.52,3.43,1
43.66,30.26,2.12,1
24.14,34.02,-3.75,0
42.05,31.5,1.52,1
43.16,34.81,3.03,1
46.16,32.42,3.16,1
44.92,37.7,4.56,1
42.37,38.06,3.37,1
23.16,34.25,-0.5,0
34.51,38.81,-1.15,1
47.59,39.69,2.57,1
23.41,31.03,-2.02,0
41.1,36.71,1.01,0
48.45,34.72,0.46,1
21.19,32.5,-0.12,0
40.36,38.25,1.07,0
39.41,31.33,1.95,1
22.41,34.82,-3.54,0
26.8,37.93,-4.26,0
20.16,39.65,-0.49,1
31.21,35.49,-3.15,0
37.35,38.34,-2.47,0
42.68,39.25,3.65,1
20.78,35.69,-4.59,0
25.73,33.95,-3.75,0
31.26,35.87,-1.07,1
24.82,31.34,-0.63,0
31.69,34.07,-4.02,0
28.04,36.06,-3.94,0
32.19,38.01,-3.96,0
38.1,34.06,0.95,1
33.24,36.57,-1.43,1
25.9,37.66,-2.97,0
45.92,31.68,1.99,1
48.77,33.03,1.77,1
36.6,32.1,4.7,1
27.83,36.12,-0.56,1
38.84,31.42,3.84,1
43.96,38.81,4.13,1
44.11,36.45,4.61,1
32.31,30.11,1.11,0
36.19,38.4,-2.94,0
30.74,35.17,-4.34,0
47.23,30.81,3.42,1
24.49,31.85,-3.29,0
36.94,37.19,-4.67,0
35.69,37.35,-1.5,0
43.23,34.71,0.46,1
45.41,34.19,2.32,1
47.53,30.26,2.11,1
47.93,39.1,2.82,1
29.18,32.23,-1.69,0
29.03,36.14,-0.57,1
21.34,31.07,-4.9,0
35.95,31.1,0.87,1
34.33,38.04,-3.96,0
43.39,30.28,0.59,1
36.43,37.94,-3.68,0
30.11,35.81,-3.09,0
31.14,37.48,-3.0,0
21.38,37.79,-3.87,0
23.33,31.99,-1.16,0
29.48,32.78,-4.98,0
31.13,32.2,-2.44,0
47.27,34.29,4.27,1
39.74,36.72,4.1,1
28.4,39.79,-3.52,0
31.2,35.46,-4.07,0
24.11,32.88,-0.24,0
43.07,35.58,4.09,1
48.31,32.71,0.46,1
49.83,30.63,4.89,1
22.91,38.85,-2.23,1
40.21,36.14,1.11,0
21.54,30.75,-1.29,0
42.29,30.93,0.54,1
36.4,30.1,1.45,1
43.68,36.7,3.64,1
44.17,36.78,3.37,1
23.4,37.9,-0.13,1
21.94,38.68,-1.6,1
46.87,39.2,4.73,1
26.61,39.15,-4.67,0
21.58,31.54,-2.72,0
43.01,38.5,4.52,1
37.08,38.73,-2.14,0
24.87,34.13,-4.69,0
42.29,30.33,3.83,1
22.96,38.97,-3.18,0
44.66,30.4,1.27,1
31.95,31.47,0.63,0
28.21,32.64,-2.57,0
33.48,33.09,2.84,0
30.69,39.09,-0.8,1
22.45,32.14,-1.64,0
28.08,30.76,-2.18,0
22.51,37.12,-2.45,1
43.16,36.87,0.5,0
39.89,38.57,4.81,1
44.23,31.02,1.06,1
42.26,33.91,0.31,1
23.27,33.31,-4.04,0
39.68,31.01,4.38,1
48.74,39.04,0.45,0
40.29,31.18,1.05,1
25.53,38.01,-3.62,0
24.0,35.96,-3.5,0
32.67,39.48,-4.34,0
20.66,31.38,-1.56,0
39.0,36.85,4.45,1
20.17,31.65,-4.97,0
41.33,35.68,4.12,1
46.83,30.9,1.49,1
23.76,31.22,-0.68,0
41.85,34.7,4.36,1
45.88,33.06,1.63,1
25.59,39.3,-2.49,1
48.55,30.76,3.96,1
44.88,32.18,4.97,1
37.86,34.87,4.35,1
40.89,33.77,2.52,1
35.58,33.01,4.41,1
37.55,31.92,3.1,1
22.93,32.44,-2.84,0
23.26,30.38,-4.71,0
46.09,35.11,1.55,0
45.17,39.93,0.57,0
46.93,33.88,0.63,1
43.65,32.93,0.87,1
30.21,36.56,-0.78,1
24.87,33.56,-1.46,0
21.96,30.77,-3.64,0
29.72,30.84,-4.72,0
33.74,32.23,1.7,0
22.1,34.2,-3.06,0
47.17,34.43,4.95,1
47.11,31.89,1.99,1
22.72,34.16,-2.81,0
30.37,38.33,-1.77,1
33.8,31.71,1.66,0
27.18,37.75,-3.36,0
40.35,37.57,1.6,0
23.07,30.02,-0.72,0
45.92,33.72,1.45,1
39.92,37.37,4.15,1
22.66,39.56,-3.63,0
39.1,35.97,2.78,1
44.46,37.21,3.15,1
31.3,35.33,-2.7,0
34.7,34.36,2.0,0
44.76,32.89,2.6,1
43.35,39.72,3.07,1
29.04,30.59,-0.16,0
35.12,31.08,3.03,1
45.75,37.17,3.75,1
33.95,34.43,-2.32,0
34.24,39.61,-3.4,0
36.46,32.13,1.88,1
34.91,37.96,-2.59,0
32.13,39.07,-0.75,1
27.54,34.59,-3.27,0
49.67,30.88,2.34,1
26.39,33.99,-2.07,0
25.45,37.78,-3.35,0
34.81,34.14,1.88,0
21.06,32.65,-1.96,0
20.32,34.87,-0.12,0
47.17,30.43,0.43,1
32.04,38.79,-3.35,0
31.24,31.13,4.3,0
29.11,30.05,-4.2,0
35.48,35.21,3.32,1
37.24,38.81,-0.93,0
30.67,30.41,4.04,0
48.68,35.24,2.28,1
24.2,38.97,-0.03,1
20.14,39.91,-3.27,0
36.86,34.18,2.78,1
44.55,30.6,3.45,1
31.13,39.95,-4.12,0
24.1,34.97,-0.7,0
41.96,31.44,0.04,1
39.32,34.17,0.87,1
27.87,35.13,-3.69,0
24.55,31.24,-1.8,0
47.01,31.65,0.72,1
29.39,31.46,-2.83,0
26.06,31.85,-0.9,0
42.77,31.58,1.46,1
20.53,35.48,-1.43,1
39.29,33.34,4.44,1
26.37,35.38,-0.99,1
34.66,36.2,-3.03,0
44.39,33.04,0.17,1
20.05,32.79,-0.48,0
21.59,37.43,-3.85,0
42.7,32.74,2.32,1
44.79,38.21,0.6,0
29.34,33.81,-4.56,0
24.16,37.21,-0.6,1
30.08,33.55,-3.42,0
21.21,38.45,-4.37,0
32.87,31.98,1.64,0
38.14,39.49,-0.75,0
26.74,37.84,-3.3,0
41.73,36.06,0.68,0
20.31,38.1,-4.76,0
37.88,32.96,0.61,1
46.19,37.17,4.8,1
47.23,33.68,4.9,1
40.04,35.69,0.21,0
44.52,37.77,2.38,1
41.47,32.46,0.15,1
25.22,39.48,-2.77,0
20.7,38.71,-0.38,1
20.97,39.16,-1.54,1
24.19,36.36,-1.48,1
49.17,39.65,1.69,0
29.93,33.08,-0.4,0
45.11,33.4,4.47,1
25.17,38.05,-3.91,0
40.91,37.79,4.65,1
23.91,39.52,-3.36,0
30.75,32.94,-2.41,0
42.76,34.19,4.1,1
38.6,32.94,3.76,1
45.75,31.31,2.82,1
21.49,31.79,-0.44,0
46.27,35.22,3.46,1
42.75,39.48,3.13,1
29.14,30.23,-1.98,0
29.09,37.74,-1.77,1
40.38,39.34,2.87,1
46.31,37.27,4.96,1
21.02,36.89,-1.17,1
39.03,35.71,3.0,1
24.72,36.83,-0.75,1
23.98,32.27,-4.22,0
47.06,36.35,3.72,1
49.43,34.55,1.29,1
29.81,38.41,-3.69,0
36.48,36.1,2.95,1
20.56,33.26,-4.17,0
33.59,35.65,-1.66,1
34.1,39.36,-2.53,0
35.24,36.06,-2.93,0
32.53,37.14,-3.94,0
20.85,35.57,-3.89,0
31.39,31.91,-2.95,0
20.02,38.54,-2.15,1
44.68,39.87,2.21,1
43.2,36.52,0.26,0
48.24,33.05,1.84,1
26.27,35.32,-3.12,0
42.25,34.39,0.08,1
35.45,30.68,3.73,1
21.98,33.97,-1.7,0
37.21,34.7,1.24,1
29.56,34.63,-3.88,0
31.19,33.8,-2.28,0
21.77,30.84,-2.05,0
33.03,31.47,2.28,0
36.97,30.95,4.75,1
29.12,34.28,-3.4,0
42.94,30.7,1.54,1
44.07,39.2,2.83,1
22.39,31.43,-1.84,0
29.0,36.5,-0.11,1
40.97,32.87,1.0,1
39.61,37.4,2.05,1
45.22,36.28,0.83,0
46.22,36.27,4.35,1
36.29,33.02,1.38,1
32.34,34.7,-3.97,0
40.43,38.8,4.66,1
27.38,33.3,-4.11,0
20.37,35.44,-1.45,1
47.66,31.88,1.24,1
25.76,39.22,-1.29,1
27.13,32.17,-1.55,0
40.98,30.04,3.93,1
21.3,32.8,-0.41,0
38.61,37.26,0.65,0
32.6,31.13,3.69,0
33.55,33.5,1.27,0
36.31,36.14,0.56,0
33.41,35.47,-1.74,1
32.91,34.69,-1.45,0
43.95,39.5,0.15,0
35.73,31.78,4.28,1
40.43,35.76,4.15,1
35.51,30.15,0.84,1
31.36,31.68,-1.89,0
38.52,30.62,1.23,1
28.72,32.26,-3.37,0
25.91,36.35,-4.07,0
33.84,36.91,-3.08,0
31.92,33.67,-0.93,0
29.1,38.68,-0.43,1
33.19,36.55,-2.76,0
25.7,35.37,-1.99,1
29.27,30.47,-1.44,0
20.82,39.33,-4.25,0
25.72,36.19,-2.23,1
36.06,31.88,4.64,1
48.26,36.32,3.08,1
23.71,34.53,-0.81,0
24.06,34.97,-1.52,0
26.42,36.14,-0.72,1
25.36,30.27,-1.55,0
23.56,34.17,-2.38,0
42.18,39.49,3.94,1
