0,1,2
598.78,395.99,0
261.11,504.22,1
633.35,139.79,0
310.91,499.86,1
749.63,470.49,0
753.41,387.8,0
916.55,386.96,0
28.75,862.75,1
518.79,359.76,0
10.61,741.77,1
898.89,976.05,1
64.28,794.82,1
976.71,651.07,0
375.12,301.62,0
795.69,461.79,0
287.05,834.42,1
249.2,813.81,1
328.5,888.35,1
990.35,944.93,0
864.0,892.41,1
179.27,823.45,1
127.35,822.42,1
847.17,51.67,0
404.92,577.79,1
43.73,759.65,1
478.23,959.91,1
172.24,118.13,0
386.8,428.23,1
979.73,544.6,0
230.21,263.18,1
173.22,707.01,1
479.53,695.79,1
657.71,357.2,0
215.67,336.81,1
631.56,386.84,0
978.53,443.96,0
150.95,613.85,1
98.69,184.49,1
988.48,295.71,0
886.47,949.24,1
883.95,520.89,0
730.48,479.42,0
118.36,517.17,1
18.24,346.63,1
703.29,161.99,0
596.09,483.11,0
881.88,981.74,1
881.25,343.62,0
766.19,499.41,0
836.95,486.89,0
142.01,884.52,1
306.47,617.97,1
32.8,812.05,1
735.84,429.92,0
799.64,290.15,0
848.89,82.85,0
832.83,608.52,0
918.91,396.08,0
850.97,535.16,0
152.92,183.2,1
59.43,48.77,0
398.93,645.69,1
152.2,127.39,0
307.75,704.57,1
177.81,509.4,1
594.59,486.29,0
878.81,974.04,1
912.89,708.04,0
549.35,769.83,1
972.9,952.36,0
202.53,543.79,1
858.41,129.78,0
641.39,806.94,1
534.92,366.66,0
42.88,904.76,1
485.66,284.77,0
581.15,582.87,1
309.47,475.37,1
130.22,898.73,1
481.47,713.64,1
845.18,470.12,0
79.36,521.84,1
361.6,248.78,0
160.11,596.0,1
120.15,868.7,1
278.01,841.09,1
838.19,782.69,0
27.99,66.29,1
437.13,319.25,0
165.05,740.0,1
268.96,89.92,0
726.41,271.52,0
768.58,283.05,0
305.39,430.64,1
193.4,781.16,1
3.71,363.42,1
189.64,170.38,0
708.07,328.53,0
228.71,144.08,0
866.46,33.79,0
172.75,19.47,0
469.55,311.86,0
771.82,424.37,0
20.68,228.38,1
347.82,68.68,0
166.14,972.18,1
551.76,689.55,1
148.96,977.35,1
83.3,624.22,1
587.56,474.53,0
672.71,778.12,1
142.93,592.45,1
660.39,290.38,0
806.23,56.83,0
953.21,863.63,0
683.47,395.35,0
600.36,843.23,1
40.82,79.72,1
627.81,526.4,0
558.72,899.28,1
141.5,642.6,1
933.75,581.38,0
96.32,105.89,1
422.19,797.3,1
194.42,86.09,0
165.4,360.46,1
818.3,829.78,1
767.24,718.74,0
933.43,426.22,0
499.25,783.01,1
695.41,386.52,0
594.69,662.63,1
793.54,563.87,0
129.99,919.83,1
149.96,858.14,1
853.16,722.64,0
944.81,281.83,0
563.7,591.86,1
299.49,542.39,1
444.24,594.41,1
522.62,545.24,1
956.31,124.63,0
409.66,559.36,1
409.63,871.77,1
334.08,490.6,1
200.06,900.23,1
621.63,87.99,0
119.57,111.88,0
122.19,566.06,1
126.56,975.94,1
968.35,488.43,0
170.54,729.24,1
78.61,768.69,1
736.08,736.2,1
432.07,878.19,1
160.21,538.45,1
463.46,872.07,1
983.41,554.35,0
945.1,67.43,0
377.0,786.96,1
409.53,460.9,1
135.79,757.48,1
665.07,278.84,0
202.8,860.79,1
632.01,293.92,0
141.84,458.9,1
729.1,481.76,0
150.58,999.56,1
365.12,752.48,1
296.43,562.44,1
735.26,814.9,1
804.22,884.7,1
842.39,729.72,0
34.41,798.22,1
862.23,908.94,1
350.54,37.94,0
236.47,358.18,1
921.04,999.3,1
404.99,445.41,1
460.09,8.0,0
237.77,187.76,0
742.28,861.59,1
525.31,91.2,0
185.95,971.2,1
829.91,40.18,0
120.26,977.94,1
695.31,281.97,0
493.08,550.28,1
594.6,446.81,0
206.31,485.03,1
408.46,945.81,1
425.17,743.95,1
781.48,111.35,0
68.95,203.92,1
206.32,988.85,1
809.81,65.22,0
883.38,106.93,0
356.65,580.79,1
867.61,555.76,0
636.56,795.7,1
579.39,542.87,0
358.04,282.55,0
989.51,671.54,0
149.18,452.42,1
563.49,145.34,0
371.25,888.95,1
889.3,777.43,0
637.83,690.66,1
874.42,404.25,0
59.52,289.03,1
518.07,785.54,1
71.8,10.07,0
267.94,395.07,1
276.86,179.87,0
334.91,379.38,1
430.07,157.26,0
10.13,651.93,1
979.12,564.46,0
230.28,169.32,0
498.34,698.06,1
922.31,301.61,0
655.7,732.33,1
875.62,464.21,0
94.47,520.44,1
972.6,55.44,0
571.76,24.56,0
602.6,102.05,0
410.33,754.65,1
562.67,751.56,1
530.08,929.95,1
839.04,547.47,0
379.47,150.96,0
530.88,27.33,0
425.68,225.27,0
810.18,603.05,0
903.88,474.28,0
115.51,572.4,1
138.75,318.91,1
571.04,771.84,1
524.87,686.76,1
103.08,518.73,1
406.68,977.54,1
445.0,290.41,0
436.55,220.37,0
100.11,669.1,1
829.98,149.45,0
695.47,668.4,0
254.15,457.93,1
460.19,953.39,1
845.99,193.58,0
309.68,134.74,0
191.94,335.5,1
258.56,227.4,0
789.57,200.36,0
996.42,995.03,0
859.18,98.76,0
232.18,823.06,1
647.64,608.11,0
988.86,738.89,0
995.98,759.52,0
588.38,892.77,1
739.89,842.78,1
832.69,818.57,0
423.63,822.1,1
414.36,197.86,0
576.4,89.5,0
614.62,579.61,0
827.56,396.91,0
360.02,775.18,1
73.62,461.29,1
664.97,97.24,0
406.85,605.21,1
592.33,49.29,0
74.56,483.31,1
376.27,100.57,0
844.97,118.35,0
806.1,778.67,0
664.62,503.94,0
606.48,760.64,1
726.55,968.51,1
53.76,589.47,1
749.28,854.37,1
246.72,421.43,1
792.99,623.41,0
657.15,197.73,0
81.09,590.5,1
135.66,450.15,1
936.26,110.53,0
661.32,846.89,1
226.17,51.3,0
324.72,927.49,1
573.77,575.95,1
686.9,685.17,0
799.28,208.07,0
476.96,488.7,1
370.79,507.79,1
535.78,443.5,0
889.84,783.66,0
68.63,826.91,1
848.43,438.63,0
86.39,432.13,1
123.87,731.33,1
889.16,506.67,0
372.43,330.29,0
948.61,860.57,0
789.97,197.09,0
436.94,106.82,0
763.8,869.8,1
185.37,458.51,1
406.62,859.9,1
915.51,867.87,0
513.74,169.01,0
779.93,929.08,1
111.04,405.77,1
732.59,493.72,0
843.43,430.54,0
167.5,878.33,1
921.21,968.32,1
898.38,689.95,0
122.49,846.75,1
878.78,554.96,0
666.48,474.25,0
23.89,475.26,1
404.83,236.27,0
280.74,447.91,1
637.36,251.66,0
296.93,180.3,0
203.08,101.14,0
387.7,132.56,0
665.43,707.48,1
968.15,690.13,0
49.47,867.6,1
441.4,810.06,1
171.76,782.82,1
493.77,202.18,0
212.66,237.03,1
908.12,818.85,0
216.97,945.26,1
573.66,57.26,0
538.52,477.49,0
886.52,943.17,1
311.33,582.22,1
800.31,373.46,0
986.17,981.12,0
588.41,306.71,0
699.93,313.48,0
405.62,614.74,1
254.3,482.13,1
889.07,747.66,0
577.49,605.13,1
369.32,500.52,1
659.16,691.35,1
548.74,212.41,0
261.74,792.54,1
181.4,327.68,1
68.39,840.4,1
629.91,486.55,0
726.84,134.46,0
932.44,676.21,0
163.41,373.63,1
109.93,210.12,1
357.55,588.93,1
672.86,193.13,0
573.4,120.21,0
291.02,591.3,1
458.2,34.95,0
543.81,69.8,0
519.64,657.99,1
490.15,309.03,0
506.15,106.96,0
491.4,294.3,0
36.94,417.7,1
129.87,936.77,1
851.91,439.47,0
191.42,180.35,0
50.2,376.01,1
619.25,912.35,1
181.91,994.62,1
924.76,614.87,0
587.99,806.54,1
6.88,103.84,1
24.9,335.44,1
282.66,195.97,0
719.32,953.2,1
798.07,691.76,0
554.76,145.73,0
377.62,311.47,0
394.72,159.7,0
62.58,312.52,1
550.27,837.48,1
816.33,599.14,0
82.32,145.3,1
655.13,782.15,1
702.61,21.54,0
828.31,675.51,0
753.72,317.11,0
941.81,188.18,0
381.77,562.61,1
2.05,805.84,1
462.44,315.31,0
747.98,546.0,0
245.51,870.8,1
875.84,112.21,0
686.14,472.65,0
88.7,689.51,1
713.13,664.96,0
665.35,726.33,1
26.65,511.77,1
616.21,57.06,0
833.18,507.09,0
489.29,332.46,0
979.52,21.28,0
468.05,88.55,0
451.93,316.04,0
960.68,861.27,0
823.46,135.87,0
762.71,963.62,1
991.79,435.83,0
174.86,58.11,0
461.76,715.67,1
443.74,842.52,1
229.49,897.42,1
608.99,911.46,1
627.22,828.02,1
238.91,176.75,0
82.7,938.53,1
599.88,48.47,0
384.62,264.22,0
57.41,261.44,1
54.92,413.65,1
406.42,675.52,1
521.96,711.76,1
620.49,332.02,0
47.99,987.35,1
847.9,250.48,0
375.01,467.89,1
62.65,859.48,1
435.06,358.11,0
163.15,482.37,1
572.72,524.31,0
974.26,576.37,0
506.78,444.38,0
244.86,650.38,1
907.1,652.11,0
481.48,680.62,1
349.59,108.28,0
953.0,556.4,0
103.45,564.4,1
789.64,236.52,0
714.96,385.04,0
421.01,134.47,0
104.94,429.81,1
866.28,387.5,0
401.73,584.47,1
789.86,940.65,1
558.51,218.42,0
904.08,581.83,0
460.77,586.06,1
55.51,952.65,1
462.1,805.89,1
570.08,359.86,0
838.16,75.18,0
98.35,879.73,1
835.6,532.42,0
476.19,672.51,1
982.9,890.51,0
209.69,40.81,0
187.14,796.35,1
888.78,574.32,0
45.61,165.45,1
88.12,309.32,1
845.62,480.15,0
474.67,501.81,1
743.49,42.44,0
793.1,201.11,0
890.06,589.72,0
486.23,487.6,1
581.88,100.77,0
752.25,180.47,0
693.97,480.96,0
521.71,412.07,0
851.39,365.28,0
327.17,148.69,0
33.96,964.26,1
243.85,654.1,1
678.61,507.23,0
736.19,154.35,0
343.11,341.16,0
922.79,584.93,0
281.24,801.99,1
374.31,909.61,1
643.82,262.37,0
160.74,177.9,1
97.06,592.5,1
226.3,935.02,1
583.41,115.06,0
893.81,418.89,0
875.35,455.37,0
930.0,85.11,0
720.89,710.63,0
380.58,393.15,1
206.44,932.98,1
930.03,917.79,0
835.84,228.18,0
473.81,666.83,1
293.91,159.07,0
263.42,182.02,0
310.29,647.52,1
34.45,473.03,1
726.16,750.09,1
483.53,612.63,1
723.05,170.09,0
802.09,113.0,0
86.17,405.39,1
521.87,939.69,1
942.23,627.39,0
689.03,538.43,0
536.65,753.53,1
96.66,164.26,1
415.53,841.92,1
97.2,589.79,1
610.57,891.43,1
678.11,451.56,0
168.21,722.6,1
838.59,770.42,0
238.5,169.12,0
567.04,659.11,1
72.63,162.74,1
679.08,200.56,0
398.62,215.81,0
212.29,422.91,1
929.73,295.52,0
453.53,680.12,1
372.3,103.36,0
328.47,257.29,0
832.38,721.99,0
359.72,164.06,0
819.22,396.91,0
805.34,699.24,0
122.45,658.73,1
840.15,221.03,0
775.69,761.06,0
202.1,224.39,1
863.41,818.51,0
944.54,793.16,0
442.52,738.74,1
53.99,37.18,0
106.46,59.58,0
840.76,755.98,0
346.88,853.44,1
276.31,749.91,1
546.02,810.16,1
837.53,39.69,0
652.78,822.03,1
715.09,379.67,0
841.36,395.96,0
633.0,320.96,0
897.83,532.27,0
389.85,594.46,1
95.64,902.57,1
78.52,207.19,1
576.19,544.76,0
634.71,608.75,0
267.41,445.89,1
795.16,188.3,0
409.7,941.57,1
418.53,962.33,1
452.68,522.6,1
171.39,997.01,1
485.67,674.99,1
736.16,139.17,0
418.27,316.85,0
611.41,160.59,0
350.58,589.29,1
324.95,184.65,0
126.89,66.32,0
380.38,503.51,1
806.58,548.05,0
325.41,209.32,0
429.17,757.18,1
945.19,409.88,0
248.81,208.85,0
653.08,674.66,1
611.86,653.73,1
404.41,651.91,1
30.37,118.02,1
515.43,662.49,1
599.3,315.52,0
281.99,764.6,1
462.54,63.77,0
66.24,368.77,1
648.66,783.17,1
857.55,881.48,1
616.8,374.53,0
703.45,10.71,0
140.89,564.82,1
175.55,346.64,1
953.55,479.43,0
528.55,479.64,0
59.3,525.05,1
67.05,747.47,1
736.38,255.13,0
475.16,725.12,1
378.27,96.37,0
506.39,660.93,1
590.28,720.7,1
366.63,816.89,1
891.81,800.9,0
155.72,168.64,1
126.72,516.29,1
489.15,444.44,0
731.16,479.2,0
989.54,189.09,0
260.9,789.66,1
667.31,526.1,0
655.46,52.76,0
59.38,51.0,0
179.61,935.31,1
436.52,620.94,1
680.69,598.98,0
195.21,794.63,1
675.68,183.21,0
429.87,803.56,1
417.5,212.99,0
515.05,808.05,1
969.04,392.21,0
778.2,440.89,0
664.94,668.09,1
697.74,642.05,0
928.95,737.83,0
392.94,622.45,1
21.8,482.81,1
434.16,883.17,1
143.66,545.96,1
765.07,403.27,0
950.69,901.83,0
824.78,34.92,0
782.38,622.05,0
348.03,859.29,1
758.21,757.11,0
298.24,945.55,1
67.31,764.83,1
629.73,223.49,0
687.12,824.47,1
945.26,812.3,0
498.32,193.69,0
892.24,317.45,0
41.38,750.47,1
918.18,144.04,0
250.06,24.82,0
578.07,411.16,0
548.9,198.48,0
541.27,905.05,1
267.24,537.88,1
657.74,801.47,1
618.14,964.47,1
953.42,81.63,0
925.07,180.98,0
679.84,271.76,0
735.16,426.04,0
867.99,627.01,0
688.75,493.91,0
411.24,226.99,0
602.49,698.78,1
448.69,716.01,1
464.37,885.87,1
944.93,892.26,0
843.19,908.73,1
346.5,799.63,1
634.62,252.0,0
323.11,365.69,1
731.49,391.24,0
294.73,390.08,1
378.8,923.92,1
271.68,904.71,1
924.04,640.94,0
415.55,628.88,1
457.18,734.64,1
945.89,358.42,0
377.21,159.74,0
751.66,886.86,1
711.97,497.67,0
517.12,452.37,0
191.98,380.7,1
55.13,377.0,1
936.03,103.58,0
453.98,579.83,1
859.79,336.12,0
979.55,627.93,0
280.47,264.85,0
705.92,355.37,0
736.64,912.48,1
356.01,179.92,0
143.16,806.98,1
971.1,769.17,0
313.63,317.79,1
66.53,877.96,1
696.04,295.79,0
836.16,305.18,0
68.8,131.33,1
541.72,432.92,0
940.25,619.18,0
131.78,892.85,1
180.18,6.79,0
721.35,207.01,0
533.34,855.75,1
623.5,625.8,1
852.67,261.43,0
990.78,376.49,0
420.96,374.09,0
846.59,77.54,0
117.25,854.98,1
752.52,304.37,0
701.43,968.21,1
947.8,48.88,0
229.46,547.73,1
230.4,47.63,0
520.34,649.3,1
244.2,981.73,1
379.41,49.1,0
12.14,391.1,1
744.43,790.07,1
140.64,439.14,1
372.98,595.52,1
840.58,712.11,0
687.23,647.38,0
175.89,660.88,1
