,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,output
71,0,1,0,0,1,other,other,course,mother,0,0,0,0,1,1,1,0,15,4,2,1,4,0,3,3,3,1,1,3,0,0
72,0,0,1,0,1,other,other,reputation,mother,1,1,0,0,0,1,1,1,15,1,1,1,2,0,3,3,4,2,4,5,2,0
73,0,1,0,0,1,other,other,reputation,mother,0,0,0,1,1,1,0,0,16,3,1,1,1,0,5,3,2,2,2,5,0,1
74,0,0,0,0,1,other,services,home,mother,1,1,0,1,1,1,1,0,16,3,3,1,2,0,4,3,3,2,4,5,4,0
75,0,1,0,0,1,teacher,other,home,mother,0,1,0,1,1,1,1,0,15,4,3,1,2,0,4,3,3,2,3,5,0,0
76,0,1,0,0,1,teacher,other,course,mother,0,0,0,1,1,1,1,0,15,4,0,2,4,0,3,4,3,1,1,1,0,0
77,0,0,0,0,1,other,other,reputation,mother,0,0,0,0,1,1,1,1,16,2,2,1,4,0,5,2,3,1,3,3,1,1
78,0,1,0,0,1,other,other,home,mother,1,1,0,1,1,0,1,0,17,2,1,2,1,3,4,5,1,1,1,3,0,0
79,0,0,0,0,1,at_home,other,course,mother,0,1,0,0,1,1,1,0,16,3,4,1,2,0,2,4,3,1,2,3,14,0
80,0,1,0,0,1,other,services,course,father,1,1,0,1,0,1,1,1,15,2,3,1,1,0,3,2,2,1,3,3,0,1
81,0,1,0,0,1,other,other,home,mother,1,0,0,0,0,1,1,0,15,2,3,1,3,0,5,3,2,1,2,5,2,0
82,0,0,0,1,1,services,other,reputation,mother,0,1,0,0,1,1,1,0,15,3,2,1,2,0,4,4,4,1,1,5,4,0
83,0,1,0,1,1,services,services,home,mother,0,0,1,1,1,1,1,0,15,2,2,2,2,0,5,3,3,1,3,4,2,1
84,0,0,0,0,1,other,other,home,father,0,1,0,1,0,1,1,0,15,1,1,1,2,0,4,3,2,2,3,4,2,1
85,0,0,0,0,1,services,services,reputation,father,0,0,0,0,1,1,1,1,15,4,4,2,2,0,4,4,4,2,3,5,4,1
86,0,0,0,1,1,at_home,other,course,mother,0,1,0,0,1,1,0,0,16,2,2,1,2,0,4,3,4,1,2,2,6,0
87,0,0,0,0,1,other,other,reputation,mother,0,1,0,1,1,1,1,0,15,4,2,1,3,0,5,3,3,1,3,1,4,1
88,0,1,0,0,1,services,other,reputation,father,0,0,0,1,0,1,1,0,16,2,2,2,2,0,4,4,2,1,1,3,6,0
89,0,1,0,1,0,teacher,health,reputation,mother,0,1,0,0,1,1,0,0,16,4,4,1,2,0,4,1,3,3,5,5,6,0
90,0,0,0,0,1,other,other,home,mother,0,1,0,0,1,1,1,1,16,3,3,1,3,0,4,3,3,1,3,4,2,0
91,0,0,0,0,1,services,other,reputation,mother,0,0,0,1,1,1,1,0,15,4,3,1,1,0,4,5,5,1,3,1,6,1
92,0,0,0,1,1,other,other,home,father,1,1,0,0,1,1,0,0,16,3,1,1,2,0,3,3,3,2,3,2,0,1
93,0,0,0,0,1,teacher,services,home,mother,0,1,0,1,1,1,1,0,16,4,2,2,2,0,5,3,3,1,1,1,2,1
94,0,1,0,1,1,services,health,reputation,mother,0,1,0,1,1,1,1,0,15,2,2,1,4,0,4,3,4,1,1,4,2,1
95,0,0,1,0,1,at_home,other,home,mother,1,1,1,1,1,1,1,0,15,1,1,2,4,0,3,1,2,1,1,1,4,1
96,0,1,1,0,1,services,other,reputation,mother,1,1,1,1,0,1,1,0,16,4,3,2,1,0,3,3,3,1,1,4,6,0
97,0,0,0,0,1,other,other,course,mother,0,1,0,0,1,1,0,1,16,2,1,1,2,0,4,3,5,1,1,5,0,1
98,0,0,0,0,1,other,other,reputation,mother,0,0,0,1,0,1,1,0,16,4,4,1,1,0,5,3,4,1,2,1,4,1
99,0,0,0,0,1,other,at_home,course,mother,1,1,0,0,1,1,1,0,16,4,3,1,3,0,5,3,5,1,1,3,2,1
100,0,1,0,0,1,services,services,other,mother,1,1,0,1,1,1,1,0,16,4,4,1,1,0,4,5,5,5,5,4,12,0
101,0,1,0,0,1,services,teacher,other,father,0,1,0,1,1,1,1,1,16,4,4,1,3,0,4,4,3,1,1,4,0,1
102,0,1,0,0,1,services,other,course,mother,0,1,1,1,0,1,1,0,15,4,4,1,1,0,5,3,3,1,1,5,2,1
103,0,0,0,0,1,services,other,home,mother,1,1,0,0,1,1,1,0,15,3,2,2,2,0,4,3,5,1,1,2,16,0
104,0,1,0,0,0,services,other,course,mother,0,1,0,1,1,1,1,0,15,3,4,1,2,0,5,4,4,1,1,1,0,1
105,0,0,0,0,0,other,health,reputation,father,1,0,0,0,1,1,0,0,15,3,3,1,4,0,4,3,3,1,1,4,10,0
106,0,0,0,0,1,other,other,course,mother,1,1,0,0,1,1,1,0,15,2,2,1,4,0,5,1,2,1,1,3,4,0
107,0,1,0,0,1,services,other,home,father,0,1,0,1,1,1,1,0,16,3,3,1,3,0,5,3,3,1,1,5,4,1
108,0,1,1,0,1,other,other,home,father,0,1,0,1,1,1,1,1,15,4,4,4,4,0,1,3,5,3,5,1,8,0
109,0,0,0,1,1,health,health,other,mother,0,1,0,1,1,1,1,1,16,4,4,1,3,0,5,4,5,1,1,4,2,1
110,0,1,0,1,0,teacher,teacher,course,mother,0,0,0,1,1,1,1,0,15,4,4,1,1,0,5,5,3,1,1,4,4,1
111,0,0,1,0,1,services,other,reputation,father,1,1,0,1,1,1,1,0,16,3,3,1,3,0,4,1,2,1,1,2,4,0
112,0,0,0,0,1,at_home,other,home,mother,1,0,0,1,1,1,1,0,16,2,2,1,2,1,3,1,2,1,1,5,12,0
113,0,1,0,1,1,teacher,other,course,mother,0,0,0,0,1,1,1,0,15,4,2,1,1,0,3,5,2,1,1,3,10,1
114,0,1,1,0,1,health,services,reputation,mother,0,0,0,1,1,1,1,1,15,2,1,1,2,0,5,4,2,1,1,5,4,0
115,0,1,0,0,1,teacher,teacher,course,father,0,1,0,1,1,1,1,0,16,4,4,1,2,0,5,4,4,1,2,5,6,1
116,0,1,0,0,1,other,teacher,reputation,father,0,1,0,1,1,1,0,0,15,4,4,2,2,0,4,4,3,1,1,2,4,1
117,0,1,0,0,1,other,services,home,father,0,0,0,1,1,1,1,0,16,3,3,2,1,0,5,4,2,1,1,5,6,1
118,0,1,1,0,1,other,other,course,father,0,1,0,1,1,1,1,0,17,1,3,3,2,1,5,2,4,1,4,5,14,0
119,0,1,0,0,1,other,other,reputation,father,0,0,0,0,1,1,1,0,15,3,4,1,1,0,3,4,3,1,2,4,2,1
120,0,0,0,0,1,at_home,services,course,mother,0,0,0,0,0,1,1,0,15,1,2,1,2,0,3,2,3,1,2,1,0,1
121,0,1,0,0,1,services,services,home,father,0,1,0,1,1,1,1,0,15,2,2,1,4,0,5,5,4,1,2,5,6,1
122,0,0,0,1,1,other,health,course,father,0,1,0,1,1,1,1,1,16,2,4,2,2,0,4,2,2,1,2,5,2,1
123,0,1,0,0,1,health,other,course,mother,0,1,0,1,1,1,1,0,16,4,4,1,1,0,3,4,4,1,4,5,4,1
124,0,0,0,0,1,other,other,home,mother,0,0,0,0,1,1,1,1,16,2,2,1,2,0,5,4,4,1,1,5,0,0
125,0,1,0,0,1,services,services,home,father,1,0,0,0,1,1,1,0,15,3,4,1,1,0,5,5,5,3,2,5,2,0
126,0,0,0,1,0,other,other,home,mother,1,0,0,1,1,1,1,1,15,3,4,1,2,0,5,3,2,1,1,1,0,0
127,0,0,0,0,1,at_home,other,course,other,0,1,0,0,0,0,0,0,19,0,1,1,2,2,3,4,2,1,1,5,0,0
128,0,1,1,0,1,teacher,teacher,course,mother,0,0,0,1,1,1,1,0,16,4,4,1,1,0,3,5,5,2,5,4,8,1
129,0,1,0,0,1,other,other,course,mother,0,1,0,0,0,1,1,1,16,2,3,2,3,0,3,2,3,2,2,1,4,1
130,0,0,1,0,1,services,teacher,course,father,0,1,0,0,1,1,1,1,15,3,4,2,3,0,4,2,2,2,2,5,0,1
131,0,0,0,0,1,services,other,reputation,mother,0,1,0,1,1,0,1,1,18,2,1,1,2,3,5,4,5,1,3,5,10,0
132,0,0,0,1,0,other,other,course,mother,0,1,0,0,1,1,1,0,17,2,1,3,1,0,3,2,2,1,2,5,8,0
133,0,0,0,0,1,at_home,other,course,mother,0,1,0,1,0,1,1,1,15,1,1,3,1,0,4,3,3,1,2,4,6,1
134,0,0,0,1,1,other,other,course,father,0,1,0,0,1,1,1,1,17,2,2,1,1,0,3,4,4,1,3,5,2,1
135,0,0,0,0,0,services,other,course,father,0,0,0,0,1,1,1,0,16,3,4,1,1,0,3,2,1,1,4,5,12,1
136,0,1,0,0,1,at_home,other,course,mother,0,0,0,0,1,1,0,0,16,2,1,4,1,0,3,2,1,1,1,2,4,0
137,0,0,0,0,0,other,other,home,mother,0,0,0,0,1,1,0,0,16,2,2,1,1,1,5,3,4,1,1,5,12,0
138,0,1,1,0,1,at_home,teacher,course,mother,0,1,0,0,1,1,0,1,15,3,4,4,2,0,5,3,3,1,1,5,2,0
139,0,0,0,0,1,services,at_home,course,mother,0,1,0,1,1,1,1,1,15,4,4,1,3,0,4,3,3,1,1,5,4,1
140,0,1,1,0,1,at_home,other,course,mother,0,0,0,0,1,1,0,0,17,3,4,3,2,0,5,4,5,2,4,5,2,0
141,0,0,1,0,1,at_home,other,course,mother,0,1,0,0,1,1,0,0,16,1,1,4,2,0,5,1,3,1,1,3,0,1
142,0,1,0,1,1,services,services,course,mother,0,0,0,1,1,1,1,1,18,3,1,2,1,0,3,3,4,4,5,4,2,1
143,0,0,0,0,0,other,services,course,other,0,1,0,1,0,1,1,1,18,3,2,1,3,0,4,3,3,5,1,5,10,0
144,0,0,1,0,1,other,services,reputation,mother,0,1,0,1,1,1,0,1,16,1,1,2,1,0,3,3,3,1,2,1,8,0
145,0,0,0,0,0,other,other,course,other,0,1,0,1,0,1,1,1,16,3,3,2,1,0,4,3,2,1,1,5,4,0
146,0,1,0,1,1,services,other,course,mother,0,0,0,0,1,1,0,1,16,1,1,1,2,2,4,4,4,1,3,5,0,0
147,0,0,0,0,1,teacher,teacher,course,mother,0,0,0,1,1,1,1,0,15,4,4,2,1,0,4,3,2,1,1,5,6,1
148,0,0,1,0,1,other,other,course,mother,0,0,0,1,1,1,1,1,15,1,1,3,1,1,5,5,5,1,1,1,2,0
149,0,1,0,0,1,teacher,services,course,father,1,1,0,0,1,1,1,0,15,4,3,2,4,0,2,2,2,1,1,3,6,0
150,0,0,0,0,0,services,services,home,mother,0,0,0,0,0,1,0,1,15,3,3,1,2,0,1,3,2,2,3,1,24,0
151,0,1,0,0,1,services,services,course,mother,0,1,0,1,1,1,1,0,16,4,4,1,3,0,5,3,3,1,3,5,0,1
152,0,1,0,1,1,services,services,reputation,father,0,1,0,1,1,1,1,0,16,2,2,2,1,0,2,3,3,2,2,2,4,0
153,0,0,0,0,1,teacher,services,course,mother,0,1,0,1,1,1,1,0,15,4,4,1,3,0,4,2,2,1,1,5,2,1
154,0,0,0,1,1,at_home,at_home,course,mother,0,0,0,0,1,1,1,0,16,1,1,1,1,0,3,4,4,3,3,1,4,0
155,0,1,0,0,1,other,other,home,mother,0,1,0,0,1,1,1,0,17,2,1,1,1,0,5,4,5,1,2,5,22,0
156,0,0,0,0,1,other,services,course,father,0,1,0,0,1,1,1,0,15,1,1,1,2,0,4,4,2,1,2,5,0,1
157,0,0,0,1,0,at_home,other,home,mother,0,1,0,1,1,0,1,1,15,2,1,2,1,0,4,4,2,1,1,5,0,0
158,0,0,0,0,1,health,services,home,father,0,1,0,0,1,1,1,0,15,3,2,1,2,1,3,3,2,1,1,3,2,0
159,0,0,0,0,1,at_home,other,course,mother,0,1,0,0,0,1,1,0,15,1,2,1,2,0,4,3,2,1,1,5,6,1
160,0,0,0,0,1,at_home,services,course,father,0,0,0,0,0,1,0,1,15,1,2,1,2,0,2,3,4,2,4,1,6,0
161,0,1,0,0,1,teacher,teacher,course,mother,0,1,0,0,1,0,1,1,16,4,4,1,1,0,3,3,2,2,1,5,16,0
162,0,1,0,1,0,services,other,course,mother,0,0,0,0,1,1,1,0,15,2,1,4,1,0,4,5,5,2,5,5,0,0
163,0,1,0,1,1,other,other,course,mother,0,0,0,0,1,0,1,1,18,1,1,1,1,2,2,3,5,2,5,4,0,0
164,0,1,0,1,1,at_home,other,course,mother,0,0,0,1,1,1,0,1,16,2,1,1,1,1,4,4,4,3,5,5,6,0
165,0,0,1,0,1,services,services,reputation,other,0,1,1,1,1,1,1,1,15,3,3,2,3,0,4,2,1,2,3,3,2,1
166,0,1,0,0,1,services,at_home,home,mother,0,1,0,0,1,0,1,1,19,3,2,1,1,0,4,5,4,1,1,4,6,0
167,0,0,0,0,1,other,teacher,course,mother,1,1,0,0,1,1,0,1,17,4,4,1,1,0,4,2,1,1,1,4,0,1
168,0,1,1,0,1,at_home,services,course,mother,1,0,1,1,1,1,0,0,15,2,3,1,2,0,4,4,4,1,1,1,0,0
169,0,1,1,1,1,other,other,reputation,mother,0,0,0,0,1,1,0,0,17,1,2,1,1,3,2,2,2,3,3,5,14,0
170,0,0,1,0,1,at_home,other,course,mother,0,1,0,1,0,1,0,0,18,1,1,3,1,3,5,2,5,1,5,4,6,0
171,0,1,1,0,1,at_home,other,course,mother,0,0,0,0,0,1,0,0,16,2,2,3,1,0,4,2,2,1,2,3,4,0
172,0,1,0,0,1,other,services,course,father,0,1,0,0,1,1,1,1,16,3,3,1,2,1,4,5,5,4,4,5,0,0
173,0,1,0,1,1,health,services,course,mother,0,0,0,0,0,1,1,0,16,1,2,2,1,2,4,4,5,3,5,5,0,0
174,0,1,1,1,1,at_home,other,course,mother,0,0,1,1,1,0,1,1,17,2,1,2,1,1,3,3,2,2,2,5,8,0
175,0,1,1,0,1,other,other,course,mother,1,1,0,0,1,1,1,1,17,3,2,2,2,2,4,4,4,1,4,3,4,0
176,0,1,0,1,1,other,other,course,mother,0,0,0,1,1,1,0,0,15,1,2,2,1,0,4,4,4,2,4,5,2,0
177,0,1,0,0,1,at_home,services,course,father,0,0,0,0,1,0,1,0,16,1,3,1,1,1,5,3,3,1,4,2,2,0
178,0,1,1,1,1,other,services,course,mother,0,0,0,1,1,0,0,1,17,1,1,4,2,0,5,3,5,1,5,5,0,0
179,0,1,0,0,1,services,services,course,mother,0,1,0,1,0,0,0,0,17,3,2,2,1,3,4,5,2,1,1,2,10,0
180,0,1,0,0,1,other,other,course,father,0,0,0,0,1,0,1,0,16,2,2,1,2,0,4,3,5,2,4,4,0,0
181,0,0,0,0,1,health,services,home,father,0,0,0,0,1,1,1,1,16,4,2,1,2,0,4,2,3,1,1,3,0,1
182,0,0,0,0,1,other,other,home,mother,0,1,0,0,0,1,1,0,16,2,2,1,2,0,5,1,5,1,1,4,0,1
183,0,0,0,0,1,health,health,reputation,mother,0,1,0,0,1,1,1,1,16,4,4,1,2,0,4,4,2,1,1,3,0,1
184,0,1,0,0,1,other,other,course,father,0,1,0,1,0,1,1,0,16,3,4,3,1,1,3,4,5,2,4,2,4,0
185,0,1,0,0,1,other,other,reputation,mother,0,1,0,1,1,1,1,1,16,1,0,2,2,0,4,3,2,1,1,3,0,1
186,0,1,0,1,1,teacher,other,reputation,mother,0,1,0,1,1,1,1,0,17,4,4,1,2,0,4,4,4,1,3,5,0,0
187,0,0,0,0,1,at_home,services,home,mother,0,0,0,1,0,1,1,1,16,1,3,1,2,0,4,3,5,1,1,3,0,1
188,0,0,0,1,1,other,other,reputation,mother,0,1,0,1,1,1,1,0,16,3,3,2,2,0,4,4,5,1,1,4,0,1
189,0,1,0,1,1,teacher,other,course,mother,0,0,0,1,1,1,1,0,17,4,3,2,2,0,4,4,4,4,4,4,0,0
190,0,0,0,0,1,services,other,reputation,mother,0,0,0,1,0,1,1,0,16,2,2,2,2,0,3,4,4,1,4,5,0,1
191,0,1,0,0,1,other,other,reputation,father,0,0,0,1,0,1,1,0,17,3,3,1,2,0,4,3,4,1,4,4,4,0
192,0,1,1,0,1,teacher,services,other,mother,0,1,0,1,1,1,1,1,16,4,2,1,1,0,4,3,3,3,4,3,8,0
193,0,1,0,0,1,other,other,course,mother,0,1,1,1,1,1,1,1,17,4,3,1,2,0,5,2,3,1,1,2,4,1
194,0,1,0,0,1,teacher,other,home,mother,0,1,1,1,1,1,1,0,16,4,3,1,2,0,3,4,3,2,3,3,4,0
195,0,1,0,0,1,services,other,home,mother,0,0,0,1,1,1,1,1,16,3,3,1,2,0,4,2,3,1,2,3,0,1
196,0,0,0,0,1,services,services,reputation,father,0,1,0,1,1,1,0,0,17,2,4,1,2,0,5,4,2,2,3,5,0,1
197,0,0,0,1,1,other,other,reputation,mother,0,1,0,1,1,1,1,1,17,3,3,1,2,0,5,3,3,2,3,1,32,1
198,0,0,0,0,1,other,other,reputation,mother,0,1,0,0,1,1,1,0,16,3,2,1,2,0,1,2,2,1,2,1,8,1
199,0,1,0,0,1,services,services,other,mother,0,1,0,1,1,1,1,1,17,3,3,1,2,0,4,3,4,2,3,4,6,1
200,0,1,0,0,1,services,services,other,mother,0,1,0,1,1,1,1,1,16,1,2,1,1,0,3,3,3,1,2,3,0,0
201,0,1,0,1,1,other,other,course,mother,0,0,0,1,1,1,1,1,16,2,1,1,2,0,4,2,3,1,2,5,0,1
202,0,0,0,0,0,health,other,reputation,mother,0,1,0,0,0,1,1,1,17,3,3,1,2,0,3,3,3,1,3,3,10,1
203,0,1,1,0,1,at_home,other,home,mother,0,0,0,0,1,1,0,0,17,1,2,1,2,0,3,1,3,1,5,3,6,0
204,0,0,0,0,1,services,services,course,mother,0,0,0,0,1,1,1,0,16,2,3,1,2,0,4,3,3,1,1,2,6,1
205,0,0,0,0,1,at_home,services,course,mother,0,0,0,1,1,1,1,0,17,1,1,1,2,0,5,3,3,1,1,3,0,1
206,0,1,0,0,1,at_home,services,other,other,0,0,0,1,0,1,1,0,17,1,2,2,2,0,4,4,4,4,5,5,16,1
207,0,1,1,0,1,services,services,reputation,mother,0,1,0,1,1,1,1,0,16,3,3,1,1,0,4,3,2,3,4,5,0,0
208,0,1,0,0,1,other,other,home,father,0,0,0,0,1,1,1,0,16,2,3,2,1,0,5,3,3,1,1,3,0,1
209,0,0,0,1,1,services,services,course,father,0,0,0,1,1,1,1,1,17,2,4,1,2,0,4,3,2,1,1,5,8,1
