,0_great_pret,0_pretentious,0_usual,1_critical,1_improper,1_less_proper,1_proper,1_very_crit,2_complete,2_completed,2_foster,2_incomplete,3_1,3_2,3_3,3_more,4_convenient,4_critical,4_less_conv,5,6_nonprob,6_problematic,6_slightly_prob,7_not_recom,7_priority,7_recommended,output
68,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,inconv,0,0,1,1,0,0,0
69,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,inconv,0,1,0,0,0,1,2
70,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,inconv,0,1,0,0,1,0,2
71,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,inconv,0,1,0,1,0,0,0
72,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,1,0,0,0,0,1,5
73,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,1,0,0,0,1,0,2
74,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,1,0,0,1,0,0,0
75,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,0,0,1,0,0,1,5
76,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,0,0,1,0,1,0,2
77,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,0,0,1,1,0,0,0
78,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,0,1,0,0,0,1,2
79,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,0,1,0,0,1,0,2
80,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,convenient,0,1,0,1,0,0,0
81,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,1,0,0,0,0,1,5
82,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,1,0,0,0,1,0,2
83,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,1,0,0,1,0,0,0
84,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,0,0,1,0,0,1,5
85,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,0,0,1,0,1,0,2
86,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,0,0,1,1,0,0,0
87,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,0,1,0,0,0,1,2
88,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,0,1,0,0,1,0,2
89,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,inconv,0,1,0,1,0,0,0
90,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,1,0,0,0,0,1,2
91,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,1,0,0,0,1,0,2
92,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,1,0,0,1,0,0,0
93,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,0,0,1,0,0,1,2
94,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,0,0,1,0,1,0,2
95,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,0,0,1,1,0,0,0
96,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,0,1,0,0,0,1,2
97,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,0,1,0,0,1,0,2
98,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,convenient,0,1,0,1,0,0,0
99,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,1,0,0,0,0,1,2
100,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,1,0,0,0,1,0,2
101,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,1,0,0,1,0,0,0
102,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,0,0,1,0,0,1,2
103,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,0,0,1,0,1,0,2
104,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,0,0,1,1,0,0,0
105,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,0,1,0,0,0,1,2
106,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,0,1,0,0,1,0,2
107,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,inconv,0,1,0,1,0,0,0
108,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,1,0,0,0,0,1,5
109,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,1,0,0,0,1,0,2
110,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,1,0,0,1,0,0,0
111,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,0,0,1,0,0,1,5
112,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,0,0,1,0,1,0,2
113,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,0,0,1,1,0,0,0
114,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,0,1,0,0,0,1,2
115,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,0,1,0,0,1,0,2
116,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,convenient,0,1,0,1,0,0,0
117,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,1,0,0,0,0,1,2
118,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,1,0,0,0,1,0,2
119,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,1,0,0,1,0,0,0
120,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,0,0,1,0,0,1,2
121,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,0,0,1,0,1,0,2
122,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,0,0,1,1,0,0,0
123,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,0,1,0,0,0,1,2
124,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,0,1,0,0,1,0,2
125,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,inconv,0,1,0,1,0,0,0
126,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,1,0,0,0,0,1,2
127,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,1,0,0,0,1,0,2
128,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,1,0,0,1,0,0,0
129,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,0,0,1,0,0,1,2
130,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,0,0,1,0,1,0,2
131,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,0,0,1,1,0,0,0
132,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,0,1,0,0,0,1,2
133,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,0,1,0,0,1,0,2
134,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,convenient,0,1,0,1,0,0,0
135,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,1,0,0,0,0,1,2
136,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,1,0,0,0,1,0,2
137,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,1,0,0,1,0,0,0
138,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,0,0,1,0,0,1,2
139,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,0,0,1,0,1,0,2
140,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,0,0,1,1,0,0,0
141,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,0,1,0,0,0,1,2
142,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,0,1,0,0,1,0,2
143,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,inconv,0,1,0,1,0,0,0
144,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,1,0,0,0,0,1,2
145,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,1,0,0,0,1,0,2
146,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,1,0,0,1,0,0,0
147,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,0,0,1,0,0,1,2
148,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,0,0,1,0,1,0,2
149,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,0,0,1,1,0,0,0
150,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,0,1,0,0,0,1,2
151,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,0,1,0,0,1,0,2
152,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,convenient,0,1,0,1,0,0,0
153,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,1,0,0,0,0,1,2
154,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,1,0,0,0,1,0,2
155,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,1,0,0,1,0,0,0
156,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,0,0,1,0,0,1,2
157,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,0,0,1,0,1,0,2
158,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,0,0,1,1,0,0,0
159,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,0,1,0,0,0,1,2
160,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,0,1,0,0,1,0,2
161,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,inconv,0,1,0,1,0,0,0
162,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,1,0,0,0,0,1,5
163,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,1,0,0,0,1,0,2
164,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,1,0,0,1,0,0,0
165,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,0,0,1,0,0,1,5
166,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,0,0,1,0,1,0,2
167,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,0,0,1,1,0,0,0
168,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,0,1,0,0,0,1,2
169,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,0,1,0,0,1,0,2
170,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,convenient,0,1,0,1,0,0,0
171,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,1,0,0,0,0,1,2
172,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,1,0,0,0,1,0,2
173,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,1,0,0,1,0,0,0
174,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,0,0,1,0,0,1,2
175,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,0,0,1,0,1,0,2
176,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,0,0,1,1,0,0,0
177,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,0,1,0,0,0,1,2
178,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,0,1,0,0,1,0,2
179,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,inconv,0,1,0,1,0,0,0
180,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,1,0,0,0,0,1,2
181,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,1,0,0,0,1,0,2
182,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,1,0,0,1,0,0,0
183,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,0,0,1,0,0,1,2
184,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,0,0,1,0,1,0,2
185,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,0,0,1,1,0,0,0
186,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,0,1,0,0,0,1,2
187,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,0,1,0,0,1,0,2
188,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,convenient,0,1,0,1,0,0,0
189,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,1,0,0,0,0,1,2
190,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,1,0,0,0,1,0,2
191,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,1,0,0,1,0,0,0
192,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,0,0,1,0,0,1,2
193,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,0,0,1,0,1,0,2
194,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,0,0,1,1,0,0,0
195,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,0,1,0,0,0,1,2
196,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,0,1,0,0,1,0,2
197,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,inconv,0,1,0,1,0,0,0
198,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,1,0,0,0,0,1,2
199,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,1,0,0,0,1,0,2
200,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,1,0,0,1,0,0,0
201,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,0,0,1,0,0,1,2
202,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,0,0,1,0,1,0,2
203,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,0,0,1,1,0,0,0
204,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,0,1,0,0,0,1,2
205,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,0,1,0,0,1,0,2
206,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,convenient,0,1,0,1,0,0,0
207,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,1,0,0,0,0,1,2
208,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,1,0,0,0,1,0,2
209,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,1,0,0,1,0,0,0
210,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,0,0,1,0,0,1,2
211,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,0,0,1,0,1,0,2
212,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,0,0,1,1,0,0,0
213,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,0,1,0,0,0,1,2
214,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,0,1,0,0,1,0,2
215,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,inconv,0,1,0,1,0,0,0
216,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,1,0,0,0,0,1,5
217,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,1,0,0,0,1,0,2
218,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,1,0,0,1,0,0,0
219,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,0,0,1,0,0,1,5
220,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,0,0,1,0,1,0,2
221,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,0,0,1,1,0,0,0
222,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,0,1,0,0,0,1,2
223,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,0,1,0,0,1,0,2
224,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,convenient,0,1,0,1,0,0,0
225,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,1,0,0,0,0,1,5
226,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,1,0,0,0,1,0,2
227,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,1,0,0,1,0,0,0
228,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,0,0,1,0,0,1,5
229,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,0,0,1,0,1,0,2
230,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,0,0,1,1,0,0,0
231,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,0,1,0,0,0,1,2
232,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,0,1,0,0,1,0,2
233,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,inconv,0,1,0,1,0,0,0
234,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,convenient,1,0,0,0,0,1,5
235,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,convenient,1,0,0,0,1,0,2
