0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,output
0,0,0,1,0,other,other,other,mother,0,0,0,0,1,1,1,0,15,3,3,1,1,0,5,3,4,4,4,1,0,1
0,0,0,0,0,other,other,other,mother,0,0,0,1,1,1,1,1,16,2,1,1,2,0,5,3,4,1,1,2,2,1
0,0,0,0,0,services,services,reputation,mother,0,1,0,1,1,1,1,0,15,4,3,1,2,0,4,3,2,1,1,1,0,1
0,1,0,0,1,teacher,health,reputation,mother,0,1,0,1,1,1,0,0,15,4,4,1,2,0,3,2,2,1,1,5,8,1
0,1,0,1,1,other,at_home,home,father,1,1,0,1,1,1,1,0,15,1,2,1,2,0,4,3,2,1,1,5,0,1
0,0,0,0,1,services,other,course,mother,0,1,1,0,1,1,1,0,16,4,2,1,2,0,4,2,3,1,1,5,2,1
0,0,1,0,1,health,teacher,other,mother,0,1,0,1,1,1,0,0,16,4,4,1,2,0,2,4,4,2,3,4,0,1
0,0,0,0,1,services,services,course,father,1,1,0,1,0,1,1,1,16,1,1,4,1,0,5,5,5,5,5,5,0,1
0,0,0,1,1,other,services,reputation,father,1,0,0,1,1,1,1,0,16,1,2,1,2,0,4,4,3,1,1,1,0,0
0,0,0,0,1,teacher,health,home,mother,1,1,0,1,1,1,1,0,16,4,3,1,3,0,3,4,4,2,4,4,0,1
0,0,0,1,1,services,services,reputation,father,1,0,0,1,1,1,1,1,15,4,3,1,2,0,4,4,4,2,4,2,0,1
0,0,0,1,1,teacher,services,course,mother,0,1,0,1,1,1,1,0,16,4,3,3,2,0,5,4,3,1,2,1,2,1
0,1,0,0,0,other,services,reputation,mother,0,1,0,1,0,1,1,1,15,4,4,1,4,0,1,3,3,5,5,3,0,1
0,0,0,0,1,services,other,course,mother,1,1,0,0,1,1,1,0,16,3,1,1,4,0,4,3,3,1,2,5,0,0
0,0,1,1,1,health,services,reputation,mother,1,1,0,0,1,1,1,0,15,2,2,2,2,0,4,1,3,1,3,4,0,0
0,0,1,1,1,other,other,reputation,father,0,1,0,0,0,1,1,0,15,3,1,2,4,0,4,4,2,2,3,3,6,1
0,1,0,0,1,other,other,reputation,father,0,1,0,0,1,1,1,0,16,3,1,2,4,0,4,3,2,1,1,5,2,0
0,1,0,0,1,other,other,course,mother,0,0,0,0,1,1,1,0,15,4,2,1,4,0,3,3,3,1,1,3,0,0
0,0,1,0,1,other,other,reputation,mother,1,1,0,0,0,1,1,1,15,1,1,1,2,0,3,3,4,2,4,5,2,0
0,1,0,0,1,other,other,reputation,mother,0,0,0,1,1,1,0,0,16,3,1,1,1,0,5,3,2,2,2,5,0,1
0,0,0,0,1,other,services,home,mother,1,1,0,1,1,1,1,0,16,3,3,1,2,0,4,3,3,2,4,5,4,0
0,1,0,0,1,teacher,other,home,mother,0,1,0,1,1,1,1,0,15,4,3,1,2,0,4,3,3,2,3,5,0,0
0,1,0,0,1,teacher,other,course,mother,0,0,0,1,1,1,1,0,15,4,0,2,4,0,3,4,3,1,1,1,0,0
0,0,0,0,1,other,other,reputation,mother,0,0,0,0,1,1,1,1,16,2,2,1,4,0,5,2,3,1,3,3,1,1
0,1,0,0,1,other,other,home,mother,1,1,0,1,1,0,1,0,17,2,1,2,1,3,4,5,1,1,1,3,0,0
0,0,0,0,1,at_home,other,course,mother,0,1,0,0,1,1,1,0,16,3,4,1,2,0,2,4,3,1,2,3,14,0
0,1,0,0,1,other,services,course,father,1,1,0,1,0,1,1,1,15,2,3,1,1,0,3,2,2,1,3,3,0,1
0,1,0,0,1,other,other,home,mother,1,0,0,0,0,1,1,0,15,2,3,1,3,0,5,3,2,1,2,5,2,0
0,0,0,1,1,services,other,reputation,mother,0,1,0,0,1,1,1,0,15,3,2,1,2,0,4,4,4,1,1,5,4,0
0,1,0,1,1,services,services,home,mother,0,0,1,1,1,1,1,0,15,2,2,2,2,0,5,3,3,1,3,4,2,1
0,0,0,0,1,other,other,home,father,0,1,0,1,0,1,1,0,15,1,1,1,2,0,4,3,2,2,3,4,2,1
0,0,0,0,1,services,services,reputation,father,0,0,0,0,1,1,1,1,15,4,4,2,2,0,4,4,4,2,3,5,4,1
0,0,0,1,1,at_home,other,course,mother,0,1,0,0,1,1,0,0,16,2,2,1,2,0,4,3,4,1,2,2,6,0
0,0,0,0,1,other,other,reputation,mother,0,1,0,1,1,1,1,0,15,4,2,1,3,0,5,3,3,1,3,1,4,1
0,1,0,0,1,services,other,reputation,father,0,0,0,1,0,1,1,0,16,2,2,2,2,0,4,4,2,1,1,3,6,0
0,1,0,1,0,teacher,health,reputation,mother,0,1,0,0,1,1,0,0,16,4,4,1,2,0,4,1,3,3,5,5,6,0
0,0,0,0,1,other,other,home,mother,0,1,0,0,1,1,1,1,16,3,3,1,3,0,4,3,3,1,3,4,2,0
0,0,0,0,1,services,other,reputation,mother,0,0,0,1,1,1,1,0,15,4,3,1,1,0,4,5,5,1,3,1,6,1
0,0,0,1,1,other,other,home,father,1,1,0,0,1,1,0,0,16,3,1,1,2,0,3,3,3,2,3,2,0,1
0,0,0,0,1,teacher,services,home,mother,0,1,0,1,1,1,1,0,16,4,2,2,2,0,5,3,3,1,1,1,2,1
0,1,0,1,1,services,health,reputation,mother,0,1,0,1,1,1,1,0,15,2,2,1,4,0,4,3,4,1,1,4,2,1
0,0,1,0,1,at_home,other,home,mother,1,1,1,1,1,1,1,0,15,1,1,2,4,0,3,1,2,1,1,1,4,1
0,1,1,0,1,services,other,reputation,mother,1,1,1,1,0,1,1,0,16,4,3,2,1,0,3,3,3,1,1,4,6,0
0,0,0,0,1,other,other,course,mother,0,1,0,0,1,1,0,1,16,2,1,1,2,0,4,3,5,1,1,5,0,1
0,0,0,0,1,other,other,reputation,mother,0,0,0,1,0,1,1,0,16,4,4,1,1,0,5,3,4,1,2,1,4,1
0,0,0,0,1,other,at_home,course,mother,1,1,0,0,1,1,1,0,16,4,3,1,3,0,5,3,5,1,1,3,2,1
0,1,0,0,1,services,services,other,mother,1,1,0,1,1,1,1,0,16,4,4,1,1,0,4,5,5,5,5,4,12,0
0,1,0,0,1,services,teacher,other,father,0,1,0,1,1,1,1,1,16,4,4,1,3,0,4,4,3,1,1,4,0,1
0,1,0,0,1,services,other,course,mother,0,1,1,1,0,1,1,0,15,4,4,1,1,0,5,3,3,1,1,5,2,1
0,0,0,0,1,services,other,home,mother,1,1,0,0,1,1,1,0,15,3,2,2,2,0,4,3,5,1,1,2,16,0
0,1,0,0,0,services,other,course,mother,0,1,0,1,1,1,1,0,15,3,4,1,2,0,5,4,4,1,1,1,0,1
0,0,0,0,0,other,health,reputation,father,1,0,0,0,1,1,0,0,15,3,3,1,4,0,4,3,3,1,1,4,10,0
0,0,0,0,1,other,other,course,mother,1,1,0,0,1,1,1,0,15,2,2,1,4,0,5,1,2,1,1,3,4,0
0,1,0,0,1,services,other,home,father,0,1,0,1,1,1,1,0,16,3,3,1,3,0,5,3,3,1,1,5,4,1
0,1,1,0,1,other,other,home,father,0,1,0,1,1,1,1,1,15,4,4,4,4,0,1,3,5,3,5,1,8,0
0,0,0,1,1,health,health,other,mother,0,1,0,1,1,1,1,1,16,4,4,1,3,0,5,4,5,1,1,4,2,1
0,1,0,1,0,teacher,teacher,course,mother,0,0,0,1,1,1,1,0,15,4,4,1,1,0,5,5,3,1,1,4,4,1
0,0,1,0,1,services,other,reputation,father,1,1,0,1,1,1,1,0,16,3,3,1,3,0,4,1,2,1,1,2,4,0
0,0,0,0,1,at_home,other,home,mother,1,0,0,1,1,1,1,0,16,2,2,1,2,1,3,1,2,1,1,5,12,0
0,1,0,1,1,teacher,other,course,mother,0,0,0,0,1,1,1,0,15,4,2,1,1,0,3,5,2,1,1,3,10,1
0,1,1,0,1,health,services,reputation,mother,0,0,0,1,1,1,1,1,15,2,1,1,2,0,5,4,2,1,1,5,4,0
0,1,0,0,1,teacher,teacher,course,father,0,1,0,1,1,1,1,0,16,4,4,1,2,0,5,4,4,1,2,5,6,1
0,1,0,0,1,other,teacher,reputation,father,0,1,0,1,1,1,0,0,15,4,4,2,2,0,4,4,3,1,1,2,4,1
0,1,0,0,1,other,services,home,father,0,0,0,1,1,1,1,0,16,3,3,2,1,0,5,4,2,1,1,5,6,1
0,1,1,0,1,other,other,course,father,0,1,0,1,1,1,1,0,17,1,3,3,2,1,5,2,4,1,4,5,14,0
0,1,0,0,1,other,other,reputation,father,0,0,0,0,1,1,1,0,15,3,4,1,1,0,3,4,3,1,2,4,2,1
0,0,0,0,1,at_home,services,course,mother,0,0,0,0,0,1,1,0,15,1,2,1,2,0,3,2,3,1,2,1,0,1
0,1,0,0,1,services,services,home,father,0,1,0,1,1,1,1,0,15,2,2,1,4,0,5,5,4,1,2,5,6,1
0,0,0,1,1,other,health,course,father,0,1,0,1,1,1,1,1,16,2,4,2,2,0,4,2,2,1,2,5,2,1
0,1,0,0,1,health,other,course,mother,0,1,0,1,1,1,1,0,16,4,4,1,1,0,3,4,4,1,4,5,4,1
0,0,0,0,1,other,other,home,mother,0,0,0,0,1,1,1,1,16,2,2,1,2,0,5,4,4,1,1,5,0,0
0,1,0,0,1,services,services,home,father,1,0,0,0,1,1,1,0,15,3,4,1,1,0,5,5,5,3,2,5,2,0
0,0,0,1,0,other,other,home,mother,1,0,0,1,1,1,1,1,15,3,4,1,2,0,5,3,2,1,1,1,0,0
0,0,0,0,1,at_home,other,course,other,0,1,0,0,0,0,0,0,19,0,1,1,2,2,3,4,2,1,1,5,0,0
0,1,1,0,1,teacher,teacher,course,mother,0,0,0,1,1,1,1,0,16,4,4,1,1,0,3,5,5,2,5,4,8,1
0,1,0,0,1,other,other,course,mother,0,1,0,0,0,1,1,1,16,2,3,2,3,0,3,2,3,2,2,1,4,1
0,0,1,0,1,services,teacher,course,father,0,1,0,0,1,1,1,1,15,3,4,2,3,0,4,2,2,2,2,5,0,1
0,0,0,0,1,services,other,reputation,mother,0,1,0,1,1,0,1,1,18,2,1,1,2,3,5,4,5,1,3,5,10,0
0,0,0,1,0,other,other,course,mother,0,1,0,0,1,1,1,0,17,2,1,3,1,0,3,2,2,1,2,5,8,0
0,0,0,0,1,at_home,other,course,mother,0,1,0,1,0,1,1,1,15,1,1,3,1,0,4,3,3,1,2,4,6,1
0,0,0,1,1,other,other,course,father,0,1,0,0,1,1,1,1,17,2,2,1,1,0,3,4,4,1,3,5,2,1
0,0,0,0,0,services,other,course,father,0,0,0,0,1,1,1,0,16,3,4,1,1,0,3,2,1,1,4,5,12,1
0,1,0,0,1,at_home,other,course,mother,0,0,0,0,1,1,0,0,16,2,1,4,1,0,3,2,1,1,1,2,4,0
0,0,0,0,0,other,other,home,mother,0,0,0,0,1,1,0,0,16,2,2,1,1,1,5,3,4,1,1,5,12,0
0,1,1,0,1,at_home,teacher,course,mother,0,1,0,0,1,1,0,1,15,3,4,4,2,0,5,3,3,1,1,5,2,0
0,0,0,0,1,services,at_home,course,mother,0,1,0,1,1,1,1,1,15,4,4,1,3,0,4,3,3,1,1,5,4,1
0,1,1,0,1,at_home,other,course,mother,0,0,0,0,1,1,0,0,17,3,4,3,2,0,5,4,5,2,4,5,2,0
0,0,1,0,1,at_home,other,course,mother,0,1,0,0,1,1,0,0,16,1,1,4,2,0,5,1,3,1,1,3,0,1
0,1,0,1,1,services,services,course,mother,0,0,0,1,1,1,1,1,18,3,1,2,1,0,3,3,4,4,5,4,2,1
0,0,0,0,0,other,services,course,other,0,1,0,1,0,1,1,1,18,3,2,1,3,0,4,3,3,5,1,5,10,0
0,0,1,0,1,other,services,reputation,mother,0,1,0,1,1,1,0,1,16,1,1,2,1,0,3,3,3,1,2,1,8,0
0,0,0,0,0,other,other,course,other,0,1,0,1,0,1,1,1,16,3,3,2,1,0,4,3,2,1,1,5,4,0
0,1,0,1,1,services,other,course,mother,0,0,0,0,1,1,0,1,16,1,1,1,2,2,4,4,4,1,3,5,0,0
0,0,0,0,1,teacher,teacher,course,mother,0,0,0,1,1,1,1,0,15,4,4,2,1,0,4,3,2,1,1,5,6,1
0,0,1,0,1,other,other,course,mother,0,0,0,1,1,1,1,1,15,1,1,3,1,1,5,5,5,1,1,1,2,0
0,1,0,0,1,teacher,services,course,father,1,1,0,0,1,1,1,0,15,4,3,2,4,0,2,2,2,1,1,3,6,0
0,0,0,0,0,services,services,home,mother,0,0,0,0,0,1,0,1,15,3,3,1,2,0,1,3,2,2,3,1,24,0
0,1,0,0,1,services,services,course,mother,0,1,0,1,1,1,1,0,16,4,4,1,3,0,5,3,3,1,3,5,0,1
0,1,0,1,1,services,services,reputation,father,0,1,0,1,1,1,1,0,16,2,2,2,1,0,2,3,3,2,2,2,4,0
0,0,0,0,1,teacher,services,course,mother,0,1,0,1,1,1,1,0,15,4,4,1,3,0,4,2,2,1,1,5,2,1
0,0,0,1,1,at_home,at_home,course,mother,0,0,0,0,1,1,1,0,16,1,1,1,1,0,3,4,4,3,3,1,4,0
0,1,0,0,1,other,other,home,mother,0,1,0,0,1,1,1,0,17,2,1,1,1,0,5,4,5,1,2,5,22,0
0,0,0,0,1,other,services,course,father,0,1,0,0,1,1,1,0,15,1,1,1,2,0,4,4,2,1,2,5,0,1
0,0,0,1,0,at_home,other,home,mother,0,1,0,1,1,0,1,1,15,2,1,2,1,0,4,4,2,1,1,5,0,0
0,0,0,0,1,health,services,home,father,0,1,0,0,1,1,1,0,15,3,2,1,2,1,3,3,2,1,1,3,2,0
0,0,0,0,1,at_home,other,course,mother,0,1,0,0,0,1,1,0,15,1,2,1,2,0,4,3,2,1,1,5,6,1
0,0,0,0,1,at_home,services,course,father,0,0,0,0,0,1,0,1,15,1,2,1,2,0,2,3,4,2,4,1,6,0
0,1,0,0,1,teacher,teacher,course,mother,0,1,0,0,1,0,1,1,16,4,4,1,1,0,3,3,2,2,1,5,16,0
0,1,0,1,0,services,other,course,mother,0,0,0,0,1,1,1,0,15,2,1,4,1,0,4,5,5,2,5,5,0,0
0,1,0,1,1,other,other,course,mother,0,0,0,0,1,0,1,1,18,1,1,1,1,2,2,3,5,2,5,4,0,0
0,1,0,1,1,at_home,other,course,mother,0,0,0,1,1,1,0,1,16,2,1,1,1,1,4,4,4,3,5,5,6,0
0,0,1,0,1,services,services,reputation,other,0,1,1,1,1,1,1,1,15,3,3,2,3,0,4,2,1,2,3,3,2,1
0,1,0,0,1,services,at_home,home,mother,0,1,0,0,1,0,1,1,19,3,2,1,1,0,4,5,4,1,1,4,6,0
0,0,0,0,1,other,teacher,course,mother,1,1,0,0,1,1,0,1,17,4,4,1,1,0,4,2,1,1,1,4,0,1
0,1,1,0,1,at_home,services,course,mother,1,0,1,1,1,1,0,0,15,2,3,1,2,0,4,4,4,1,1,1,0,0
0,1,1,1,1,other,other,reputation,mother,0,0,0,0,1,1,0,0,17,1,2,1,1,3,2,2,2,3,3,5,14,0
0,0,1,0,1,at_home,other,course,mother,0,1,0,1,0,1,0,0,18,1,1,3,1,3,5,2,5,1,5,4,6,0
0,1,1,0,1,at_home,other,course,mother,0,0,0,0,0,1,0,0,16,2,2,3,1,0,4,2,2,1,2,3,4,0
0,1,0,0,1,other,services,course,father,0,1,0,0,1,1,1,1,16,3,3,1,2,1,4,5,5,4,4,5,0,0
0,1,0,1,1,health,services,course,mother,0,0,0,0,0,1,1,0,16,1,2,2,1,2,4,4,5,3,5,5,0,0
0,1,1,1,1,at_home,other,course,mother,0,0,1,1,1,0,1,1,17,2,1,2,1,1,3,3,2,2,2,5,8,0
0,1,1,0,1,other,other,course,mother,1,1,0,0,1,1,1,1,17,3,2,2,2,2,4,4,4,1,4,3,4,0
0,1,0,1,1,other,other,course,mother,0,0,0,1,1,1,0,0,15,1,2,2,1,0,4,4,4,2,4,5,2,0
0,1,0,0,1,at_home,services,course,father,0,0,0,0,1,0,1,0,16,1,3,1,1,1,5,3,3,1,4,2,2,0
0,1,1,1,1,other,services,course,mother,0,0,0,1,1,0,0,1,17,1,1,4,2,0,5,3,5,1,5,5,0,0
0,1,0,0,1,services,services,course,mother,0,1,0,1,0,0,0,0,17,3,2,2,1,3,4,5,2,1,1,2,10,0
0,1,0,0,1,other,other,course,father,0,0,0,0,1,0,1,0,16,2,2,1,2,0,4,3,5,2,4,4,0,0
0,0,0,0,1,health,services,home,father,0,0,0,0,1,1,1,1,16,4,2,1,2,0,4,2,3,1,1,3,0,1
0,0,0,0,1,other,other,home,mother,0,1,0,0,0,1,1,0,16,2,2,1,2,0,5,1,5,1,1,4,0,1
0,0,0,0,1,health,health,reputation,mother,0,1,0,0,1,1,1,1,16,4,4,1,2,0,4,4,2,1,1,3,0,1
0,1,0,0,1,other,other,course,father,0,1,0,1,0,1,1,0,16,3,4,3,1,1,3,4,5,2,4,2,4,0
0,1,0,0,1,other,other,reputation,mother,0,1,0,1,1,1,1,1,16,1,0,2,2,0,4,3,2,1,1,3,0,1
0,1,0,1,1,teacher,other,reputation,mother,0,1,0,1,1,1,1,0,17,4,4,1,2,0,4,4,4,1,3,5,0,0
0,0,0,0,1,at_home,services,home,mother,0,0,0,1,0,1,1,1,16,1,3,1,2,0,4,3,5,1,1,3,0,1
0,0,0,1,1,other,other,reputation,mother,0,1,0,1,1,1,1,0,16,3,3,2,2,0,4,4,5,1,1,4,0,1
0,1,0,1,1,teacher,other,course,mother,0,0,0,1,1,1,1,0,17,4,3,2,2,0,4,4,4,4,4,4,0,0
0,0,0,0,1,services,other,reputation,mother,0,0,0,1,0,1,1,0,16,2,2,2,2,0,3,4,4,1,4,5,0,1
0,1,0,0,1,other,other,reputation,father,0,0,0,1,0,1,1,0,17,3,3,1,2,0,4,3,4,1,4,4,4,0
0,1,1,0,1,teacher,services,other,mother,0,1,0,1,1,1,1,1,16,4,2,1,1,0,4,3,3,3,4,3,8,0
0,1,0,0,1,other,other,course,mother,0,1,1,1,1,1,1,1,17,4,3,1,2,0,5,2,3,1,1,2,4,1
0,1,0,0,1,teacher,other,home,mother,0,1,1,1,1,1,1,0,16,4,3,1,2,0,3,4,3,2,3,3,4,0
0,1,0,0,1,services,other,home,mother,0,0,0,1,1,1,1,1,16,3,3,1,2,0,4,2,3,1,2,3,0,1
0,0,0,0,1,services,services,reputation,father,0,1,0,1,1,1,0,0,17,2,4,1,2,0,5,4,2,2,3,5,0,1
0,0,0,1,1,other,other,reputation,mother,0,1,0,1,1,1,1,1,17,3,3,1,2,0,5,3,3,2,3,1,32,1
0,0,0,0,1,other,other,reputation,mother,0,1,0,0,1,1,1,0,16,3,2,1,2,0,1,2,2,1,2,1,8,1
0,1,0,0,1,services,services,other,mother,0,1,0,1,1,1,1,1,17,3,3,1,2,0,4,3,4,2,3,4,6,1
0,1,0,0,1,services,services,other,mother,0,1,0,1,1,1,1,1,16,1,2,1,1,0,3,3,3,1,2,3,0,0
0,1,0,1,1,other,other,course,mother,0,0,0,1,1,1,1,1,16,2,1,1,2,0,4,2,3,1,2,5,0,1
0,0,0,0,0,health,other,reputation,mother,0,1,0,0,0,1,1,1,17,3,3,1,2,0,3,3,3,1,3,3,10,1
0,1,1,0,1,at_home,other,home,mother,0,0,0,0,1,1,0,0,17,1,2,1,2,0,3,1,3,1,5,3,6,0
0,0,0,0,1,services,services,course,mother,0,0,0,0,1,1,1,0,16,2,3,1,2,0,4,3,3,1,1,2,6,1
0,0,0,0,1,at_home,services,course,mother,0,0,0,1,1,1,1,0,17,1,1,1,2,0,5,3,3,1,1,3,0,1
0,1,0,0,1,at_home,services,other,other,0,0,0,1,0,1,1,0,17,1,2,2,2,0,4,4,4,4,5,5,16,1
0,1,1,0,1,services,services,reputation,mother,0,1,0,1,1,1,1,0,16,3,3,1,1,0,4,3,2,3,4,5,0,0
0,1,0,0,1,other,other,home,father,0,0,0,0,1,1,1,0,16,2,3,2,1,0,5,3,3,1,1,3,0,1
0,0,0,1,1,services,services,course,father,0,0,0,1,1,1,1,1,17,2,4,1,2,0,4,3,2,1,1,5,8,1
0,1,0,0,1,services,teacher,home,mother,0,0,0,0,1,1,1,0,17,4,4,1,1,0,5,2,3,1,2,5,4,1
0,1,1,1,1,teacher,other,home,father,0,1,0,1,1,1,1,0,16,3,3,3,1,0,3,3,4,3,5,3,16,1
0,0,0,0,1,services,teacher,home,mother,0,1,0,0,1,1,1,0,17,4,4,2,1,1,4,2,4,2,3,2,30,1
0,0,0,1,1,teacher,teacher,reputation,mother,0,1,0,0,1,1,1,0,16,4,4,1,2,0,4,5,2,1,2,3,0,0
0,0,0,0,1,health,other,home,mother,0,1,0,1,1,1,1,0,16,4,3,1,2,0,4,3,5,1,5,2,2,1
0,0,0,0,1,other,other,reputation,mother,1,1,0,1,1,1,0,0,16,2,3,1,2,0,4,4,3,1,3,4,4,1
