,0000_A11,0000_A12,0000_A13,0000_A14,0001_A30,0001_A31,0001_A32,0001_A33,0001_A34,0002_A40,0002_A41,0002_A410,0002_A42,0002_A43,0002_A44,0002_A45,0002_A46,0002_A48,0002_A49,0003_A61,0003_A62,0003_A63,0003_A64,0003_A65,0004_A71,0004_A72,0004_A73,0004_A74,0004_A75,0005_A91,0005_A92,0005_A93,0005_A94,0006_A101,0006_A102,0006_A103,0007_A121,0007_A122,0007_A123,0007_A124,0008_A141,0008_A142,0008_A143,0009_A151,0009_A152,0009_A153,0010_A171,0010_A172,0010_A173,0010_A174,0011,0012,13,14,15,16,17,18,19,output
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-1.2364778603818776,-0.7451314133870967,0.9184771676276684,1.0469866784197936,2.7664564848025224,1.0270789116578083,-0.4282895663715403,1
441,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.738667542842371,-0.5852774528182318,-0.8701833340815202,0.1405047057619635,-0.4877843092997643,-0.7049259983890862,-0.4282895663715403,1
285,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.165225976138084,2.6408661150261312,-1.7645135849361149,-1.6724592395536968,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,0
183,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2569530922366421,0.17925689961423252,0.9184771676276684,1.0469866784197936,1.2712647685933636,-0.7049259983890862,-0.4282895663715403,1
462,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,-0.738667542842371,-0.09012006276345544,0.024146916773074168,-1.6724592395536968,-0.13597449372113873,-0.7049259983890862,-0.4282895663715403,1
625,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.4897623840726178,-0.4580322824319293,0.9184771676276684,-0.7659772668958666,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,1
740,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.2569530922366421,-0.3353948758757713,-0.8701833340815202,0.1405047057619635,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,0
655,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,-0.5727307703292022,0.2487278004379521,-1.7645135849361149,1.0469866784197936,-1.1914039404570154,-0.7049259983890862,-0.4282895663715403,1
388,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.4897623840726178,-0.3350404325042217,-0.8701833340815202,1.0469866784197936,-0.7516416709837335,-0.7049259983890862,-0.4282895663715403,1
692,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.2569530922366421,-0.13300771072095574,-0.8701833340815202,-1.6724592395536968,-0.5757367631944207,-0.7049259983890862,-0.4282895663715403,1
33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,-0.738667542842371,-0.7114592930898858,0.9184771676276684,1.0469866784197936,1.8869319458559584,-0.7049259983890862,-0.4282895663715403,1
903,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.4897623840726178,-0.6682172017608358,0.9184771676276684,-0.7659772668958666,0.3917402296467996,-0.7049259983890862,-0.4282895663715403,1
684,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.2525737273156552,2.3342725986357364,-1.7645135849361149,0.1405047057619635,-0.3998318554051079,1.0270789116578083,2.3348689263480744,1
693,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-1.2364778603818776,0.5120792254992971,-1.7645135849361149,0.1405047057619635,0.7435500452254252,1.0270789116578083,2.3348689263480744,1
467,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2.2481943623946683,1.4059854085473615,0.024146916773074168,0.1405047057619635,-0.3118794015104515,1.0270789116578083,2.3348689263480744,1
982,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.008047933466888799,-0.12343773968911685,-1.7645135849361149,-1.6724592395536968,-0.6636892170890771,-0.7049259983890862,-0.4282895663715403,1
955,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.2569530922366421,-0.7231559243510222,0.9184771676276684,1.0469866784197936,1.8869319458559584,1.0270789116578083,-0.4282895663715403,1
929,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.738667542842371,-0.6831038233659186,0.9184771676276684,-0.7659772668958666,0.6555975913307688,1.0270789116578083,2.3348689263480744,0
23,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.738667542842371,-0.5200598724531074,0.024146916773074168,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1
520,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.2569530922366421,0.7924439323950222,0.024146916773074168,1.0469866784197936,0.7435500452254252,1.0270789116578083,-0.4282895663715403,1
245,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2569530922366421,-0.7135859533191833,0.9184771676276684,-1.6724592395536968,-0.9275465787730462,-0.7049259983890862,-0.4282895663715403,1
995,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.738667542842371,-0.5441620217184795,0.024146916773074168,1.0469866784197936,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1
526,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.4897623840726178,-0.6164684695145958,0.9184771676276684,0.1405047057619635,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1
366,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.2408572253028645,0.20513126573735252,0.024146916773074168,-1.6724592395536968,-0.7516416709837335,1.0270789116578083,-0.4282895663715403,1
397,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.2525737273156552,-0.3272426783301308,0.024146916773074168,-0.7659772668958666,0.919454953014738,1.0270789116578083,-0.4282895663715403,1
873,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.4897623840726178,-0.8496922079942256,0.9184771676276684,-1.6724592395536968,-1.0154990326677027,-0.7049259983890862,-0.4282895663715403,1
400,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.2408572253028645,-0.6373806284360215,0.024146916773074168,1.0469866784197936,0.3037877757521432,-0.7049259983890862,-0.4282895663715403,1
339,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.90460431535554,-0.6203673466016413,0.9184771676276684,-0.7659772668958666,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,0
176,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.738667542842371,-0.2460751462452748,-0.8701833340815202,-1.6724592395536968,0.5676451374361124,-0.7049259983890862,-0.4282895663715403,0
287,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2.2481943623946683,1.5279139283604204,-0.8701833340815202,1.0469866784197936,-0.3998318554051079,-0.7049259983890862,-0.4282895663715403,1
125,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.738667542842371,-0.4077013236718876,0.9184771676276684,-0.7659772668958666,-0.4877843092997643,1.0270789116578083,-0.4282895663715403,0
484,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.738667542842371,-0.7472580736163943,0.9184771676276684,1.0469866784197936,0.7435500452254252,-0.7049259983890862,-0.4282895663715403,1
94,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.738667542842371,-0.6923193510262079,0.9184771676276684,1.0469866784197936,1.6230745841719891,-0.7049259983890862,-0.4282895663715403,1
815,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.2525737273156552,1.474747422627982,-0.8701833340815202,-0.7659772668958666,1.6230745841719891,-0.7049259983890862,-0.4282895663715403,0
270,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,-0.2408572253028645,-0.2159474596635597,0.9184771676276684,0.1405047057619635,-0.3118794015104515,-0.7049259983890862,-0.4282895663715403,1
231,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,-0.9875727016121244,-0.2708861822537461,-0.8701833340815202,1.0469866784197936,1.3592172224880201,-0.7049259983890862,-0.4282895663715403,1
453,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.2569530922366421,-0.21311191269116295,0.9184771676276684,1.0469866784197936,-0.048022039826482336,-0.7049259983890862,-0.4282895663715403,1
824,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.2408572253028645,0.1803202297288813,0.024146916773074168,-0.7659772668958666,-0.048022039826482336,1.0270789116578083,-0.4282895663715403,1
415,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.2525737273156552,0.9111824618641348,-0.8701833340815202,-0.7659772668958666,-0.048022039826482336,1.0270789116578083,2.3348689263480744,1
753,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.7547634097761486,0.8860169824841139,0.9184771676276684,-0.7659772668958666,-0.9275465787730462,1.0270789116578083,-0.4282895663715403,1
928,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.7547634097761486,-0.4977299400454833,0.9184771676276684,1.0469866784197936,1.9748843997506147,-0.7049259983890862,-0.4282895663715403,1
215,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-1.2364778603818776,-0.8291344924443494,-1.7645135849361149,0.1405047057619635,0.3037877757521432,1.0270789116578083,-0.4282895663715403,1
574,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.9875727016121244,-0.7759679867119109,0.9184771676276684,1.0469866784197936,-0.7516416709837335,1.0270789116578083,-0.4282895663715403,1
17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.7547634097761486,1.701591180419719,-0.8701833340815202,0.1405047057619635,-0.9275465787730462,2.759083821704704,-0.4282895663715403,0
604,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.90460431535554,-0.7075604160028403,0.9184771676276684,-0.7659772668958666,-1.1034514865623593,-0.7049259983890862,-0.4282895663715403,1
712,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.008047933466888799,-0.2818739267717833,0.9184771676276684,1.0469866784197936,0.919454953014738,-0.7049259983890862,-0.4282895663715403,1
356,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.738667542842371,-0.3332682156464738,-1.7645135849361149,1.0469866784197936,1.1833123146987072,-0.7049259983890862,-0.4282895663715403,1
445,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,-0.9875727016121244,-0.7185481605208774,0.9184771676276684,1.0469866784197936,0.479692683541456,1.0270789116578083,-0.4282895663715403,1
